itemid,constants,source_count,sources
1945,BLACK_RIVET,1,scripts/globals/shop.lua
1946,SQUARE_OF_SMALT_LEATHER,1,scripts/globals/shop.lua
1947,FETID_LANOLIN_CUBE,1,scripts/globals/shop.lua
1948,SPOOL_OF_COILED_YARN,1,scripts/globals/shop.lua
1949,SQUARE_OF_BROWN_DOESKIN,1,scripts/globals/shop.lua
1950,SPOOL_OF_CHAMELEON_YARN,1,scripts/globals/shop.lua
1951,SQUARE_OF_CHARCOAL_COTTON,1,scripts/globals/shop.lua
1952,SPOOL_OF_SCARLET_ODOSHI,1,scripts/globals/shop.lua
1953,SHEET_OF_KUROGANE,1,scripts/globals/shop.lua
1954,PLAITED_CORD,1,scripts/globals/shop.lua
1955,POT_OF_EBONY_LACQUER,1,scripts/globals/shop.lua
1956,SHEET_OF_COBALT_MYTHRIL,1,scripts/globals/shop.lua
1957,BLUE_RIVET,1,scripts/globals/shop.lua
1958,SPOOL_OF_GLITTERING_YARN,1,scripts/globals/shop.lua
1959,SQUARE_OF_ASTRAL_LEATHER,1,scripts/globals/shop.lua
2123,CATOBLEPAS_HIDE,1,scripts/globals/shop.lua
2128,SPINDLE,1,scripts/globals/shop.lua
2129,TANNING_VAT,1,scripts/globals/shop.lua
2130,SHAGREEN_FILE,1,scripts/globals/shop.lua
2131,TRITURATOR,1,scripts/globals/shop.lua
2143,MANDREL,1,scripts/globals/shop.lua
2144,WORKSHOP_ANVIL,1,scripts/globals/shop.lua
2145,SPOOL_OF_ZEPHYR_THREAD,1,scripts/globals/shop.lua
2147,MARID_TUSK,1,scripts/globals/shop.lua
2176,FIRE_CARD,1,scripts/zones/Nashmau/npcs/Jajaroon.lua
2177,ICE_CARD,1,scripts/zones/Nashmau/npcs/Jajaroon.lua
2178,WIND_CARD,1,scripts/zones/Nashmau/npcs/Jajaroon.lua
2179,EARTH_CARD,1,scripts/zones/Nashmau/npcs/Jajaroon.lua
2180,THUNDER_CARD,1,scripts/zones/Nashmau/npcs/Jajaroon.lua
2181,WATER_CARD,1,scripts/zones/Nashmau/npcs/Jajaroon.lua
2182,LIGHT_CARD,1,scripts/zones/Nashmau/npcs/Jajaroon.lua
2183,DARK_CARD,1,scripts/zones/Nashmau/npcs/Jajaroon.lua
2184,IMPERIAL_BRONZE_PIECE,1,scripts/zones/Mog_Garden/npcs/Green_Thumb_Moogle.lua
2230,LAMBENT_FIRE_CELL,1,scripts/globals/besieged.lua
2231,LAMBENT_WATER_CELL,1,scripts/globals/besieged.lua
2232,LAMBENT_EARTH_CELL,1,scripts/globals/besieged.lua
2233,LAMBENT_WIND_CELL,1,scripts/globals/besieged.lua
2235,BAG_OF_WILDGRASS_SEEDS,1,scripts/zones/Mog_Garden/npcs/Green_Thumb_Moogle.lua
2238,STROBE,1,scripts/zones/Nashmau/npcs/Yoyoroon.lua
2239,TENSION_SPRING,1,scripts/zones/Nashmau/npcs/Yoyoroon.lua
2240,INHIBITOR,1,scripts/zones/Nashmau/npcs/Yoyoroon.lua
2241,TENSION_SPRING_II,1,scripts/zones/Nashmau/npcs/Yoyoroon.lua
2242,MANA_BOOSTER,1,scripts/zones/Nashmau/npcs/Yoyoroon.lua
2243,LOUDSPEAKER,1,scripts/zones/Nashmau/npcs/Yoyoroon.lua
2244,SCANNER,1,scripts/zones/Nashmau/npcs/Yoyoroon.lua
2245,LOUDSPEAKER_II,1,scripts/zones/Nashmau/npcs/Yoyoroon.lua
2246,ACCELERATOR,1,scripts/zones/Nashmau/npcs/Yoyoroon.lua
2247,SCOPE,1,scripts/zones/Nashmau/npcs/Yoyoroon.lua
2248,PATTERN_READER,1,scripts/zones/Nashmau/npcs/Yoyoroon.lua
2249,ACCELERATOR_II,1,scripts/zones/Nashmau/npcs/Yoyoroon.lua
2250,SHOCK_ABSORBER,1,scripts/zones/Nashmau/npcs/Yoyoroon.lua
2251,ARMOR_PLATE,1,scripts/zones/Nashmau/npcs/Yoyoroon.lua
2252,ANALYZER,1,scripts/zones/Nashmau/npcs/Yoyoroon.lua
2253,ARMOR_PLATE_II,1,scripts/zones/Nashmau/npcs/Yoyoroon.lua
2254,STABILIZER,1,scripts/zones/Nashmau/npcs/Yoyoroon.lua
2255,VOLT_GUN,1,scripts/zones/Nashmau/npcs/Yoyoroon.lua
2256,HEAT_SEEKER,1,scripts/zones/Nashmau/npcs/Yoyoroon.lua
2257,STABILIZER_II,1,scripts/zones/Nashmau/npcs/Yoyoroon.lua
2258,MANA_JAMMER,1,scripts/zones/Nashmau/npcs/Yoyoroon.lua
2259,HEATSINK,1,scripts/zones/Nashmau/npcs/Yoyoroon.lua
2260,STEALTH_SCREEN,1,scripts/zones/Nashmau/npcs/Yoyoroon.lua
2261,MANA_JAMMER_II,1,scripts/zones/Nashmau/npcs/Yoyoroon.lua
2262,AUTO_REPAIR_KIT,1,scripts/zones/Nashmau/npcs/Yoyoroon.lua
2263,FLASHBULB,1,scripts/zones/Nashmau/npcs/Yoyoroon.lua
2264,DAMAGE_GAUGE,1,scripts/zones/Nashmau/npcs/Yoyoroon.lua
2265,AUTO_REPAIR_KIT_II,1,scripts/zones/Nashmau/npcs/Yoyoroon.lua
2266,MANA_TANK,1,scripts/zones/Nashmau/npcs/Yoyoroon.lua
2267,MANA_CONVERTER,1,scripts/zones/Nashmau/npcs/Yoyoroon.lua
2268,MANA_CONSERVER,1,scripts/zones/Nashmau/npcs/Yoyoroon.lua
2269,MANA_TANK_II,1,scripts/zones/Nashmau/npcs/Yoyoroon.lua
2295,CLUMP_OF_MOHBWA_GRASS,1,scripts/globals/shop.lua
2315,CLUMP_OF_KARAKUL_WOOL,1,scripts/globals/shop.lua
2322,ATTUNER,1,scripts/zones/Nashmau/npcs/Yoyoroon.lua
2323,TACTICAL_PROCESSOR,1,scripts/zones/Nashmau/npcs/Yoyoroon.lua
2324,DRUM_MAGAZINE,1,scripts/zones/Nashmau/npcs/Yoyoroon.lua
2325,EQUALIZER,1,scripts/zones/Nashmau/npcs/Yoyoroon.lua
2326,TARGET_MARKER,1,scripts/zones/Nashmau/npcs/Yoyoroon.lua
2327,MANA_CHANNELER,1,scripts/zones/Nashmau/npcs/Yoyoroon.lua
2328,ERASER,1,scripts/zones/Nashmau/npcs/Yoyoroon.lua
2329,SMOKE_SCREEN,1,scripts/zones/Nashmau/npcs/Yoyoroon.lua
2343,LA_THEINE_MILLET,1,scripts/zones/Southern_San_dOria/npcs/Ferdoulemiont.lua
2347,REACTIVE_SHIELD,1,scripts/zones/Nashmau/npcs/Rararoon.lua
2348,TRANQUILIZER,1,scripts/zones/Nashmau/npcs/Rararoon.lua
2349,TURBO_CHARGER,1,scripts/zones/Nashmau/npcs/Rararoon.lua
2350,SCHURZEN,1,scripts/zones/Nashmau/npcs/Rararoon.lua
2351,DYNAMO,1,scripts/zones/Nashmau/npcs/Rararoon.lua
2352,CONDENSER,1,scripts/zones/Nashmau/npcs/Rararoon.lua
2353,OPTIC_FIBER,1,scripts/zones/Nashmau/npcs/Rararoon.lua
2354,ECONOMIZER,1,scripts/zones/Nashmau/npcs/Rararoon.lua
2370,BAG_OF_FLOWER_SEEDS,1,scripts/zones/Upper_Jeuno/npcs/Areebah.lua
2409,FLAME_HOLDER,1,scripts/zones/Nashmau/npcs/Yoyoroon.lua
2410,ICE_MAKER,1,scripts/zones/Nashmau/npcs/Yoyoroon.lua
2411,REPLICATOR,1,scripts/zones/Nashmau/npcs/Yoyoroon.lua
2412,HAMMERMILL,1,scripts/zones/Nashmau/npcs/Yoyoroon.lua
2413,COILER,1,scripts/zones/Nashmau/npcs/Rararoon.lua
2414,STEAM_JACKET,1,scripts/zones/Nashmau/npcs/Rararoon.lua
2415,TURBO_CHARGER_II,1,scripts/zones/Nashmau/npcs/Rararoon.lua
2416,VIVI_VALVE_II,1,scripts/zones/Nashmau/npcs/Rararoon.lua
2501,BLACK_PUPPET_TURBAN,1,scripts/zones/Nashmau/npcs/Mamaroon.lua
2502,WHITE_PUPPET_TURBAN,1,scripts/zones/Nashmau/npcs/Mamaroon.lua
2518,SMILODON_HIDE,1,scripts/globals/shop.lua
2554,ASPHODEL,1,scripts/zones/Southern_San_dOria_[S]/npcs/Geltpix.lua
2561,PIECE_OF_PIZZA_DOUGH,1,scripts/globals/shop.lua
2563,LUMP_OF_KARUGO_NARUGO_CLAY,1,scripts/zones/Fort_Karugo-Narugo_[S]/npcs/Spondulix.lua
2656,SPOOL_OF_LUMINIAN_THREAD,1,scripts/globals/shop.lua
2657,SQUARE_OF_FLAMESHUN_CLOTH,1,scripts/globals/shop.lua
2658,SPOOL_OF_SILKWORM_THREAD,1,scripts/globals/shop.lua
2659,SQUARE_OF_CANVAS_TOILE,1,scripts/globals/shop.lua
2660,PANTIN_WIRE,1,scripts/globals/shop.lua
2661,SQUARE_OF_CORDUROY_CLOTH,1,scripts/globals/shop.lua
2702,BAG_OF_BUCKWHEAT_FLOUR,1,scripts/zones/Lower_Jeuno/npcs/Amalasanda.lua
2714,SQUARE_OF_FILET_LACE,1,scripts/globals/shop.lua
2715,GOLD_STUD,1,scripts/globals/shop.lua
2716,SQUARE_OF_BRILLIANTINE,1,scripts/globals/shop.lua
2717,ELECTRUM_STUD,1,scripts/globals/shop.lua
2761,FEYWEALD_LOG,1,scripts/globals/shop.lua
2763,CHUNK_OF_SWAMP_ORE,1,scripts/globals/shop.lua
2792,FLASQUE_OF_CATALYTIC_OIL,1,scripts/zones/Metalworks/npcs/Nogga.lua
2862,KINGDOM_WAYSTONE,1,scripts/zones/Northern_San_dOria/npcs/Pirvidiauce.lua
2863,REPUBLIC_WAYSTONE,1,scripts/zones/Bastok_Mines/npcs/Boytz.lua
2864,FEDERATION_WAYSTONE,1,scripts/zones/Windurst_Woods/npcs/Wije_Tiren.lua
2865,DUCHY_WAYSTONE,1,scripts/zones/Lower_Jeuno/npcs/Stinknix.lua
2866,SELBINA_WAYSTONE,1,scripts/zones/Selbina/npcs/Dohdjuma.lua
2867,MHAURA_WAYSTONE,1,scripts/zones/Mhaura/npcs/Pikini-Mikini.lua
2868,RABAO_WAYSTONE,1,scripts/zones/Rabao/npcs/Scamplix.lua
2869,KAZHAM_WAYSTONE,1,scripts/zones/Kazham/npcs/Ghemi_Sinterilo.lua
2870,NORG_WAYSTONE,1,scripts/zones/Norg/npcs/Solby-Maholby.lua
2871,SAFEHOLD_WAYSTONE,2,scripts/zones/Tavnazian_Safehold/npcs/Mazuro-Oozuro.lua|scripts/zones/Tavnazian_Safehold/npcs/Nilerouche.lua
2873,NASHMAU_WAYSTONE,1,scripts/zones/Nashmau/npcs/Pipiroon.lua
2960,WATER_LILY,1,scripts/zones/Upper_Jeuno/npcs/Areebah.lua
3307,HEAT_CAPACITOR,2,scripts/globals/besieged.lua|scripts/zones/Nashmau/npcs/Yoyoroon.lua
3308,POWER_COOLER,2,scripts/globals/besieged.lua|scripts/zones/Nashmau/npcs/Yoyoroon.lua
3309,BARRAGE_TURBINE,2,scripts/globals/besieged.lua|scripts/zones/Nashmau/npcs/Yoyoroon.lua
3310,BARRIER_MODULE_II,1,scripts/zones/Nashmau/npcs/Yoyoroon.lua
3311,GALVANIZER,2,scripts/globals/besieged.lua|scripts/zones/Nashmau/npcs/Yoyoroon.lua
3312,PERCOLATOR,1,scripts/zones/Nashmau/npcs/Yoyoroon.lua
3313,VIVI_VALVE,1,scripts/zones/Nashmau/npcs/Yoyoroon.lua
3314,DISRUPTOR,1,scripts/zones/Nashmau/npcs/Yoyoroon.lua
3984,GOLDEN_SEED_POUCH,1,scripts/zones/Mog_Garden/npcs/Green_Thumb_Moogle.lua
3985,MONARCH_BEETLE_SALIVA,1,scripts/zones/Mog_Garden/npcs/Green_Thumb_Moogle.lua
3986,CHESTNUT_TREE_SAP,1,scripts/zones/Mog_Garden/npcs/Green_Thumb_Moogle.lua
4094,BOWL_OF_GOBLIN_STEW_880,1,scripts/zones/Lower_Jeuno/npcs/Pawkrix.lua
4096,FIRE_CRYSTAL,2,scripts/globals/conquest.lua|scripts/tests/systems/trading/player_trade.lua
4097,ICE_CRYSTAL,1,scripts/globals/conquest.lua
4098,WIND_CRYSTAL,2,scripts/globals/conquest.lua|scripts/tests/systems/trading/player_trade.lua
4099,EARTH_CRYSTAL,1,scripts/globals/conquest.lua
4100,LIGHTNING_CRYSTAL,1,scripts/globals/conquest.lua
4101,WATER_CRYSTAL,1,scripts/globals/conquest.lua
4102,LIGHT_CRYSTAL,1,scripts/globals/conquest.lua
4103,DARK_CRYSTAL,1,scripts/globals/conquest.lua
4112,POTION,18,scripts/globals/shop.lua|scripts/zones/Aht_Urhgan_Whitegate/npcs/Gavrie.lua|scripts/zones/Bastok_Markets/npcs/Olwyn.lua|scripts/zones/Bastok_Mines/npcs/Boytz.lua|scripts/zones/Kazham/npcs/Pahya_Lolohoiv.lua|scripts/zones/Mhaura/npcs/Pikini-Mikini.lua|scripts/zones/Northern_San_dOria/npcs/Pirvidiauce.lua|scripts/zones/Port_Bastok/npcs/Galvin.lua|scripts/zones/Port_Jeuno/npcs/Gekko.lua|scripts/zones/Port_San_dOria/npcs/Coullave.lua|scripts/zones/Rabao/npcs/Scamplix.lua|scripts/zones/Selbina/npcs/Dohdjuma.lua|scripts/zones/Ship_bound_for_Mhaura/npcs/Chhaya.lua|scripts/zones/Ship_bound_for_Mhaura_Pirates/npcs/Chhaya.lua|scripts/zones/Southern_San_dOria/npcs/Ostalie.lua|scripts/zones/Upper_Jeuno/npcs/Leillaine.lua|scripts/zones/Windurst_Waters/npcs/Upih_Khachla.lua|scripts/zones/Windurst_Woods/npcs/Wije_Tiren.lua
4116,HI_POTION,5,scripts/globals/shop.lua|scripts/zones/Bastok_Markets_[S]/npcs/Blingbrix.lua|scripts/zones/Fort_Karugo-Narugo_[S]/npcs/Spondulix.lua|scripts/zones/Southern_San_dOria_[S]/npcs/Geltpix.lua|scripts/zones/Windurst_Waters_[S]/npcs/Pelftrix.lua
4120,X_POTION,1,scripts/globals/shop.lua
4124,MAX_POTION,1,scripts/globals/shop.lua
4128,ETHER,16,scripts/globals/shop.lua|scripts/zones/Aht_Urhgan_Whitegate/npcs/Gavrie.lua|scripts/zones/Bastok_Markets/npcs/Olwyn.lua|scripts/zones/Bastok_Mines/npcs/Boytz.lua|scripts/zones/Kazham/npcs/Pahya_Lolohoiv.lua|scripts/zones/Northern_San_dOria/npcs/Pirvidiauce.lua|scripts/zones/Port_Bastok/npcs/Galvin.lua|scripts/zones/Port_Jeuno/npcs/Gekko.lua|scripts/zones/Port_San_dOria/npcs/Coullave.lua|scripts/zones/Rabao/npcs/Scamplix.lua|scripts/zones/Ship_bound_for_Mhaura/npcs/Chhaya.lua|scripts/zones/Ship_bound_for_Mhaura_Pirates/npcs/Chhaya.lua|scripts/zones/Southern_San_dOria/npcs/Ostalie.lua|scripts/zones/Upper_Jeuno/npcs/Leillaine.lua|scripts/zones/Windurst_Waters/npcs/Upih_Khachla.lua|scripts/zones/Windurst_Woods/npcs/Wije_Tiren.lua
4132,HI_ETHER,5,scripts/globals/shop.lua|scripts/zones/Bastok_Markets_[S]/npcs/Blingbrix.lua|scripts/zones/Fort_Karugo-Narugo_[S]/npcs/Spondulix.lua|scripts/zones/Southern_San_dOria_[S]/npcs/Geltpix.lua|scripts/zones/Windurst_Waters_[S]/npcs/Pelftrix.lua
4136,SUPER_ETHER,1,scripts/globals/shop.lua
4140,PRO_ETHER,1,scripts/globals/shop.lua
4144,HI_ELIXIR,1,scripts/globals/shop.lua
4145,ELIXIR,1,scripts/globals/shop.lua
4148,ANTIDOTE,19,scripts/globals/shop.lua|scripts/zones/Aht_Urhgan_Whitegate/npcs/Gavrie.lua|scripts/zones/Bastok_Markets/npcs/Olwyn.lua|scripts/zones/Bastok_Mines/npcs/Boytz.lua|scripts/zones/Bibiki_Bay/npcs/Pohka_Chichiyowahl.lua|scripts/zones/Kazham/npcs/Pahya_Lolohoiv.lua|scripts/zones/Mhaura/npcs/Pikini-Mikini.lua|scripts/zones/Northern_San_dOria/npcs/Pirvidiauce.lua|scripts/zones/Port_Bastok/npcs/Galvin.lua|scripts/zones/Port_Jeuno/npcs/Gekko.lua|scripts/zones/Port_San_dOria/npcs/Coullave.lua|scripts/zones/Rabao/npcs/Scamplix.lua|scripts/zones/Selbina/npcs/Dohdjuma.lua|scripts/zones/Ship_bound_for_Mhaura/npcs/Chhaya.lua|scripts/zones/Ship_bound_for_Mhaura_Pirates/npcs/Chhaya.lua|scripts/zones/Southern_San_dOria/npcs/Ostalie.lua|scripts/zones/Upper_Jeuno/npcs/Leillaine.lua|scripts/zones/Windurst_Waters/npcs/Upih_Khachla.lua|scripts/zones/Windurst_Woods/npcs/Wije_Tiren.lua
4149,FLASK_OF_PANACEA,1,scripts/globals/shop.lua
4150,FLASK_OF_EYE_DROPS,17,scripts/globals/shop.lua|scripts/zones/Aht_Urhgan_Whitegate/npcs/Gavrie.lua|scripts/zones/Bastok_Markets/npcs/Olwyn.lua|scripts/zones/Bastok_Mines/npcs/Boytz.lua|scripts/zones/Kazham/npcs/Pahya_Lolohoiv.lua|scripts/zones/Mhaura/npcs/Pikini-Mikini.lua|scripts/zones/Northern_San_dOria/npcs/Pirvidiauce.lua|scripts/zones/Port_Bastok/npcs/Galvin.lua|scripts/zones/Port_Jeuno/npcs/Gekko.lua|scripts/zones/Port_San_dOria/npcs/Coullave.lua|scripts/zones/Selbina/npcs/Dohdjuma.lua|scripts/zones/Ship_bound_for_Mhaura/npcs/Chhaya.lua|scripts/zones/Ship_bound_for_Mhaura_Pirates/npcs/Chhaya.lua|scripts/zones/Southern_San_dOria/npcs/Ostalie.lua|scripts/zones/Upper_Jeuno/npcs/Leillaine.lua|scripts/zones/Windurst_Waters/npcs/Upih_Khachla.lua|scripts/zones/Windurst_Woods/npcs/Wije_Tiren.lua
4151,FLASK_OF_ECHO_DROPS,16,scripts/globals/shop.lua|scripts/zones/Aht_Urhgan_Whitegate/npcs/Gavrie.lua|scripts/zones/Bastok_Markets/npcs/Olwyn.lua|scripts/zones/Bastok_Mines/npcs/Boytz.lua|scripts/zones/Kazham/npcs/Pahya_Lolohoiv.lua|scripts/zones/Mhaura/npcs/Pikini-Mikini.lua|scripts/zones/Northern_San_dOria/npcs/Pirvidiauce.lua|scripts/zones/Port_Bastok/npcs/Galvin.lua|scripts/zones/Port_Jeuno/npcs/Gekko.lua|scripts/zones/Port_San_dOria/npcs/Coullave.lua|scripts/zones/Ship_bound_for_Mhaura/npcs/Chhaya.lua|scripts/zones/Ship_bound_for_Mhaura_Pirates/npcs/Chhaya.lua|scripts/zones/Southern_San_dOria/npcs/Ostalie.lua|scripts/zones/Upper_Jeuno/npcs/Leillaine.lua|scripts/zones/Windurst_Waters/npcs/Upih_Khachla.lua|scripts/zones/Windurst_Woods/npcs/Wije_Tiren.lua
4153,BOTTLE_OF_ANTACID,1,scripts/globals/shop.lua
4154,FLASK_OF_HOLY_WATER,1,scripts/globals/shop.lua
4155,REMEDY,3,scripts/globals/shop.lua|scripts/zones/Aht_Urhgan_Whitegate/npcs/Gavrie.lua|scripts/zones/Upper_Jeuno/npcs/Leillaine.lua
4156,BOTTLE_OF_MULSUM,1,scripts/globals/shop.lua
4163,FLASK_OF_BLINDNESS_POTION,1,scripts/zones/Rabao/npcs/Scamplix.lua
4164,PINCH_OF_PRISM_POWDER,1,scripts/globals/shop.lua
4165,POT_OF_SILENT_OIL,1,scripts/globals/shop.lua
4166,FLASK_OF_DEODORIZER,1,scripts/globals/shop.lua
4167,CRACKER,2,scripts/globals/shop.lua|scripts/zones/Port_Jeuno/npcs/Kindlix.lua
4168,TWINKLE_SHOWER,2,scripts/globals/shop.lua|scripts/zones/Port_Jeuno/npcs/Kindlix.lua
4169,LITTLE_COMET,2,scripts/globals/shop.lua|scripts/zones/Port_Jeuno/npcs/Kindlix.lua
4170,WEDDING_BELL,1,scripts/globals/shop.lua
4171,FLASK_OF_VITRIOL,1,scripts/globals/shop.lua
4172,RERAISER,1,scripts/globals/shop.lua
4173,HI_RERAISER,1,scripts/globals/shop.lua
4174,VILE_ELIXIR,1,scripts/globals/shop.lua
4175,VILE_ELIXIR_P1,1,scripts/globals/shop.lua
4181,SCROLL_OF_INSTANT_WARP,3,scripts/globals/besieged.lua|scripts/globals/conquest.lua|scripts/globals/shop.lua
4182,SCROLL_OF_INSTANT_RERAISE,3,scripts/globals/besieged.lua|scripts/globals/conquest.lua|scripts/globals/shop.lua
4183,KONRON_HASSEN,1,scripts/zones/Port_Jeuno/npcs/Pyropox.lua
4184,KONGOU_INAHO,1,scripts/zones/Port_Jeuno/npcs/Pyropox.lua
4185,MEIFU_GOMA,1,scripts/zones/Port_Jeuno/npcs/Pyropox.lua
4186,AIRBORNE,1,scripts/zones/Port_Jeuno/npcs/Kindlix.lua
4187,BASTOK_MINES_GLYPH,1,scripts/globals/conquest.lua
4188,BASTOK_MARKETS_GLYPH,1,scripts/globals/conquest.lua
4189,PORT_BASTOK_GLYPH,1,scripts/globals/conquest.lua
4190,EAST_SANDORIA_GLYPH,1,scripts/globals/conquest.lua
4191,WEST_SANDORIA_GLYPH,1,scripts/globals/conquest.lua
4192,NORTH_SANDORIA_GLYPH,1,scripts/globals/conquest.lua
4193,WINDURST_WATERS_GLYPH,1,scripts/globals/conquest.lua
4194,PORT_WINDURST_GLYPH,1,scripts/globals/conquest.lua
4195,WINDURST_WOODS_GLYPH,1,scripts/globals/conquest.lua
4213,ICARUS_WING,1,scripts/globals/shop.lua
4215,POPSTAR,2,scripts/globals/shop.lua|scripts/zones/Port_Jeuno/npcs/Kindlix.lua
4216,BRILLIANT_SNOW,2,scripts/globals/shop.lua|scripts/zones/Port_Jeuno/npcs/Kindlix.lua
4217,SPARKLING_HAND,1,scripts/zones/Port_Jeuno/npcs/Kindlix.lua
4218,AIR_RIDER,1,scripts/zones/Port_Jeuno/npcs/Kindlix.lua
4219,STONE_QUIVER,1,scripts/globals/shop.lua
4220,BONE_QUIVER,1,scripts/globals/shop.lua
4221,BEETLE_QUIVER,1,scripts/globals/shop.lua
4222,HORN_QUIVER,1,scripts/globals/shop.lua
4223,SCORPION_QUIVER,1,scripts/globals/shop.lua
4224,DEMON_QUIVER,1,scripts/globals/shop.lua
4225,IRON_QUIVER,1,scripts/globals/shop.lua
4226,SILVER_QUIVER,1,scripts/globals/shop.lua
4227,BRONZE_BOLT_QUIVER,1,scripts/globals/shop.lua
4228,MYTHRIL_BOLT_QUIVER,1,scripts/globals/shop.lua
4229,DARKSTEEL_BOLT_QUIVER,1,scripts/globals/shop.lua
4238,INFERNO_CRYSTAL,2,scripts/globals/conquest.lua|scripts/globals/shop.lua
4239,GLACIER_CRYSTAL,1,scripts/globals/conquest.lua
4240,CYCLONE_CRYSTAL,2,scripts/globals/conquest.lua|scripts/globals/shop.lua
4241,TERRA_CRYSTAL,2,scripts/globals/conquest.lua|scripts/globals/shop.lua
4242,PLASMA_CRYSTAL,1,scripts/globals/conquest.lua
4243,TORRENT_CRYSTAL,1,scripts/globals/conquest.lua
4244,AURORA_CRYSTAL,1,scripts/globals/conquest.lua
4245,TWILIGHT_CRYSTAL,1,scripts/globals/conquest.lua
4250,CRACKLER,1,scripts/zones/Port_Jeuno/npcs/Kindlix.lua
4251,FESTIVE_FAN,1,scripts/zones/Port_Jeuno/npcs/Pyropox.lua
4252,SUMMER_FAN,1,scripts/zones/Port_Jeuno/npcs/Pyropox.lua
4253,SPIRIT_MASQUE,1,scripts/zones/Port_Jeuno/npcs/Pyropox.lua
4256,OUKA_RANMAN,2,scripts/globals/shop.lua|scripts/zones/Port_Jeuno/npcs/Pyropox.lua
4257,PAPILLION,1,scripts/zones/Port_Jeuno/npcs/Kindlix.lua
4299,FLASK_OF_ORANGE_AU_LAIT,1,scripts/globals/shop.lua
4300,FLASK_OF_APPLE_AU_LAIT,1,scripts/globals/shop.lua
4301,FLASK_OF_PEAR_AU_LAIT,1,scripts/globals/shop.lua
4303,FLASK_OF_PERSIKOS_AU_LAIT,1,scripts/globals/shop.lua
4352,DERFLAND_PEAR,1,scripts/globals/shop.lua
4356,LOAF_OF_WHITE_BREAD,4,scripts/zones/Northern_San_dOria/npcs/Boncort.lua|scripts/zones/Port_San_dOria/npcs/Croumangue.lua|scripts/zones/Southern_San_dOria/npcs/Shilah.lua|scripts/zones/Upper_Jeuno/npcs/Glyke.lua
4359,SLICE_OF_DHALMEL_MEAT,1,scripts/globals/shop.lua
4362,LIZARD_EGG,1,scripts/globals/shop.lua
4363,FAERIE_APPLE,2,scripts/globals/shop.lua|scripts/zones/Southern_San_dOria/npcs/Aveline.lua
4364,LOAF_OF_BLACK_BREAD,4,scripts/zones/Northern_San_dOria/npcs/Boncort.lua|scripts/zones/Port_San_dOria/npcs/Croumangue.lua|scripts/zones/Southern_San_dOria/npcs/Shilah.lua|scripts/zones/Tavnazian_Safehold/npcs/Komalata.lua
4365,ROLANBERRY,2,scripts/zones/Port_Jeuno/npcs/Gekko.lua|scripts/zones/Upper_Jeuno/npcs/Champalpieu.lua
4366,LA_THEINE_CABBAGE,2,scripts/globals/shop.lua|scripts/zones/Southern_San_dOria/npcs/Aveline.lua
4370,POT_OF_HONEY,1,scripts/globals/shop.lua
4371,SLICE_OF_GRILLED_HARE,1,scripts/globals/shop.lua
4372,SLICE_OF_GIANT_SHEEP_MEAT,1,scripts/globals/shop.lua
4375,DANCESHROOM,1,scripts/globals/shop.lua
4376,STRIP_OF_MEAT_JERKY,7,scripts/globals/shop.lua|scripts/zones/Bastok_Mines/npcs/Griselda.lua|scripts/zones/Mhaura/npcs/Pikini-Mikini.lua|scripts/zones/Northern_San_dOria/npcs/Boncort.lua|scripts/zones/Rabao/npcs/Scamplix.lua|scripts/zones/Tavnazian_Safehold/npcs/Komalata.lua|scripts/zones/Windurst_Waters/npcs/Ness_Rugetomal.lua
4378,JUG_OF_SELBINA_MILK,2,scripts/globals/shop.lua|scripts/zones/Selbina/npcs/Dohdjuma.lua
4380,SMOKED_SALMON,1,scripts/zones/Northern_San_dOria/npcs/Boncort.lua
4381,MEAT_MITHKABOB,1,scripts/globals/shop.lua
4382,FROST_TURNIP,2,scripts/globals/shop.lua|scripts/zones/Southern_San_dOria/npcs/Aveline.lua
4388,EGGPLANT,1,scripts/globals/shop.lua
4389,SAN_DORIAN_CARROT,3,scripts/globals/shop.lua|scripts/zones/Southern_San_dOria/npcs/Aveline.lua|scripts/zones/Tavnazian_Safehold/npcs/Komalata.lua
4390,MITHRAN_TOMATO,2,scripts/globals/shop.lua|scripts/zones/Kazham/npcs/Ghemi_Sinterilo.lua
4391,BRETZEL,4,scripts/zones/Bastok_Mines/npcs/Griselda.lua|scripts/zones/Metalworks/npcs/Tomasa.lua|scripts/zones/Port_Bastok/npcs/Melloa.lua|scripts/zones/Port_Bastok/npcs/Sawyer.lua
4392,SARUTA_ORANGE,2,scripts/globals/shop.lua|scripts/zones/Southern_San_dOria/npcs/Aveline.lua
4393,ORANGE_KUCHEN,1,scripts/zones/Windurst_Waters/npcs/Taajiji.lua
4394,GINGER_COOKIE,2,scripts/globals/shop.lua|scripts/zones/Windurst_Waters/npcs/Ness_Rugetomal.lua
4396,SAUSAGE_ROLL,1,scripts/zones/Metalworks/npcs/Tomasa.lua
4397,CINNA_COOKIE,1,scripts/zones/Windurst_Waters/npcs/Ness_Rugetomal.lua
4398,FISH_MITHKABOB,2,scripts/globals/shop.lua|scripts/zones/Kazham/npcs/Nuh_Celodehki.lua
4404,ROAST_TROUT,1,scripts/zones/Port_San_dOria/npcs/Croumangue.lua
4405,RICE_BALL,2,scripts/globals/shop.lua|scripts/zones/Lower_Jeuno/npcs/Ghebi_Damomohe.lua
