itemid,name,vendor_price_min,vendor_price_max,has_hard_floor,priced_source_count,source_type,source_files,buyer_allowed,seller_candidate,recommended_class,manual_review_required,auto_live_promotion
4772,scroll_of_thunder,3624,3624,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Bastok_Markets/npcs/Zaira.lua|scripts/zones/Port_San_dOria/npcs/Regine.lua|scripts/zones/Port_Windurst/npcs/Aroro.lua,0,1,SCARCE,0,0
4773,scroll_of_thunder_ii,31000,31000,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Selbina/npcs/Chutarmire.lua|scripts/zones/Windurst_Waters/npcs/Hilkomu-Makimu.lua,0,1,SCARCE,0,0
4774,scroll_of_thunder_iii,45930,45930,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Aht_Urhgan_Whitegate/npcs/Mazween.lua|scripts/zones/Lower_Jeuno/npcs/Susu.lua,0,1,SCARCE,0,0
4775,scroll_of_thunder_iv,185000,185000,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Susu.lua,0,1,SCARCE,0,0
4777,scroll_of_water,156,156,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Bastok_Markets/npcs/Zaira.lua|scripts/zones/Port_San_dOria/npcs/Regine.lua|scripts/zones/Port_Windurst/npcs/Aroro.lua,0,1,SCARCE,0,0
4778,scroll_of_water_ii,9000,9000,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Selbina/npcs/Chutarmire.lua|scripts/zones/Windurst_Waters/npcs/Hilkomu-Makimu.lua,0,1,SCARCE,0,0
4779,scroll_of_water_iii,22682,22682,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Aht_Urhgan_Whitegate/npcs/Mazween.lua|scripts/zones/Lower_Jeuno/npcs/Susu.lua,0,1,SCARCE,0,0
4780,scroll_of_water_iv,116000,116000,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Susu.lua,0,1,SCARCE,0,0
4781,scroll_of_water_v,133110,133110,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Windurst_Waters_[S]/npcs/Ezura-Romazura.lua,0,1,SCARCE,0,0
4782,scroll_of_firaga,7806,7806,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Selbina/npcs/Chutarmire.lua|scripts/zones/Windurst_Waters/npcs/Hilkomu-Makimu.lua,0,1,SCARCE,0,0
4783,scroll_of_firaga_ii,21307,21307,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Susu.lua,0,1,SCARCE,0,0
4784,scroll_of_firaga_iii,112000,112000,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Susu.lua,0,1,SCARCE,0,0
4787,scroll_of_blizzaga,11900,11900,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Selbina/npcs/Chutarmire.lua|scripts/zones/Windurst_Waters/npcs/Hilkomu-Makimu.lua,0,1,SCARCE,0,0
4788,scroll_of_blizzaga_ii,26244,26244,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Susu.lua,0,1,SCARCE,0,0
4789,scroll_of_blizzaga_iii,127500,127500,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Susu.lua,0,1,SCARCE,0,0
4792,scroll_of_aeroga,4608,4608,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Selbina/npcs/Chutarmire.lua|scripts/zones/Windurst_Waters/npcs/Hilkomu-Makimu.lua,0,1,SCARCE,0,0
4793,scroll_of_aeroga_ii,19800,19800,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Susu.lua,0,1,SCARCE,0,0
4794,scroll_of_aeroga_iii,95625,95625,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Susu.lua,0,1,SCARCE,0,0
4797,scroll_of_stonega,1295,1295,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Selbina/npcs/Chutarmire.lua|scripts/zones/Windurst_Waters/npcs/Hilkomu-Makimu.lua,0,1,SCARCE,0,0
4798,scroll_of_stonega_ii,12000,12000,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Susu.lua,0,1,SCARCE,0,0
4799,scroll_of_stonega_iii,69875,69875,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Susu.lua,0,1,SCARCE,0,0
4802,scroll_of_thundaga,16800,16800,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Selbina/npcs/Chutarmire.lua|scripts/zones/Windurst_Waters/npcs/Hilkomu-Makimu.lua,0,1,SCARCE,0,0
4803,scroll_of_thundaga_ii,31681,31681,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Susu.lua,0,1,SCARCE,0,0
4804,scroll_of_thundaga_iii,144000,144000,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Susu.lua,0,1,SCARCE,0,0
4807,scroll_of_waterga,2330,2330,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Selbina/npcs/Chutarmire.lua|scripts/zones/Windurst_Waters/npcs/Hilkomu-Makimu.lua,0,1,SCARCE,0,0
4808,scroll_of_waterga_ii,13050,13050,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Susu.lua,0,1,SCARCE,0,0
4809,scroll_of_waterga_iii,82250,82250,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Susu.lua,0,1,SCARCE,0,0
4812,scroll_of_flare,71250,71250,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Susu.lua,0,1,SCARCE,0,0
4813,scroll_of_flare_ii,119180,119180,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Susu.lua,0,1,SCARCE,0,0
4814,scroll_of_freeze,52500,52500,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Susu.lua,0,1,SCARCE,0,0
4815,scroll_of_freeze_ii,119180,119180,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Susu.lua,0,1,SCARCE,0,0
4816,scroll_of_tornado,56250,56250,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Susu.lua,0,1,SCARCE,0,0
4817,scroll_of_tornado_ii,119180,119180,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Susu.lua,0,1,SCARCE,0,0
4818,scroll_of_quake,60000,60000,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Susu.lua,0,1,SCARCE,0,0
4819,scroll_of_quake_ii,119180,119180,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Susu.lua,0,1,SCARCE,0,0
4820,scroll_of_burst,63750,63750,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Susu.lua,0,1,SCARCE,0,0
4821,scroll_of_burst_ii,119180,119180,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Susu.lua,0,1,SCARCE,0,0
4822,scroll_of_flood,67500,67500,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Susu.lua,0,1,SCARCE,0,0
4823,scroll_of_flood_ii,119180,119180,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Susu.lua,0,1,SCARCE,0,0
4828,scroll_of_poison,91,92,1,2,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Bastok_Markets/npcs/Zaira.lua|scripts/zones/Port_San_dOria/npcs/Regine.lua|scripts/zones/Port_Windurst/npcs/Aroro.lua,0,1,SCARCE,0,0
4829,scroll_of_poison_ii,25200,25200,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Aht_Urhgan_Whitegate/npcs/Mazween.lua|scripts/zones/Selbina/npcs/Chutarmire.lua|scripts/zones/Windurst_Waters/npcs/Hilkomu-Makimu.lua,0,1,SCARCE,0,0
4833,scroll_of_poisonga,5160,5160,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Aht_Urhgan_Whitegate/npcs/Mazween.lua|scripts/zones/Selbina/npcs/Chutarmire.lua|scripts/zones/Windurst_Waters/npcs/Hilkomu-Makimu.lua,0,1,SCARCE,0,0
4838,scroll_of_bio,400,400,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Bastok_Markets/npcs/Zaira.lua|scripts/zones/Port_San_dOria/npcs/Regine.lua|scripts/zones/Port_Windurst/npcs/Aroro.lua,0,1,SCARCE,0,0
4839,scroll_of_bio_ii,14000,14000,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Aht_Urhgan_Whitegate/npcs/Mazween.lua|scripts/zones/Selbina/npcs/Chutarmire.lua|scripts/zones/Windurst_Waters/npcs/Hilkomu-Makimu.lua,0,1,SCARCE,0,0
4840,scroll_of_bio_iii,139125,139125,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Susu.lua,0,1,SCARCE,0,0
4843,scroll_of_burn,5160,5160,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Bastok_Markets/npcs/Zaira.lua|scripts/zones/Port_San_dOria/npcs/Regine.lua|scripts/zones/Port_Windurst/npcs/Aroro.lua,0,1,SCARCE,0,0
4844,scroll_of_frost,4098,4098,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Bastok_Markets/npcs/Zaira.lua|scripts/zones/Port_San_dOria/npcs/Regine.lua|scripts/zones/Port_Windurst/npcs/Aroro.lua,0,1,SCARCE,0,0
4845,scroll_of_choke,2500,2500,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Bastok_Markets/npcs/Zaira.lua|scripts/zones/Port_San_dOria/npcs/Regine.lua|scripts/zones/Port_Windurst/npcs/Aroro.lua,0,1,SCARCE,0,0
4846,scroll_of_rasp,2030,2030,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Bastok_Markets/npcs/Zaira.lua|scripts/zones/Port_San_dOria/npcs/Regine.lua|scripts/zones/Port_Windurst/npcs/Aroro.lua,0,1,SCARCE,0,0
4847,scroll_of_shock,1515,1515,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Bastok_Markets/npcs/Zaira.lua|scripts/zones/Port_San_dOria/npcs/Regine.lua|scripts/zones/Port_Windurst/npcs/Aroro.lua,0,1,SCARCE,0,0
4848,scroll_of_drown,7074,7074,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Bastok_Markets/npcs/Zaira.lua|scripts/zones/Port_San_dOria/npcs/Regine.lua|scripts/zones/Port_Windurst/npcs/Aroro.lua,0,1,SCARCE,0,0
4849,scroll_of_addle,130378,130378,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Creepstix.lua|scripts/zones/Lower_Jeuno/npcs/Hasim.lua,0,1,SCARCE,0,0
4853,scroll_of_drain,10428,10428,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Amalasanda.lua,0,1,SCARCE,0,0
4854,scroll_of_drain_ii,30780,30780,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Aht_Urhgan_Whitegate/npcs/Mazween.lua,0,1,SCARCE,0,0
4855,scroll_of_aspir,12850,12850,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Amalasanda.lua,0,1,SCARCE,0,0
4856,scroll_of_aspir_ii,79800,79800,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Aht_Urhgan_Whitegate/npcs/Mazween.lua,0,1,SCARCE,0,0
4857,scroll_of_blaze_spikes,10428,10428,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Amalasanda.lua,0,1,SCARCE,0,0
4859,scroll_of_shock_spikes,9000,9000,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Nashmau/npcs/Mamaroon.lua|scripts/zones/Selbina/npcs/Chutarmire.lua|scripts/zones/Windurst_Waters/npcs/Hilkomu-Makimu.lua,0,1,SCARCE,0,0
4860,scroll_of_stun,27000,35000,1,2,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Nashmau/npcs/Mamaroon.lua|scripts/zones/Rabao/npcs/Brave_Ox.lua,0,1,SCARCE,0,0
4861,scroll_of_sleep,2500,2500,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Bastok_Markets/npcs/Zaira.lua|scripts/zones/Port_San_dOria/npcs/Regine.lua|scripts/zones/Port_Windurst/npcs/Aroro.lua,0,1,SCARCE,0,0
4862,scroll_of_blind,122,124,1,2,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Bastok_Markets/npcs/Zaira.lua|scripts/zones/Port_San_dOria/npcs/Regine.lua|scripts/zones/Port_Windurst/npcs/Aroro.lua,0,1,SCARCE,0,0
4863,scroll_of_break,126000,126000,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Windurst_Waters_[S]/npcs/Ezura-Romazura.lua,0,1,SCARCE,0,0
4867,scroll_of_sleep_ii,18720,18720,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Aht_Urhgan_Whitegate/npcs/Mazween.lua|scripts/zones/Lower_Jeuno/npcs/Susu.lua,0,1,SCARCE,0,0
4868,scroll_of_dispel,70000,77600,1,2,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Al_Zahbi/npcs/Zafif.lua|scripts/zones/Rabao/npcs/Brave_Ox.lua|scripts/zones/Windurst_Waters/npcs/Shohrun-Tuhrun.lua,0,1,SCARCE,0,0
4869,scroll_of_warp,11953,11953,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Amalasanda.lua,0,1,SCARCE,0,0
4870,scroll_of_warp_ii,37200,37200,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Amalasanda.lua,0,1,SCARCE,0,0
4873,scroll_of_retrace,32320,32320,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Amalasanda.lua,0,1,SCARCE,0,0
4881,scroll_of_sleepga,11200,11200,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Aht_Urhgan_Whitegate/npcs/Mazween.lua|scripts/zones/Lower_Jeuno/npcs/Susu.lua|scripts/zones/Mhaura/npcs/Tya_Padolih.lua,0,1,SCARCE,0,0
4882,scroll_of_sleepga_ii,67818,67818,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Amalasanda.lua,0,1,SCARCE,0,0
4883,scroll_of_absorb-tp,27000,27000,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Aht_Urhgan_Whitegate/npcs/Mazween.lua,0,1,SCARCE,0,0
4884,scroll_of_blind_ii,139125,139125,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Susu.lua,0,1,SCARCE,0,0
4885,scroll_of_dread_spikes,70560,70560,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Aht_Urhgan_Whitegate/npcs/Mazween.lua,0,1,SCARCE,0,0
4886,scroll_of_absorb-acc,44000,44000,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Aht_Urhgan_Whitegate/npcs/Mazween.lua,0,1,SCARCE,0,0
4890,scroll_of_firaja,193800,193800,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Windurst_Waters_[S]/npcs/Ezura-Romazura.lua,0,1,SCARCE,0,0
4892,scroll_of_aeroja,185240,185240,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Windurst_Waters_[S]/npcs/Ezura-Romazura.lua,0,1,SCARCE,0,0
4893,scroll_of_stoneja,168150,168150,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Windurst_Waters_[S]/npcs/Ezura-Romazura.lua,0,1,SCARCE,0,0
4895,scroll_of_waterja,176700,176700,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Windurst_Waters_[S]/npcs/Ezura-Romazura.lua,0,1,SCARCE,0,0
4899,earth_spirit_pact,450,450,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Norg/npcs/Solby-Maholby.lua,0,1,SCARCE,0,0
4912,scroll_of_distract,19600,19600,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Mhaura/npcs/Tya_Padolih.lua,0,1,SCARCE,0,0
4913,scroll_of_distract_ii,175827,175827,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Tavnazian_Safehold/npcs/Mazuro-Oozuro.lua|scripts/zones/Tavnazian_Safehold/npcs/Nilerouche.lua,0,1,SCARCE,0,0
4914,scroll_of_frazzle,27216,27216,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Mhaura/npcs/Tya_Padolih.lua,0,1,SCARCE,0,0
4915,scroll_of_frazzle_ii,217000,217000,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Tavnazian_Safehold/npcs/Mazuro-Oozuro.lua|scripts/zones/Tavnazian_Safehold/npcs/Nilerouche.lua,0,1,SCARCE,0,0
4928,scroll_of_katon_ichi,2331,2331,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Amalasanda.lua,0,1,SCARCE,0,0
4930,scroll_of_katon_san,125212,125212,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Norg/npcs/Solby-Maholby.lua,0,1,SCARCE,0,0
4931,scroll_of_hyoton_ichi,2331,2331,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Amalasanda.lua,0,1,SCARCE,0,0
4933,scroll_of_hyoton_san,125212,125212,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Norg/npcs/Solby-Maholby.lua,0,1,SCARCE,0,0
4934,scroll_of_huton_ichi,2331,2331,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Amalasanda.lua,0,1,SCARCE,0,0
4936,scroll_of_huton_san,125212,125212,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Norg/npcs/Solby-Maholby.lua,0,1,SCARCE,0,0
4937,scroll_of_doton_ichi,2331,2331,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Amalasanda.lua,0,1,SCARCE,0,0
4939,scroll_of_doton_san,125212,125212,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Norg/npcs/Solby-Maholby.lua,0,1,SCARCE,0,0
4940,scroll_of_raiton_ichi,2331,2331,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Amalasanda.lua,0,1,SCARCE,0,0
4942,scroll_of_raiton_san,125212,125212,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Norg/npcs/Solby-Maholby.lua,0,1,SCARCE,0,0
4943,scroll_of_suiton_ichi,2331,2331,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Amalasanda.lua,0,1,SCARCE,0,0
4945,scroll_of_suiton_san,125212,125212,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Norg/npcs/Solby-Maholby.lua,0,1,SCARCE,0,0
4946,scroll_of_utsusemi_ichi,13133,13133,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Amalasanda.lua,0,1,SCARCE,0,0
4949,scroll_of_jubaku_ichi,2849,2849,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Amalasanda.lua,0,1,SCARCE,0,0
4952,scroll_of_hojo_ichi,2849,2849,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Amalasanda.lua,0,1,SCARCE,0,0
4955,scroll_of_kurayami_ichi,2849,2849,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Amalasanda.lua,0,1,SCARCE,0,0
4958,scroll_of_dokumori_ichi,2849,2849,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Amalasanda.lua,0,1,SCARCE,0,0
4961,scroll_of_tonko_ichi,2849,2849,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Amalasanda.lua,0,1,SCARCE,0,0
4964,scroll_of_monomi_ichi,9590,9590,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Kazham/npcs/Toji_Mumosulah.lua|scripts/zones/Lower_Jeuno/npcs/Amalasanda.lua,0,1,SCARCE,0,0
4965,scroll_of_aisha_ichi,92610,92610,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Norg/npcs/Solby-Maholby.lua,0,1,SCARCE,0,0
4966,scroll_of_myoshu_ichi,98894,98894,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Norg/npcs/Solby-Maholby.lua,0,1,SCARCE,0,0
4967,scroll_of_yurin_ichi,95754,95754,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Norg/npcs/Solby-Maholby.lua,0,1,SCARCE,0,0
4968,scroll_of_kakka_ichi,155232,155232,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Norg/npcs/Solby-Maholby.lua,0,1,SCARCE,0,0
4970,scroll_of_gekka_ichi,163705,163705,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Norg/npcs/Solby-Maholby.lua,0,1,SCARCE,0,0
4971,scroll_of_yain_ichi,163705,163705,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Norg/npcs/Solby-Maholby.lua,0,1,SCARCE,0,0
4976,scroll_of_foe_requiem,71,71,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Bastok_Markets/npcs/Hortense.lua,0,1,SCARCE,0,0
4977,scroll_of_foe_requiem_ii,490,490,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Bastok_Markets/npcs/Hortense.lua,0,1,SCARCE,0,0
4978,scroll_of_foe_requiem_iii,4400,4400,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Bastok_Markets/npcs/Hortense.lua,0,1,SCARCE,0,0
4979,scroll_of_foe_requiem_iv,7680,7680,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Bastok_Markets/npcs/Hortense.lua,0,1,SCARCE,0,0
4982,scroll_of_foe_requiem_vii,51300,51300,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Bastok_Markets/npcs/Hortense.lua,0,1,SCARCE,0,0
4986,scroll_of_armys_paeon,42,42,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Bastok_Markets/npcs/Hortense.lua,0,1,SCARCE,0,0
4987,scroll_of_armys_paeon_ii,357,357,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Bastok_Markets/npcs/Hortense.lua,0,1,SCARCE,0,0
4988,scroll_of_armys_paeon_iii,3600,3600,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Bastok_Markets/npcs/Hortense.lua|scripts/zones/Kazham/npcs/Toji_Mumosulah.lua,0,1,SCARCE,0,0
4989,scroll_of_armys_paeon_iv,6600,6600,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Bastok_Markets/npcs/Hortense.lua,0,1,SCARCE,0,0
4991,scroll_of_armys_paeon_vi,53200,53200,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Bastok_Markets/npcs/Hortense.lua,0,1,SCARCE,0,0
4994,scroll_of_mages_ballad,11833,11833,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Amalasanda.lua,0,1,SCARCE,0,0
4996,scroll_of_mages_ballad_iii,140039,140039,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/globals/shop.lua,0,1,SCARCE,0,0
4997,scroll_of_knights_minne,17,17,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Southern_San_dOria/npcs/Ferdoulemiont.lua,0,1,SCARCE,0,0
4998,scroll_of_knights_minne_ii,960,960,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Southern_San_dOria/npcs/Ferdoulemiont.lua,0,1,SCARCE,0,0
4999,scroll_of_knights_minne_iii,5720,5720,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Southern_San_dOria/npcs/Ferdoulemiont.lua,0,1,SCARCE,0,0
5001,scroll_of_knights_minne_v,55100,55100,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Southern_San_dOria/npcs/Ferdoulemiont.lua,0,1,SCARCE,0,0
5002,scroll_of_valor_minuet,25,25,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Bastok_Markets/npcs/Hortense.lua,0,1,SCARCE,0,0
5003,scroll_of_valor_minuet_ii,1224,1224,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Bastok_Markets/npcs/Hortense.lua,0,1,SCARCE,0,0
5004,scroll_of_valor_minuet_iii,6160,6160,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Bastok_Markets/npcs/Hortense.lua,0,1,SCARCE,0,0
5006,scroll_of_valor_minuet_v,58500,58500,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Bastok_Markets/npcs/Hortense.lua,0,1,SCARCE,0,0
5007,scroll_of_sword_madrigal,182,182,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Northern_San_dOria/npcs/Boncort.lua,0,1,SCARCE,0,0
5009,scroll_of_hunters_prelude,2880,2880,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Windurst_Woods/npcs/Mono_Nchaa.lua,0,1,SCARCE,0,0
5011,scroll_of_sheepfoe_mambo,259,259,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Selbina/npcs/Dohdjuma.lua,0,1,SCARCE,0,0
5013,scroll_of_fowl_aubade,3369,3369,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/globals/shop.lua,0,1,SCARCE,0,0
5014,scroll_of_herb_pastoral,108,108,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Windurst_Woods/npcs/Wije_Tiren.lua,0,1,SCARCE,0,0
5017,scroll_of_scops_operetta,677,677,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/globals/shop.lua,0,1,SCARCE,0,0
5018,scroll_of_puppets_operetta,19552,19552,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/globals/shop.lua,0,1,SCARCE,0,0
5023,scroll_of_goblin_gavotte,8160,8160,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/zones/Lower_Jeuno/npcs/Creepstix.lua,0,1,SCARCE,0,0
5027,scroll_of_advancing_march,2379,2379,1,1,LSB_SCRIPT_LITERAL_SHOP,scripts/globals/shop.lua,0,1,SCARCE,0,0
