itemid,name,item_type,stack_size,flags,ah_category,base_sell,gm_only,no_auction,scroll,can_equip,no_sale,exclusive,rare,is_equipment,is_weapon,is_usable,is_furnishing,equipment_level,equipment_ilevel,equipment_su_level,vendor_item,craft_input,craft_nq_output,craft_hq_output,desynth_input,desynth_output,restricted_craft_input,restricted_nq_output,restricted_hq_output,craft_recipe_count,craft_min_skill,craft_max_skill,craft_content_tags,fishing,fishing_skill_level,fishing_rarity,fishing_legendary,fishing_required_keyitem,fishing_quest_only,fishing_contest,fishing_disabled,mob_drop,mob_drop_list_count,mob_group_count,mob_pool_count,mob_zone_count,mob_drop_types,mob_spawn_types,mob_respawn_min,mob_respawn_max,mob_item_rate_min,mob_item_rate_max,mob_group_rate_min,mob_group_rate_max,mob_content_tags,provenance_tags,provenance_confidence,provenance_known
1813,pot_of_vermilion_lacquer,1,12,4,44,240,0,0,0,0,0,0,0,0,0,0,0,,,,0,1,1,1,0,0,0,0,0,3,24.0,99.0,COP|SOA,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_HQ_OUTPUT|CRAFT_INPUT|CRAFT_NQ_OUTPUT,HIGH,1
1814,pot_of_ethereal_vermilion_lacquer,1,12,4,44,240,0,0,0,0,0,0,0,0,0,0,0,,,,0,1,0,0,0,0,0,1,1,2,21.0,102.0,COP,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_INPUT|RESTRICTED_HQ_OUTPUT|RESTRICTED_NQ_OUTPUT,HIGH,1
1815,piece_of_sanctified_lumber,1,12,4,43,1200,0,0,0,0,0,0,0,0,0,0,0,,,,0,1,0,0,0,0,0,1,1,2,73.0,87.0,COP,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_INPUT|RESTRICTED_HQ_OUTPUT|RESTRICTED_NQ_OUTPUT,HIGH,1
1816,wyrm_horn,1,12,4,42,5000,0,0,0,0,0,0,0,0,0,0,0,,,,0,1,0,0,0,0,0,0,0,2,58.0,101.0,ABYSSEA|COP,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_INPUT,HIGH,1
1817,cactus_arm,1,12,4,43,200,0,0,0,0,0,0,0,0,0,0,0,,,,1,1,0,0,0,0,0,0,0,3,16.0,79.0,COP|WOTG,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_INPUT|NPC_VENDOR,HIGH,1
1818,euvhi_organ,1,12,28756,0,0,0,1,0,0,1,1,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
1819,luminion_chip,1,12,28756,0,0,0,1,0,0,1,1,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
1820,tactics_manual_of_fortitude,1,1,45120,0,0,0,1,0,0,1,0,1,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
1821,attestation_of_invulnerability,1,1,61524,0,0,0,1,0,0,1,1,1,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
1822,supernal_fragment,1,1,61524,0,0,0,1,0,0,1,1,1,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
1823,shrimp_lantern,1,1,12388,0,0,0,1,0,0,1,0,0,0,0,0,0,,,,0,0,1,1,0,0,0,0,0,1,31.0,73.0,COP,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_HQ_OUTPUT|CRAFT_NQ_OUTPUT,HIGH,1
1824,haunted_muleta,1,1,12388,0,0,0,1,0,0,1,0,0,0,0,0,0,,,,0,0,1,1,0,0,0,0,0,1,18.0,79.0,COP,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_HQ_OUTPUT|CRAFT_NQ_OUTPUT,HIGH,1
1825,antlion_trap,1,1,12388,0,0,0,1,0,0,1,0,0,0,0,0,0,,,,0,0,1,1,0,0,0,0,0,1,70.0,70.0,COP,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_HQ_OUTPUT|CRAFT_NQ_OUTPUT,HIGH,1
1826,spool_of_opal_silk,1,1,61504,0,0,0,1,0,0,1,1,1,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
1827,premium_bag,1,1,12388,0,0,0,1,0,0,1,0,0,0,0,0,0,,,,0,0,1,1,0,0,0,0,0,1,54.0,62.0,COP,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_HQ_OUTPUT|CRAFT_NQ_OUTPUT,HIGH,1
1828,spool_of_red_grass_thread,1,12,4,40,62,0,0,0,0,0,0,0,0,0,0,0,,,,0,1,1,1,0,1,0,1,1,18,9.0,107.0,ABYSSEA|COP|SOA|TOAU|WOTG,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_HQ_OUTPUT|CRAFT_INPUT|CRAFT_NQ_OUTPUT|DESYNTH_OUTPUT|RESTRICTED_HQ_OUTPUT|RESTRICTED_NQ_OUTPUT,HIGH,1
1829,square_of_red_grass_cloth,1,12,4,40,187,0,0,0,0,0,0,0,0,0,0,0,,,,0,1,1,1,0,0,0,0,0,10,9.0,110.0,ABYSSEA|COP|TOAU|WOTG,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_HQ_OUTPUT|CRAFT_INPUT|CRAFT_NQ_OUTPUT,HIGH,1
1830,sack_of_lugworm_sand,1,12,4,46,200,0,0,0,0,0,0,0,0,0,0,0,,,,0,1,0,0,0,0,0,0,0,1,20.0,20.0,COP,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_INPUT,HIGH,1
1831,sack_of_little_worm_mulch,1,12,4,46,200,0,0,0,0,0,0,0,0,0,0,0,,,,0,1,0,0,0,0,0,0,0,1,20.0,20.0,COP,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_INPUT,HIGH,1
1832,broken_hume_fishing_rod,1,1,4100,47,0,0,0,0,0,1,0,0,0,0,0,0,,,,0,1,0,0,0,0,0,0,0,1,72.0,72.0,COP,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_INPUT,HIGH,1
1833,broken_halcyon_fishing_rod,1,1,4100,47,0,0,0,0,0,1,0,0,0,0,0,0,,,,0,1,0,0,0,0,0,0,0,1,72.0,72.0,COP,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_INPUT,HIGH,1
1834,ardent_jadeite,1,12,4,39,2400,0,0,0,0,0,0,0,0,0,0,0,,,,0,1,0,0,0,0,0,1,1,2,20.0,59.0,COP,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_INPUT|RESTRICTED_HQ_OUTPUT|RESTRICTED_NQ_OUTPUT,HIGH,1
1835,ingot_of_vivified_mythril,1,12,4,39,1250,0,0,0,0,0,0,0,0,0,0,0,,,,0,1,0,0,0,0,0,1,1,3,40.0,90.0,ABYSSEA|COP,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_INPUT|RESTRICTED_HQ_OUTPUT|RESTRICTED_NQ_OUTPUT,HIGH,1
1836,marble_slab,1,12,4,39,1000,0,0,0,0,0,0,0,0,0,0,0,,,,0,1,0,1,0,0,0,0,0,4,9.0,86.0,COP|ROV|SOA|WOTG,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_HQ_OUTPUT|CRAFT_INPUT,HIGH,1
1837,saber_shoot,1,1,61504,0,0,0,1,0,0,1,1,1,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
1838,bal_shell,1,1,61520,0,0,0,1,0,0,1,1,1,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
1839,tactics_manual_of_might,1,1,45120,0,0,0,1,0,0,1,0,1,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
1840,bag_of_semolina,1,12,4,59,400,0,0,0,0,0,0,0,0,0,0,0,,,,1,1,0,0,0,0,1,0,0,3,41.0,65.0,COP|TOAU|WOTG,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_INPUT|NPC_VENDOR|RESTRICTED_CRAFT_INPUT,HIGH,1
1841,unicorn_horn,1,12,4,42,1183,0,0,0,0,0,0,0,0,0,0,0,,,,0,1,0,0,0,0,0,0,0,6,47.0,102.0,COP,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_INPUT,HIGH,1
1842,cloud_evoker,1,1,61520,0,0,0,1,0,0,1,1,1,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
1843,square_of_spectral_crimson,1,12,12356,0,0,0,1,0,0,1,0,0,0,0,0,0,,,,0,1,0,0,0,0,0,0,0,1,18.0,79.0,COP,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_INPUT,HIGH,1
1844,square_of_spectral_goldenrod,1,12,12356,0,0,0,1,0,0,1,0,0,0,0,0,0,,,,0,1,0,0,0,0,1,0,0,2,18.0,79.0,COP|ROV,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_INPUT|RESTRICTED_CRAFT_INPUT,HIGH,1
1845,clump_of_red_moko_grass,1,12,4,40,30,0,0,0,0,0,0,0,0,0,0,0,,,,1,1,0,0,0,0,1,0,0,2,15.0,15.0,COP,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_INPUT|NPC_VENDOR|RESTRICTED_CRAFT_INPUT,HIGH,1
1846,pumimi_doll,1,1,45120,0,0,0,1,0,0,1,0,1,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
1847,fifth_virtue,1,1,12372,0,0,0,1,0,0,1,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
1848,fourth_virtue,1,1,12372,0,0,0,1,0,0,1,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
1849,sixth_virtue,1,1,12372,0,0,0,1,0,0,1,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
1850,first_virtue,1,1,12372,0,0,0,1,0,0,1,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
1851,deed_of_placidity,1,1,12372,0,0,0,1,0,0,1,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
1852,high-quality_phuabo_organ,1,1,12372,0,0,0,1,0,0,1,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
1853,second_virtue,1,1,12372,0,0,0,1,0,0,1,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
1854,deed_of_moderation,1,1,12372,0,0,0,1,0,0,1,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
1855,high-quality_xzomit_organ,1,1,12372,0,0,0,1,0,0,1,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
1856,third_virtue,1,1,12372,0,0,0,1,0,0,1,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
1857,cordial_invite,1,1,28752,0,0,0,1,0,0,1,1,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
1858,moblumin_ingot,1,12,12356,0,0,0,1,0,0,1,0,0,0,0,0,0,,,,0,1,0,0,0,0,0,0,0,2,37.0,80.0,COP|TOAU,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_INPUT,HIGH,1
1859,moblumin_sheet,1,12,12356,0,0,0,1,0,0,1,0,0,0,0,0,0,,,,0,1,1,1,0,0,0,0,0,2,31.0,73.0,COP,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_HQ_OUTPUT|CRAFT_INPUT|CRAFT_NQ_OUTPUT,HIGH,1
1860,jar_of_moblin_putty,1,12,12356,0,0,0,1,0,0,1,0,0,0,0,0,0,,,,0,1,1,1,0,0,0,0,0,2,31.0,73.0,COP,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_HQ_OUTPUT|CRAFT_INPUT|CRAFT_NQ_OUTPUT,HIGH,1
1861,moblin_sheepskin,1,12,12356,0,0,0,1,0,0,1,0,0,0,0,0,0,,,,0,1,0,0,0,0,1,0,0,4,52.0,54.0,COP,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_INPUT|RESTRICTED_CRAFT_INPUT,HIGH,1
1862,square_of_moblin_sheep_leather,1,12,12356,0,0,0,1,0,0,1,0,0,0,0,0,0,,,,0,1,1,1,0,0,0,1,1,4,52.0,62.0,COP,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_HQ_OUTPUT|CRAFT_INPUT|CRAFT_NQ_OUTPUT|RESTRICTED_HQ_OUTPUT|RESTRICTED_NQ_OUTPUT,HIGH,1
1863,clump_of_moblin_sheep_wool,1,12,12356,0,0,0,1,0,0,1,0,0,0,0,0,0,,,,0,1,1,1,0,0,0,0,0,2,54.0,62.0,COP,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_HQ_OUTPUT|CRAFT_INPUT|CRAFT_NQ_OUTPUT,HIGH,1
1864,high-quality_antlion_jaw,1,12,12356,0,0,0,1,0,0,1,0,0,0,0,0,0,,,,0,1,0,0,0,0,0,0,0,1,70.0,70.0,COP,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_INPUT,HIGH,1
1865,orc_helm_cutting,1,1,45120,0,0,0,1,0,0,1,0,1,0,0,0,0,,,,0,1,0,0,0,0,0,0,0,1,22.0,74.0,COP,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_INPUT,HIGH,1
1866,set_of_quadav_barbut_parts,1,1,45120,0,0,0,1,0,0,1,0,1,0,0,0,0,,,,0,1,0,0,0,0,0,0,0,1,33.0,78.0,COP,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_INPUT,HIGH,1
1867,yagudo_headdress_cutting,1,1,45120,0,0,0,1,0,0,1,0,1,0,0,0,0,,,,0,1,0,0,0,0,0,0,0,1,22.0,75.0,COP,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_INPUT,HIGH,1
1868,goblin_coif_cutting,1,1,45120,0,0,0,1,0,0,1,0,1,0,0,0,0,,,,0,1,0,0,0,0,0,0,0,1,26.0,75.0,COP,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_INPUT,HIGH,1
1869,lamia_skin,1,12,4,41,383,0,0,0,0,0,0,0,0,0,0,0,,,,0,1,0,0,0,0,0,0,0,1,74.0,74.0,TOAU,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_INPUT,HIGH,1
1870,deed_of_sensibility,1,1,12372,0,0,0,1,0,0,1,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
1871,high-quality_hpemde_organ,1,1,12372,0,0,0,1,0,0,1,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
1872,ghrah_m_chip,1,12,12372,0,0,0,1,0,0,1,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
1873,brigands_chart,1,1,61524,0,0,0,1,0,0,1,1,1,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
1874,pirates_chart,1,1,61524,0,0,0,1,0,0,1,1,1,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
1875,ancient_beastcoin,1,99,12356,0,0,0,1,0,0,1,0,0,0,0,0,0,,,,1,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,NPC_VENDOR,HIGH,1
1876,tactics_manual_of_endurance,1,1,45120,0,0,0,1,0,0,1,0,1,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
1877,fomor_codex,1,1,45124,0,0,0,1,0,0,1,0,1,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
1878,air_tank,1,1,45124,0,0,0,1,0,0,1,0,1,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
1879,vivio_platinum_ingot,1,12,4,39,3075,0,0,0,0,0,0,0,0,0,0,0,,,,0,1,0,0,0,0,0,1,1,2,64.0,92.0,COP,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_INPUT|RESTRICTED_HQ_OUTPUT|RESTRICTED_NQ_OUTPUT,HIGH,1
1880,pot_of_clustered_tar,1,1,45124,0,0,0,1,0,0,1,0,1,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
1881,shield_bug,1,1,61524,0,0,0,1,0,0,1,1,1,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
1882,flask_of_flaxseed_oil,1,12,4,44,93,0,0,0,0,0,0,0,0,0,0,0,,,,0,1,1,1,0,0,0,0,0,4,19.0,78.0,COP|WOTG,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_HQ_OUTPUT|CRAFT_INPUT|CRAFT_NQ_OUTPUT,HIGH,1
1883,ponze_of_shell_powder,1,12,4,42,56,0,0,0,0,0,0,0,0,0,0,0,,,,0,1,1,1,0,0,0,0,0,9,1.0,86.0,COP|SOA|TOAU,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_HQ_OUTPUT|CRAFT_INPUT|CRAFT_NQ_OUTPUT,HIGH,1
1884,pinch_of_zinc_oxide,1,12,4,44,81,0,0,0,0,0,0,0,0,0,0,0,,,,0,1,1,1,0,0,0,0,0,2,1.0,30.0,COP,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_HQ_OUTPUT|CRAFT_INPUT|CRAFT_NQ_OUTPUT,HIGH,1
1885,chunk_of_zincite,1,1,4,44,191,0,0,0,0,0,0,0,0,0,0,0,,,,0,1,0,0,0,0,0,0,0,1,33.0,33.0,COP,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_INPUT,HIGH,1
1886,bottle_of_sieglinde_putty,1,12,4,44,436,0,0,0,0,0,0,0,0,0,0,0,,,,1,1,1,1,0,0,1,0,0,26,4.0,89.0,COP|ROV|SOA|TOAU,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_HQ_OUTPUT|CRAFT_INPUT|CRAFT_NQ_OUTPUT|NPC_VENDOR|RESTRICTED_CRAFT_INPUT,HIGH,1
1887,glass_sheet,1,12,4,44,836,0,0,0,0,0,0,0,0,0,0,0,,,,0,1,1,1,0,0,1,0,0,38,4.0,103.0,COP|ROV|SOA|TOAU|WOTG,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_HQ_OUTPUT|CRAFT_INPUT|CRAFT_NQ_OUTPUT|RESTRICTED_CRAFT_INPUT,HIGH,1
1888,sack_of_silica,1,12,4,44,258,0,0,0,0,0,0,0,0,0,0,0,,,,0,1,0,0,0,1,0,0,0,6,33.0,86.0,COP|TOAU|WOTG,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_INPUT|DESYNTH_OUTPUT,HIGH,1
1889,sack_of_white_sand,1,12,4,44,258,0,0,0,0,0,0,0,0,0,0,0,,,,0,1,0,0,0,0,0,0,0,1,82.0,82.0,COP,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_INPUT,HIGH,1
1890,bundle_of_river_foliage,1,12,4,46,160,0,0,0,0,0,0,0,0,0,0,0,,,,1,1,0,0,0,0,0,0,0,1,77.0,77.0,COP,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_INPUT|NPC_VENDOR,HIGH,1
1891,bundle_of_sea_foliage,1,12,4,46,113,0,0,0,0,0,0,0,0,0,0,0,,,,1,1,0,0,0,0,0,0,0,2,82.0,102.0,ABYSSEA|COP,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_INPUT|NPC_VENDOR,HIGH,1
1892,onz_of_desalinator,1,12,4,44,25,0,0,0,0,0,0,0,0,0,0,0,,,,1,1,0,0,0,0,0,0,0,1,77.0,77.0,COP,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_INPUT|NPC_VENDOR,HIGH,1
1893,onz_of_salinator,1,12,4,44,160,0,0,0,0,0,0,0,0,0,0,0,,,,1,1,0,0,0,0,1,0,0,3,2.0,82.0,ABYSSEA|COP,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_INPUT|NPC_VENDOR|RESTRICTED_CRAFT_INPUT,HIGH,1
1894,goldfish_set,1,12,28752,0,0,0,1,0,0,1,1,0,0,0,0,0,,,,0,1,0,0,0,0,0,0,0,2,4.0,20.0,COP|TOAU,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_INPUT,HIGH,1
1895,freshwater_fish_set,1,12,4,46,1462,0,0,0,0,0,0,0,0,0,0,0,,,,0,1,1,1,0,0,0,0,0,3,36.0,80.0,COP|TOAU,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_HQ_OUTPUT|CRAFT_INPUT|CRAFT_NQ_OUTPUT,HIGH,1
1896,saltwater_fish_set,1,12,4,46,1462,0,0,0,0,0,0,0,0,0,0,0,,,,0,1,1,1,0,0,0,0,0,4,39.0,89.0,COP|TOAU,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_HQ_OUTPUT|CRAFT_INPUT|CRAFT_NQ_OUTPUT,HIGH,1
1897,hopipi_doll,1,1,45120,0,0,0,1,0,0,1,0,1,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
1898,vial_of_fresh_blood,1,1,45124,0,0,0,1,0,0,1,0,1,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
1899,high-quality_euvhi_organ,1,1,12372,0,0,0,1,0,0,1,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
1900,high-quality_aern_organ,1,1,12372,0,0,0,1,0,0,1,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
1901,vice_of_antipathy,1,1,61520,0,0,0,1,0,0,1,1,1,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
1902,vice_of_avarice,1,1,61520,0,0,0,1,0,0,1,1,1,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
1903,vice_of_aspersion,1,1,61520,0,0,0,1,0,0,1,1,1,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
1904,ivory_chip,1,1,45136,0,0,0,1,0,0,1,0,1,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
1905,scarlet_chip,1,1,45136,0,0,0,1,0,0,1,0,1,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
1906,emerald_chip,1,1,45136,0,0,0,1,0,0,1,0,1,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
1907,silver_chip,1,1,45136,0,0,0,1,0,0,1,0,1,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
1908,cerulean_chip,1,1,45136,0,0,0,1,0,0,1,0,1,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
1909,smalt_chip,1,1,45136,0,0,0,1,0,0,1,0,1,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
1910,smoky_chip,1,1,45136,0,0,0,1,0,0,1,0,1,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
1911,aura_of_adulation,1,1,61520,0,0,0,1,0,0,1,1,1,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
