itemid,name,keyitem_ids,keyitem_names,policy_family,recommended_class,policy_reason,minimum_maturity,synthetic_supply_eligible,buyer_eligible,manual_approval_required,pricing_ready,vendor_item,rare,can_equip,stack_size,base_sell,has_nq_recipe,hq_only,min_craft_level,max_craft_level,auto_live_promotion
2415,turbo_charger_ii,2037,IATROCHEMISTRY,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,FULL,1,0,0,1,1,0,0,12,0,1,0,103,103,0
2416,vivi-valve_ii,2037,IATROCHEMISTRY,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,FULL,1,0,0,1,1,0,0,12,1060,1,0,103,103,0
2420,luminous_crab_shell,2025,BONE_ENSORCELLMENT,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,ESTABLISHED,1,1,0,1,0,0,0,12,674,1,0,41,41,0
2421,spirit_turtle_shell,2025,BONE_ENSORCELLMENT,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,ESTABLISHED,1,1,0,1,0,0,0,12,1188,1,0,52,52,0
2422,mythril_mesh_sheet,2000,GOLD_PURIFICATION,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,ESTABLISHED,1,1,0,1,0,0,0,12,674,1,0,41,41,0
2423,frigid_raptor_skin,2017,LEATHER_ENSORCELLMENT,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,ESTABLISHED,1,1,0,1,0,0,0,12,838,1,0,51,51,0
2424,square_of_incombustible_wool,2009,CLOTH_ENSORCELLMENT,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,GROWING,1,1,0,1,0,0,0,12,1920,1,0,37,37,0
2425,square_of_humidified_velvet,2009,CLOTH_ENSORCELLMENT,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,ESTABLISHED,1,1,0,1,0,0,0,12,740,1,0,45,51,0
2710,bundle_of_soba_noodles,2041,NOODLE_KNEADING,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,ESTABLISHED,1,1,0,1,0,0,0,12,194,1,0,45,45,0
2733,square_of_spirit_smilodon_leather,2016,LEATHER_PURIFICATION,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,MATURE,1,1,0,1,0,0,0,12,278,1,0,61,61,0
2952,phial_of_miasmal_counteragent,2038,MIASMAL_COUNTERAGENT_RECIPE,QUEST_RECIPE,PROTECTED,QUEST_RECIPE_KEEP_PROTECTED,,0,0,1,1,0,0,0,12,35,1,0,2,2,0
5148,plate_of_squid_sushi,2040,RAW_FISH_HANDLING,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,MATURE,1,0,0,1,1,0,0,12,301,1,0,70,70,0
5149,plate_of_sole_sushi,2040,RAW_FISH_HANDLING,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,ADVANCED,1,0,0,1,1,0,0,12,950,1,0,84,84,0
5150,plate_of_tuna_sushi,2040,RAW_FISH_HANDLING,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,MATURE,1,1,0,1,0,0,0,12,206,1,0,77,77,0
5151,plate_of_urchin_sushi,2040,RAW_FISH_HANDLING,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,ADVANCED,1,1,0,1,0,0,0,12,1700,1,0,93,93,0
5153,plate_of_fatty_tuna_sushi,2040,RAW_FISH_HANDLING,GUILD_POINT_TECHNIQUE,SCARCE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_HQ_OUTPUT,ADVANCED,1,1,0,1,0,0,0,12,825,0,1,77,77,0
5160,plate_of_urchin_sushi_+1,2040,RAW_FISH_HANDLING,GUILD_POINT_TECHNIQUE,SCARCE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_HQ_OUTPUT,FULL,1,1,0,1,0,0,0,12,2040,0,1,93,93,0
5162,plate_of_squid_sushi_+1,2040,RAW_FISH_HANDLING,GUILD_POINT_TECHNIQUE,SCARCE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_HQ_OUTPUT,ADVANCED,1,1,0,1,0,0,0,12,322,0,1,70,70,0
5163,plate_of_sole_sushi_+1,2040,RAW_FISH_HANDLING,GUILD_POINT_TECHNIQUE,SCARCE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_HQ_OUTPUT,FULL,1,1,0,1,0,0,0,12,1092,0,1,84,84,0
5176,plate_of_bream_sushi,2040,RAW_FISH_HANDLING,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,MATURE,1,0,0,1,1,0,0,12,150,1,0,72,72,0
5177,plate_of_bream_sushi_+1,2040,RAW_FISH_HANDLING,GUILD_POINT_TECHNIQUE,SCARCE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_HQ_OUTPUT,ADVANCED,1,1,0,1,0,0,0,12,225,0,1,72,72,0
5178,plate_of_dorado_sushi,2040,RAW_FISH_HANDLING,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,ADVANCED,1,0,0,1,1,0,0,12,441,1,0,93,93,0
5179,plate_of_dorado_sushi_+1,2040,RAW_FISH_HANDLING,GUILD_POINT_TECHNIQUE,SCARCE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_HQ_OUTPUT,FULL,1,1,0,1,0,0,0,12,661,0,1,93,93,0
5188,dish_of_spaghetti_peperoncino,2041,NOODLE_KNEADING,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,GROWING,1,1,0,1,0,0,0,12,460,1,0,23,23,0
5189,dish_of_spaghetti_vongole_rosso,2041,NOODLE_KNEADING,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,ESTABLISHED,1,1,0,1,0,0,0,12,620,1,0,46,46,0
5190,dish_of_spaghetti_carbonara,2041,NOODLE_KNEADING,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,ESTABLISHED,1,1,0,1,0,0,0,12,595,1,0,56,56,0
5191,dish_of_spaghetti_pescatora,2041,NOODLE_KNEADING,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,ADVANCED,1,1,0,1,0,0,0,12,915,1,0,83,83,0
5192,dish_of_spaghetti_boscaiola,2041,NOODLE_KNEADING,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,ADVANCED,1,1,0,1,0,0,0,12,715,1,0,86,86,0
5193,dish_of_spaghetti_nero_di_seppia,2041,NOODLE_KNEADING,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,MATURE,1,1,0,1,0,0,0,12,660,1,0,66,66,0
5197,dish_of_spaghetti_peperoncino_+1,2041,NOODLE_KNEADING,GUILD_POINT_TECHNIQUE,SCARCE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_HQ_OUTPUT,ESTABLISHED,1,1,0,1,0,0,0,12,575,0,1,23,23,0
5198,dish_of_spag._vongole_rosso_+1,2041,NOODLE_KNEADING,GUILD_POINT_TECHNIQUE,SCARCE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_HQ_OUTPUT,MATURE,1,1,0,1,0,0,0,12,1240,0,1,46,46,0
5199,dish_of_spaghetti_carbonara_+1,2041,NOODLE_KNEADING,GUILD_POINT_TECHNIQUE,SCARCE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_HQ_OUTPUT,MATURE,1,1,0,1,0,0,0,12,1445,0,1,56,56,0
5200,dish_of_spaghetti_pescatora_+1,2041,NOODLE_KNEADING,GUILD_POINT_TECHNIQUE,SCARCE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_HQ_OUTPUT,FULL,1,1,0,1,0,0,0,12,2440,0,1,83,83,0
5201,dish_of_spaghetti_boscaiola_+1,2041,NOODLE_KNEADING,GUILD_POINT_TECHNIQUE,SCARCE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_HQ_OUTPUT,FULL,1,1,0,1,0,0,0,12,2720,0,1,86,86,0
5202,dish_of_spag._nero_di_seppia_+1,2041,NOODLE_KNEADING,GUILD_POINT_TECHNIQUE,SCARCE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_HQ_OUTPUT,ADVANCED,1,1,0,1,0,0,0,12,1760,0,1,66,66,0
5211,dish_of_spaghetti_arrabbiata,2041,NOODLE_KNEADING,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,ADVANCED,1,1,0,1,0,0,0,12,798,1,0,96,96,0
5212,dish_of_spaghetti_arrabbiata_+1,2041,NOODLE_KNEADING,GUILD_POINT_TECHNIQUE,SCARCE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_HQ_OUTPUT,FULL,1,1,0,1,0,0,0,12,2775,0,1,96,96,0
5213,dish_of_spaghetti_melanzane,2041,NOODLE_KNEADING,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,GROWING,1,1,0,1,0,0,0,12,200,1,0,40,40,0
5214,dish_of_spaghetti_melanzane_+1,2041,NOODLE_KNEADING,GUILD_POINT_TECHNIQUE,SCARCE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_HQ_OUTPUT,ESTABLISHED,1,1,0,1,0,0,0,12,450,0,1,40,40,0
5215,plate_of_tentacle_sushi,2040,RAW_FISH_HANDLING,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,ESTABLISHED,1,1,0,1,0,0,0,12,225,1,0,58,58,0
5216,plate_of_tentacle_sushi_+1,2040,RAW_FISH_HANDLING,GUILD_POINT_TECHNIQUE,SCARCE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_HQ_OUTPUT,MATURE,1,1,0,1,0,0,0,12,273,0,1,58,58,0
5219,plate_of_ikra_gunkan,2040,RAW_FISH_HANDLING,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,MATURE,1,1,0,1,0,0,0,12,67,1,0,67,67,0
5220,plate_of_ikra_gunkan_+1,2040,RAW_FISH_HANDLING,GUILD_POINT_TECHNIQUE,SCARCE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_HQ_OUTPUT,ADVANCED,1,1,0,1,0,0,0,12,696,0,1,67,67,0
5238,seafood_stewpot,2043,STEWPOT_MASTERY,GUILD_POINT_TECHNIQUE,NORMAL,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_NONSTACKABLE_GOOD,MATURE,1,1,0,1,0,0,0,1,1560,1,0,61,61,0
5239,prime_seafood_stewpot,2043,STEWPOT_MASTERY,GUILD_POINT_TECHNIQUE,SCARCE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_HQ_OUTPUT,ADVANCED,1,1,0,1,0,0,0,1,2028,0,1,61,61,0
5240,prized_seafood_stewpot,2043,STEWPOT_MASTERY,GUILD_POINT_TECHNIQUE,SCARCE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_HQ_OUTPUT,ADVANCED,1,1,0,1,0,0,0,1,2496,0,1,61,61,0
5298,flask_of_muting_potion,2034,ALCHEMIC_ENSORCELLMENT,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,GROWING,1,1,0,1,0,0,0,12,66,1,0,8,8,0
5306,bottle_of_hallowed_water,2033,ALCHEMIC_PURIFICATION,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,ESTABLISHED,1,1,0,1,0,0,0,12,350,1,0,51,51,0
5307,flask_of_invitriol,2034,ALCHEMIC_ENSORCELLMENT,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,ESTABLISHED,1,1,0,1,0,0,0,12,130,1,0,43,43,0
5327,bottle_of_potion_drops,2036,CONCOCTION,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,GROWING,1,1,0,1,0,0,0,12,332,1,0,40,40,0
5328,bottle_of_hi-potion_drops,2036,CONCOCTION,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,ESTABLISHED,1,1,0,1,0,0,0,12,285,1,0,60,60,0
5357,bottle_of_ether_drops,2036,CONCOCTION,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,ESTABLISHED,1,1,0,1,0,0,0,12,415,1,0,50,50,0
5358,bottle_of_hi-ether_drops,2036,CONCOCTION,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,MATURE,1,1,0,1,0,0,0,12,573,1,0,69,69,0
5542,gateau_aux_fraises,2042,PATISSIER,GUILD_POINT_TECHNIQUE,NORMAL,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_NONSTACKABLE_GOOD,MATURE,1,1,0,1,0,0,0,1,587,1,0,69,69,0
5543,midwinter_dream,2042,PATISSIER,GUILD_POINT_TECHNIQUE,SCARCE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_HQ_OUTPUT,ADVANCED,1,1,0,1,0,0,0,1,1175,0,1,69,69,0
5544,crab_stewpot,2043,STEWPOT_MASTERY,GUILD_POINT_TECHNIQUE,NORMAL,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_NONSTACKABLE_GOOD,MATURE,1,1,0,1,0,0,0,1,735,1,0,71,71,0
5545,prime_crab_stewpot,2043,STEWPOT_MASTERY,GUILD_POINT_TECHNIQUE,SCARCE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_HQ_OUTPUT,ADVANCED,1,1,0,1,0,0,0,1,1163,0,1,71,71,0
5546,prized_crab_stewpot,2043,STEWPOT_MASTERY,GUILD_POINT_TECHNIQUE,SCARCE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_HQ_OUTPUT,ADVANCED,1,1,0,1,0,0,0,1,1592,0,1,71,71,0
5547,beef_stewpot,2043,STEWPOT_MASTERY,GUILD_POINT_TECHNIQUE,NORMAL,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_NONSTACKABLE_GOOD,ADVANCED,1,0,0,1,1,0,0,1,600,1,0,82,82,0
5548,prime_beef_stewpot,2043,STEWPOT_MASTERY,GUILD_POINT_TECHNIQUE,SCARCE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_HQ_OUTPUT,FULL,1,1,0,1,0,0,0,1,1200,0,1,82,82,0
5549,prized_beef_stewpot,2043,STEWPOT_MASTERY,GUILD_POINT_TECHNIQUE,SCARCE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_HQ_OUTPUT,FULL,1,1,0,1,0,0,0,1,1063,0,1,82,82,0
5550,roll_of_buche_au_chocolat,2042,PATISSIER,GUILD_POINT_TECHNIQUE,NORMAL,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_NONSTACKABLE_GOOD,MATURE,1,1,0,1,0,0,0,1,560,1,0,78,78,0
5551,roll_of_sylvan_excursion,2042,PATISSIER,GUILD_POINT_TECHNIQUE,SCARCE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_HQ_OUTPUT,ADVANCED,1,1,0,1,0,0,0,1,1190,0,1,78,78,0
5552,serving_of_black_pudding,2042,PATISSIER,GUILD_POINT_TECHNIQUE,NORMAL,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_NONSTACKABLE_GOOD,ADVANCED,1,1,0,1,0,0,0,1,1038,1,0,89,89,0
5553,serving_of_dusky_indulgence,2042,PATISSIER,GUILD_POINT_TECHNIQUE,SCARCE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_HQ_OUTPUT,FULL,1,1,0,1,0,0,0,1,1297,0,1,89,89,0
5554,serving_of_squirrels_delight,2042,PATISSIER,GUILD_POINT_TECHNIQUE,SCARCE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_HQ_OUTPUT,FULL,1,1,0,1,0,0,0,1,400,0,1,86,86,0
5555,serving_of_flurry_courante,2042,PATISSIER,GUILD_POINT_TECHNIQUE,SCARCE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_HQ_OUTPUT,MATURE,1,1,0,1,0,0,0,1,616,0,1,54,54,0
5556,cone_of_seraphs_kiss,2042,PATISSIER,GUILD_POINT_TECHNIQUE,SCARCE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_HQ_OUTPUT,ADVANCED,1,1,0,1,0,0,0,12,900,0,1,62,62,0
5557,serving_of_mont_blanc,2042,PATISSIER,GUILD_POINT_TECHNIQUE,NORMAL,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_NONSTACKABLE_GOOD,ESTABLISHED,1,1,0,1,0,0,0,1,390,1,0,47,47,0
5558,serving_of_golden_royale,2042,PATISSIER,GUILD_POINT_TECHNIQUE,SCARCE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_HQ_OUTPUT,MATURE,1,1,0,1,0,0,0,1,487,0,1,47,47,0
5559,serving_of_mille-feuille,2042,PATISSIER,GUILD_POINT_TECHNIQUE,NORMAL,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_NONSTACKABLE_GOOD,ESTABLISHED,1,1,0,1,0,0,0,1,128,1,0,52,52,0
5560,serving_of_elysian_eclair,2042,PATISSIER,GUILD_POINT_TECHNIQUE,SCARCE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_HQ_OUTPUT,MATURE,1,1,0,1,0,0,0,1,132,0,1,52,52,0
5572,irmik_helvasi,2042,PATISSIER,GUILD_POINT_TECHNIQUE,NORMAL,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_NONSTACKABLE_GOOD,MATURE,1,0,0,1,1,0,0,1,415,1,0,65,65,0
5573,irmik_helvasi_+1,2042,PATISSIER,GUILD_POINT_TECHNIQUE,SCARCE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_HQ_OUTPUT,ADVANCED,1,1,0,1,0,0,0,1,441,0,1,65,65,0
5577,bowl_of_sutlac,2042,PATISSIER,GUILD_POINT_TECHNIQUE,NORMAL,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_NONSTACKABLE_GOOD,GROWING,1,0,0,1,1,0,0,1,300,1,0,40,40,0
5578,bowl_of_sutlac_+1,2042,PATISSIER,GUILD_POINT_TECHNIQUE,SCARCE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_HQ_OUTPUT,ESTABLISHED,1,1,0,1,0,0,0,1,375,0,1,40,40,0
5611,angler_stewpot,2043,STEWPOT_MASTERY,GUILD_POINT_TECHNIQUE,NORMAL,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_NONSTACKABLE_GOOD,ADVANCED,1,1,0,1,0,0,0,1,942,1,0,91,91,0
5612,prime_angler_stewpot,2043,STEWPOT_MASTERY,GUILD_POINT_TECHNIQUE,SCARCE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_HQ_OUTPUT,FULL,1,1,0,1,0,0,0,1,1020,0,1,91,91,0
5613,prize_angler_stewpot,2043,STEWPOT_MASTERY,GUILD_POINT_TECHNIQUE,SCARCE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_HQ_OUTPUT,FULL,1,1,0,1,0,0,0,1,1245,0,1,91,91,0
5614,konigskuchen,2042,PATISSIER,GUILD_POINT_TECHNIQUE,NORMAL,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_NONSTACKABLE_GOOD,MATURE,1,1,0,1,0,0,0,1,540,1,0,65,65,0
5615,uberkuchen,2042,PATISSIER,GUILD_POINT_TECHNIQUE,SCARCE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_HQ_OUTPUT,ADVANCED,1,1,0,1,0,0,0,1,100,0,1,65,65,0
5616,lebkuchen_house,2042,PATISSIER,GUILD_POINT_TECHNIQUE,NORMAL,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_NONSTACKABLE_GOOD,ADVANCED,1,1,0,1,0,0,0,1,180,1,0,90,90,0
5617,lebkuchen_manse,2042,PATISSIER,GUILD_POINT_TECHNIQUE,SCARCE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_HQ_OUTPUT,FULL,1,1,0,1,0,0,0,1,200,0,1,90,90,0
5623,dish_of_spaghetti_tonno_rosso,2041,NOODLE_KNEADING,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,MATURE,1,1,0,1,0,0,0,12,388,1,0,76,76,0
5624,dish_of_spaghetti_tonno_rosso_+1,2041,NOODLE_KNEADING,GUILD_POINT_TECHNIQUE,SCARCE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_HQ_OUTPUT,ADVANCED,1,1,0,1,0,0,0,12,392,0,1,76,76,0
5625,maple_cake,2042,PATISSIER,GUILD_POINT_TECHNIQUE,NORMAL,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_NONSTACKABLE_GOOD,GROWING,1,1,0,1,0,0,0,1,299,1,0,35,35,0
5626,silken_siesta,2042,PATISSIER,GUILD_POINT_TECHNIQUE,SCARCE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_HQ_OUTPUT,ESTABLISHED,1,1,0,1,0,0,0,1,260,0,1,35,35,0
5627,yogurt_cake,2042,PATISSIER,GUILD_POINT_TECHNIQUE,NORMAL,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_NONSTACKABLE_GOOD,MATURE,1,1,0,1,0,0,0,1,312,1,0,75,75,0
5628,silken_smile,2042,PATISSIER,GUILD_POINT_TECHNIQUE,SCARCE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_HQ_OUTPUT,ADVANCED,1,1,0,1,0,0,0,1,397,0,1,75,75,0
5629,orange_cake,2042,PATISSIER,GUILD_POINT_TECHNIQUE,NORMAL,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_NONSTACKABLE_GOOD,ESTABLISHED,1,1,0,1,0,0,0,1,265,1,0,45,45,0
5630,silken_squeeze,2042,PATISSIER,GUILD_POINT_TECHNIQUE,SCARCE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_HQ_OUTPUT,MATURE,1,1,0,1,0,0,0,1,312,0,1,45,45,0
5631,pumpkin_cake,2042,PATISSIER,GUILD_POINT_TECHNIQUE,NORMAL,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_NONSTACKABLE_GOOD,ESTABLISHED,1,1,0,1,0,0,0,1,254,1,0,55,55,0
5633,chocolate_cake,2042,PATISSIER,GUILD_POINT_TECHNIQUE,NORMAL,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_NONSTACKABLE_GOOD,ADVANCED,1,1,0,1,0,0,0,1,519,1,0,85,85,0
5634,silken_spirit,2042,PATISSIER,GUILD_POINT_TECHNIQUE,SCARCE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_HQ_OUTPUT,FULL,1,1,0,1,0,0,0,1,648,0,1,85,85,0
5644,jack-o-pie,2042,PATISSIER,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,ADVANCED,1,1,0,1,0,0,0,12,200,1,0,85,85,0
5645,piece_of_witch_nougat,2042,PATISSIER,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,MATURE,1,1,0,1,0,0,0,12,80,1,0,80,80,0
5646,handful_of_bloody_chocolate,2042,PATISSIER,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,GROWING,1,1,0,1,0,0,0,12,200,1,0,37,37,0
5653,cherry_muffin,2042,PATISSIER,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,ESTABLISHED,1,1,0,1,0,0,0,12,61,1,0,43,43,0
5654,cherry_muffin_+1,2042,PATISSIER,GUILD_POINT_TECHNIQUE,SCARCE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_HQ_OUTPUT,MATURE,1,1,0,1,0,0,0,12,90,0,1,43,43,0
5655,coffeecake_muffin,2042,PATISSIER,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,ESTABLISHED,1,1,0,1,0,0,0,12,20,1,0,53,53,0
5656,coffeecake_muffin_+1,2042,PATISSIER,GUILD_POINT_TECHNIQUE,SCARCE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_HQ_OUTPUT,MATURE,1,1,0,1,0,0,0,12,30,0,1,53,53,0
5658,dish_of_spaghetti_ortolana,2041,NOODLE_KNEADING,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,GROWING,1,1,0,1,0,0,0,12,274,1,0,33,33,0
5659,dish_of_spaghetti_ortolana_+1,2041,NOODLE_KNEADING,GUILD_POINT_TECHNIQUE,SCARCE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_HQ_OUTPUT,ESTABLISHED,1,1,0,1,0,0,0,12,342,0,1,33,33,0
5663,plate_of_salmon_sushi,2040,RAW_FISH_HANDLING,GUILD_POINT_TECHNIQUE,STAPLE,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,MATURE,1,1,0,1,0,0,0,12,523,1,0,63,63,0
