itemid,name,canonical_class,class_source,seller_policy_eligible,buyer_policy_eligible,seller_source,buyer_source,maturity,maturity_source,base_reason,overlay_reason,applied_overlays,policy_ready,pricing_ready,source_policy_family,source_gate_open,synthetic_supply_source_allowed,source_keep_protected,pricing_gate_required,live_seller_baseline,live_buyer_baseline,activation_ready,auto_live_promotion
2009,coral_horn,STAPLE,candidate-market-policy,0,0,,,,,ORDINARY_STACKABLE_COMMODITY,,,1,1,,1,1,0,0,0,0,0,0
2010,square_of_wolf_felt,STAPLE,candidate-market-policy,0,0,,,,,ORDINARY_STACKABLE_COMMODITY,,,1,1,,1,1,0,0,0,0,0,0
2011,clump_of_wolf_fur,STAPLE,candidate-market-policy,0,0,,,,,CURRENT_SEED_APPROVED,,,1,1,,1,1,0,0,1,1,1,0
2012,square_of_laminated_ram_leather,STAPLE,candidate-market-policy,0,0,,,,,ORDINARY_STACKABLE_COMMODITY,,,1,1,,1,1,0,0,0,0,0,0
2013,vial_of_lizard_blood,PROTECTED,unknown-provenance-safety,0,0,unknown-provenance-safety,unknown-provenance-safety,,,KNOWN_PROVENANCE_NOT_YET_CLASSIFIED,,unknown-provenance,0,1,PROTECTED_SOURCE,1,0,1,0,0,0,0,0
2014,vial_of_bird_blood,PROTECTED,candidate-market-policy,0,0,,,,,KNOWN_PROVENANCE_NOT_YET_CLASSIFIED,,unknown-provenance,0,1,ORDINARY_SOURCE,1,1,0,0,0,0,0,0
2015,vial_of_beast_blood,PROTECTED,unknown-provenance-safety,0,0,unknown-provenance-safety,unknown-provenance-safety,,,KNOWN_PROVENANCE_NOT_YET_CLASSIFIED,,unknown-provenance,0,1,SOURCE_REVIEW,0,0,1,0,0,0,0,0
2016,lump_of_loam,PROTECTED,unknown-provenance-safety,0,0,unknown-provenance-safety,unknown-provenance-safety,,,KNOWN_PROVENANCE_NOT_YET_CLASSIFIED,,unknown-provenance,0,1,SOURCE_REVIEW,0,0,1,0,0,0,0,0
2017,amour_chocolate_left_piece,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2018,romance_chocolate_left_piece,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2019,desire_chocolate_left_piece,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2020,attraction_chocolate_left_piece,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2021,amour_chocolate_right_piece,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2022,amour_chocolate_right_piece,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2023,romance_chocolate_right_piece,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2024,romance_chocolate_right_piece,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2025,desire_chocolate_right_piece,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2026,desire_chocolate_right_piece,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2027,attraction_chocolate_right_piece,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2028,attraction_chocolate_right_piece,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2029,amour_chocolate,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2030,romance_chocolate,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2031,desire_chocolate,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2032,attraction_chocolate,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2033,warriors_mask_-1,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2034,warriors_lorica_-1,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2035,warriors_mufflers_-1,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2036,warriors_cuisses_-1,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2037,warriors_calligae_-1,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2038,melee_crown_-1,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2039,melee_cyclas_-1,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2040,melee_gloves_-1,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2041,melee_hose_-1,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2042,melee_gaiters_-1,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2043,clerics_cap_-1,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2044,clerics_bliaut_-1,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2045,clerics_mitts_-1,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2046,clerics_pantaloons_-1,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2047,clerics_duckbills_-1,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2048,sorcerers_petasos_-1,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2049,sorcerers_coat_-1,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2050,sorcerers_gloves_-1,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2051,sorcerers_tonban_-1,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2052,sorcerers_sabots_-1,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2053,duelists_chapeau_-1,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2054,duelists_tabard_-1,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2055,duelists_gloves_-1,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2056,duelists_tights_-1,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2057,duelists_boots_-1,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2058,assassins_bonnet_-1,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2059,assassins_vest_-1,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2060,assassins_armlets_-1,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2061,assassins_culotte_-1,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2062,assassins_poulaines_-1,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2063,valor_coronet_-1,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2064,valor_surcoat_-1,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2065,valor_gauntlets_-1,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2066,valor_breeches_-1,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2067,valor_leggings_-1,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2068,abyss_burgeonet_-1,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2069,abyss_cuirass_-1,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2070,abyss_gauntlets_-1,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2071,abyss_flanchard_-1,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2072,abyss_sollerets_-1,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2073,monster_helm_-1,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2074,monster_jackcoat_-1,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2075,monster_gloves_-1,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2076,monster_trousers_-1,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2077,monster_gaiters_-1,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2078,bards_roundlet_-1,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2079,bards_justaucorps_-1,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2080,bards_cuffs_-1,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2081,bards_cannions_-1,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2082,bards_slippers_-1,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2083,scouts_beret_-1,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2084,scouts_jerkin_-1,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2085,scouts_bracers_-1,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2086,scouts_braccae_-1,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2087,scouts_socks_-1,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2088,saotome_kabuto_-1,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2089,saotome_domaru_-1,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2090,saotome_kote_-1,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2091,saotome_haidate_-1,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2092,saotome_sune-ate_-1,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2093,koga_hatsuburi_-1,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2094,koga_chainmail_-1,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2095,koga_tekko_-1,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2096,koga_hakama_-1,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2097,koga_kyahan_-1,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2098,wyrm_armet_-1,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2099,wyrm_mail_-1,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2100,wyrm_finger_gauntlets_-1,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2101,wyrm_brais_-1,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2102,wyrm_greaves_-1,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2103,summoners_horn_-1,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2104,summoners_doublet_-1,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2105,summoners_bracers_-1,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2106,summoners_spats_-1,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2107,summoners_pigaches_-1,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2108,monarchs_orb,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2109,bowl_of_bittern,STAPLE,candidate-market-policy,0,0,,,,,CURRENT_SEED_APPROVED,,,1,1,,1,1,0,0,1,1,1,0
2110,jar_of_fish_stock,PROTECTED,candidate-market-policy,0,0,,,,,KNOWN_PROVENANCE_NOT_YET_CLASSIFIED,,unknown-provenance,0,1,ORDINARY_SOURCE,1,1,0,0,0,0,0,0
2111,saucer_of_soy_stock,PROTECTED,candidate-market-policy,0,0,,,,,KNOWN_PROVENANCE_NOT_YET_CLASSIFIED,,unknown-provenance,0,1,ORDINARY_SOURCE,1,1,0,0,0,0,0,0
2112,stick_of_vanilla,PROTECTED,candidate-market-policy,0,0,,,,,KNOWN_PROVENANCE_NOT_YET_CLASSIFIED,,unknown-provenance,0,1,ORDINARY_SOURCE,1,1,0,0,0,0,0,0
2113,sack_of_baking_soda,STAPLE,candidate-market-policy,0,0,,,,,ORDINARY_STACKABLE_COMMODITY,,,1,1,,1,1,0,0,0,0,0,0
2114,pleiades_card,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2115,rigel_card,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2116,sirius_card,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2117,canopus_card,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2118,capella_card,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2119,aldebaran_card,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2120,betelgeuse_card,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2121,ovinnik_hide,PROTECTED,candidate-market-policy,0,0,,,,,KNOWN_PROVENANCE_NOT_YET_CLASSIFIED,,unknown-provenance,0,1,ORDINARY_SOURCE,1,1,0,0,0,0,0,0
2122,square_of_ovinnik_leather,STAPLE,candidate-market-policy,0,0,,,,,ORDINARY_STACKABLE_COMMODITY,,,1,1,,1,1,0,0,0,0,0,0
2123,catoblepas_hide,PROTECTED,candidate-market-policy,0,0,,,,,KNOWN_PROVENANCE_NOT_YET_CLASSIFIED,,unknown-provenance,0,1,ORDINARY_SOURCE,1,1,0,0,0,0,0,0
2124,square_of_catoblepas_leather,STAPLE,candidate-market-policy,0,0,,,,,ORDINARY_STACKABLE_COMMODITY,,,1,1,,1,1,0,0,0,0,0,0
2125,square_of_yellow_mouton,STAPLE,candidate-market-policy,0,0,,,,,ORDINARY_STACKABLE_COMMODITY,,,1,1,,1,1,0,0,0,0,0,0
2126,chunk_of_orpiment,PROTECTED,candidate-market-policy,0,0,,,,,KNOWN_PROVENANCE_NOT_YET_CLASSIFIED,,unknown-provenance,0,1,ORDINARY_SOURCE,1,1,0,0,0,0,0,0
2127,metal_chip,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
2128,spindle,PROTECTED,candidate-market-policy,0,0,,,,,KNOWN_PROVENANCE_NOT_YET_CLASSIFIED,,unknown-provenance,0,1,ORDINARY_SOURCE,1,1,0,0,0,0,0,0
2129,tanning_vat,PROTECTED,candidate-market-policy,0,0,,,,,KNOWN_PROVENANCE_NOT_YET_CLASSIFIED,,unknown-provenance,0,1,ORDINARY_SOURCE,1,1,0,0,0,0,0,0
2130,shagreen_file,PROTECTED,unknown-provenance-safety,0,0,unknown-provenance-safety,unknown-provenance-safety,,,KNOWN_PROVENANCE_NOT_YET_CLASSIFIED,,unknown-provenance,0,1,SOURCE_REVIEW,0,0,1,0,0,0,0,0
2131,triturator,PROTECTED,unknown-provenance-safety,0,0,unknown-provenance-safety,unknown-provenance-safety,,,KNOWN_PROVENANCE_NOT_YET_CLASSIFIED,,unknown-provenance,0,1,SOURCE_REVIEW,0,0,1,0,0,0,0,0
2132,mana_willow_lumber,STAPLE,restricted-craft,0,1,,restricted-craft,GROWING,restricted-craft,RESTRICTED_CRAFT_OUTPUT_ONLY,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,restricted-craft,0,1,,1,1,0,0,0,0,0,0
2133,mana_chestnut_lumber,STAPLE,restricted-craft,0,1,,restricted-craft,GROWING,restricted-craft,RESTRICTED_CRAFT_OUTPUT_ONLY,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,restricted-craft,0,1,,1,1,0,0,0,0,0,0
2134,lucent_iron_ingot,STAPLE,restricted-craft,0,1,,restricted-craft,GROWING,restricted-craft,RESTRICTED_CRAFT_OUTPUT_ONLY,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,restricted-craft,0,1,,1,1,0,0,0,0,0,0
2135,lucent_steel_ingot,PROTECTED,unknown-provenance-safety,0,0,unknown-provenance-safety,unknown-provenance-safety,,,KNOWN_PROVENANCE_NOT_YET_CLASSIFIED,,unknown-provenance,0,1,SOURCE_REVIEW,0,0,1,0,0,0,0,0
2136,mighty_sardonyx_stone,STAPLE,restricted-craft,0,1,,restricted-craft,GROWING,restricted-craft,RESTRICTED_CRAFT_OUTPUT_ONLY,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,restricted-craft,0,1,,1,1,0,0,0,0,0,0
2137,vision_amethyst_stone,STAPLE,restricted-craft,0,1,,restricted-craft,GROWING,restricted-craft,RESTRICTED_CRAFT_OUTPUT_ONLY,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,restricted-craft,0,1,,1,1,0,0,0,0,0,0
2138,square_of_alluring_cotton_cloth,STAPLE,restricted-craft,0,1,,restricted-craft,GROWING,restricted-craft,RESTRICTED_CRAFT_OUTPUT_ONLY,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,restricted-craft,0,1,,1,1,0,0,0,0,0,0
2139,fragrant_dhalmel_hide,STAPLE,restricted-craft,0,1,,restricted-craft,GROWING,restricted-craft,RESTRICTED_CRAFT_OUTPUT_ONLY,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,restricted-craft,0,1,,1,1,0,0,0,0,0,0
2140,fragrant_ram_skin,STAPLE,restricted-craft,0,1,,restricted-craft,GROWING,restricted-craft,RESTRICTED_CRAFT_OUTPUT_ONLY,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,restricted-craft,0,1,,1,1,0,0,0,0,0,0
2141,wailing_bone_chip,STAPLE,restricted-craft,0,1,,restricted-craft,GROWING,restricted-craft,RESTRICTED_CRAFT_OUTPUT_ONLY,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,restricted-craft,0,1,,1,1,0,0,0,0,0,0
2142,wailing_ram_horn,STAPLE,restricted-craft,0,1,,restricted-craft,GROWING,restricted-craft,RESTRICTED_CRAFT_OUTPUT_ONLY,GUILD_POINT_TECHNIQUE_RESTRICTED_CRAFT_STACKABLE_COMMODITY,restricted-craft,0,1,,1,1,0,0,0,0,0,0
2143,mandrel,PROTECTED,unknown-provenance-safety,0,0,unknown-provenance-safety,unknown-provenance-safety,,,KNOWN_PROVENANCE_NOT_YET_CLASSIFIED,,unknown-provenance,0,1,SOURCE_REVIEW,0,0,1,0,0,0,0,0
2144,workshop_anvil,PROTECTED,unknown-provenance-safety,0,0,unknown-provenance-safety,unknown-provenance-safety,,,KNOWN_PROVENANCE_NOT_YET_CLASSIFIED,,unknown-provenance,0,1,SOURCE_REVIEW,0,0,1,0,0,0,0,0
2145,spool_of_zephyr_thread,PROTECTED,unknown-provenance-safety,0,0,unknown-provenance-safety,unknown-provenance-safety,,,KNOWN_PROVENANCE_NOT_YET_CLASSIFIED,,unknown-provenance,0,1,SOURCE_REVIEW,0,0,1,0,0,0,0,0
2146,merrow_scale,PROTECTED,unknown-provenance-safety,0,0,unknown-provenance-safety,unknown-provenance-safety,,,KNOWN_PROVENANCE_NOT_YET_CLASSIFIED,,unknown-provenance,0,1,SOURCE_REVIEW,0,0,1,0,0,0,0,0
2147,marid_tusk,PROTECTED,unknown-provenance-safety,0,0,unknown-provenance-safety,unknown-provenance-safety,,,KNOWN_PROVENANCE_NOT_YET_CLASSIFIED,,unknown-provenance,0,1,PROTECTED_SOURCE,1,0,1,0,0,0,0,0
2148,puk_wing,PROTECTED,candidate-market-policy,0,0,,,,,KNOWN_PROVENANCE_NOT_YET_CLASSIFIED,,unknown-provenance,0,1,ORDINARY_SOURCE,1,1,0,0,0,0,0,0
2149,apkallu_feather,PROTECTED,candidate-market-policy,0,0,,,,,KNOWN_PROVENANCE_NOT_YET_CLASSIFIED,,unknown-provenance,0,1,ORDINARY_SOURCE,1,1,0,0,0,0,0,0
2150,colibri_feather,PROTECTED,candidate-market-policy,0,0,,,,,KNOWN_PROVENANCE_NOT_YET_CLASSIFIED,,unknown-provenance,0,1,ORDINARY_SOURCE,1,1,0,0,0,0,0,0
2151,marid_hide,PROTECTED,unknown-provenance-safety,0,0,unknown-provenance-safety,unknown-provenance-safety,,,KNOWN_PROVENANCE_NOT_YET_CLASSIFIED,,unknown-provenance,0,1,SOURCE_REVIEW,0,0,1,0,0,0,0,0
2152,square_of_marid_leather,STAPLE,candidate-market-policy,0,0,,,,,ORDINARY_STACKABLE_COMMODITY,,,1,1,,1,1,0,0,0,0,0,0
2153,qiqirn_sandbag,PROTECTED,candidate-market-policy,0,0,,,,,KNOWN_PROVENANCE_NOT_YET_CLASSIFIED,,unknown-provenance,0,1,ORDINARY_SOURCE,1,1,0,0,0,0,0,0
2154,orobon_lure,PROTECTED,unknown-provenance-safety,0,0,unknown-provenance-safety,unknown-provenance-safety,,,KNOWN_PROVENANCE_NOT_YET_CLASSIFIED,,unknown-provenance,0,1,PROTECTED_SOURCE,1,0,1,0,0,0,0,0
2155,lesser_chigoe,PROTECTED,candidate-market-policy,0,0,,,,,KNOWN_PROVENANCE_NOT_YET_CLASSIFIED,,unknown-provenance,0,1,ORDINARY_SOURCE,1,1,0,0,0,0,0,0
2156,clump_of_imperial_tea_leaves,STAPLE,candidate-market-policy,0,0,,,,,CURRENT_SEED_APPROVED,,,1,1,,1,1,0,0,1,1,1,0
2157,imp_horn,PROTECTED,unknown-provenance-safety,0,0,unknown-provenance-safety,unknown-provenance-safety,,,KNOWN_PROVENANCE_NOT_YET_CLASSIFIED,,unknown-provenance,0,1,PROTECTED_SOURCE,1,0,1,0,0,0,0,0
2158,hydra_fang,PROTECTED,candidate-market-policy,0,0,,,,,KNOWN_PROVENANCE_NOT_YET_CLASSIFIED,,unknown-provenance,0,1,ORDINARY_SOURCE,1,1,0,0,0,0,0,0
2159,qutrub_bandage,PROTECTED,candidate-market-policy,0,0,,,,,KNOWN_PROVENANCE_NOT_YET_CLASSIFIED,,unknown-provenance,0,1,ORDINARY_SOURCE,1,1,0,0,0,0,0,0
2160,troll_pauldron,PROTECTED,candidate-market-policy,0,0,,,,,KNOWN_PROVENANCE_NOT_YET_CLASSIFIED,,unknown-provenance,0,1,ORDINARY_SOURCE,1,1,0,0,0,0,0,0
2161,troll_vambrace,PROTECTED,candidate-market-policy,0,0,,,,,KNOWN_PROVENANCE_NOT_YET_CLASSIFIED,,unknown-provenance,0,1,ORDINARY_SOURCE,1,1,0,0,0,0,0,0
2162,mamool_ja_helmet,PROTECTED,candidate-market-policy,0,0,,,,,KNOWN_PROVENANCE_NOT_YET_CLASSIFIED,,unknown-provenance,0,1,ORDINARY_SOURCE,1,1,0,0,0,0,0,0
2163,imp_wing,PROTECTED,candidate-market-policy,0,0,,,,,KNOWN_PROVENANCE_NOT_YET_CLASSIFIED,,unknown-provenance,0,1,ORDINARY_SOURCE,1,1,0,0,0,0,0,0
2164,pephredo_hive_chip,STAPLE,candidate-market-policy,0,0,,,,,CURRENT_SEED_APPROVED,,,1,1,,1,1,0,0,1,1,1,0
2165,qutrub_gorget,PROTECTED,candidate-market-policy,0,0,,,,,KNOWN_PROVENANCE_NOT_YET_CLASSIFIED,,unknown-provenance,0,1,ORDINARY_SOURCE,1,1,0,0,0,0,0,0
2166,lock_of_marid_hair,PROTECTED,unknown-provenance-safety,0,0,unknown-provenance-safety,unknown-provenance-safety,,,KNOWN_PROVENANCE_NOT_YET_CLASSIFIED,,unknown-provenance,0,1,SOURCE_REVIEW,0,0,1,0,0,0,0,0
2167,lamian_armlet,PROTECTED,candidate-market-policy,0,0,,,,,KNOWN_PROVENANCE_NOT_YET_CLASSIFIED,,unknown-provenance,0,1,ORDINARY_SOURCE,1,1,0,0,0,0,0,0
