itemid,name,phase,stack_size,ah_category,flags,base_sell,rare,scroll,can_equip,vendor_item,crystal,craft_input,nq_output,hq_output,restricted_input,restricted_nq_output,restricted_hq_output,input_min_skill,nq_min_skill,hq_min_skill,fish_skill,provenance,market_class,allowed,rejection_reason
9647,handshard_blu,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9648,handshard_cor,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9649,handshard_pup,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9650,handshard_dnc,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9651,handshard_sch,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9652,handshard_geo,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9653,handshard_run,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9654,pair_of_void_handwear_war,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9655,pair_of_void_handwear_mnk,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9656,pair_of_void_handwear_whm,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9657,pair_of_void_handwear_blm,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9658,pair_of_void_handwear_rdm,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9659,pair_of_void_handwear_thf,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9660,pair_of_void_handwear_pld,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9661,pair_of_void_handwear_drk,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9662,pair_of_void_handwear_bst,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9663,pair_of_void_handwear_brd,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9664,pair_of_void_handwear_rng,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9665,pair_of_void_handwear_sam,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9666,pair_of_void_handwear_nin,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9667,pair_of_void_handwear_drg,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9668,pair_of_void_handwear_smn,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9669,pair_of_void_handwear_blu,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9670,pair_of_void_handwear_cor,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9671,pair_of_void_handwear_pup,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9672,pair_of_void_handwear_dnc,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9673,pair_of_void_handwear_sch,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9674,pair_of_void_handwear_geo,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9675,pair_of_void_handwear_run,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9676,legshard_war,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9677,legshard_mnk,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9678,legshard_whm,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9679,legshard_blm,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9680,legshard_rdm,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9681,legshard_thf,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9682,legshard_pld,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9683,legshard_drk,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9684,legshard_bst,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9685,legshard_brd,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9686,legshard_rng,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9687,legshard_sam,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9688,legshard_nin,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9689,legshard_drg,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9690,legshard_smn,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9691,legshard_blu,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9692,legshard_cor,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9693,legshard_pup,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9694,legshard_dnc,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9695,legshard_sch,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9696,legshard_geo,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9697,legshard_run,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9698,piece_of_void_legwear_war,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9699,piece_of_void_legwear_mnk,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9700,piece_of_void_legwear_whm,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9701,piece_of_void_legwear_blm,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9702,piece_of_void_legwear_rdm,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9703,piece_of_void_legwear_thf,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9704,piece_of_void_legwear_pld,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9705,piece_of_void_legwear_drk,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9706,piece_of_void_legwear_bst,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9707,piece_of_void_legwear_brd,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9708,piece_of_void_legwear_rng,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9709,piece_of_void_legwear_sam,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9710,piece_of_void_legwear_nin,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9711,piece_of_void_legwear_drg,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9712,piece_of_void_legwear_smn,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9713,piece_of_void_legwear_blu,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9714,piece_of_void_legwear_cor,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9715,piece_of_void_legwear_pup,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9716,piece_of_void_legwear_dnc,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9717,piece_of_void_legwear_sch,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9718,piece_of_void_legwear_geo,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9719,piece_of_void_legwear_run,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9720,footshard_war,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9721,footshard_mnk,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9722,footshard_whm,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9723,footshard_blm,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9724,footshard_rdm,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9725,footshard_thf,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9726,footshard_pld,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9727,footshard_drk,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9728,footshard_bst,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9729,footshard_brd,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9730,footshard_rng,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9731,footshard_sam,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9732,footshard_nin,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9733,footshard_drg,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9734,footshard_smn,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9735,footshard_blu,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9736,footshard_cor,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9737,footshard_pup,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9738,footshard_dnc,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9739,footshard_sch,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9740,footshard_geo,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9741,footshard_run,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9742,pair_of_void_footwear_war,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9743,pair_of_void_footwear_mnk,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9744,pair_of_void_footwear_whm,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9745,pair_of_void_footwear_blm,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9746,pair_of_void_footwear_rdm,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9747,pair_of_void_footwear_thf,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9748,pair_of_void_footwear_pld,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9749,pair_of_void_footwear_drk,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9750,pair_of_void_footwear_bst,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9751,pair_of_void_footwear_brd,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9752,pair_of_void_footwear_rng,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9753,pair_of_void_footwear_sam,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9754,pair_of_void_footwear_nin,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9755,pair_of_void_footwear_drg,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9756,pair_of_void_footwear_smn,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9757,pair_of_void_footwear_blu,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9758,pair_of_void_footwear_cor,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9759,pair_of_void_footwear_pup,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9760,pair_of_void_footwear_dnc,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9761,pair_of_void_footwear_sch,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9762,pair_of_void_footwear_geo,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9763,pair_of_void_footwear_run,SEED,12,65,4100,0,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
9764,fire_crest_card,SEED,99,36,28740,12,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|NO_NPC_SALE|NOT_SEED_SOURCE
9765,ice_crest_card,SEED,99,36,28740,12,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|NO_NPC_SALE|NOT_SEED_SOURCE
9766,wind_crest_card,SEED,99,36,28740,12,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|NO_NPC_SALE|NOT_SEED_SOURCE
9767,earth_crest_card,SEED,99,36,28740,12,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|NO_NPC_SALE|NOT_SEED_SOURCE
9768,lightning_crest_card,SEED,99,36,28740,12,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|NO_NPC_SALE|NOT_SEED_SOURCE
9769,water_crest_card,SEED,99,36,28740,12,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|NO_NPC_SALE|NOT_SEED_SOURCE
9770,light_crest_card,SEED,99,36,28740,12,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|NO_NPC_SALE|NOT_SEED_SOURCE
9771,dark_crest_card,SEED,99,36,28740,12,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|NO_NPC_SALE|NOT_SEED_SOURCE
9772,teal_mog_pell,SEED,1,0,61504,0,True,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
9773,moldy_bolt,SEED,12,65,4,1925,False,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NOT_SEED_SOURCE
9774,offering_to_the_orcs,SEED,12,50,4,933,False,False,False,False,False,False,False,False,True,False,False,,,,,RESTRICTED_CRAFT_INPUT,PROTECTED,False,NOT_SEED_SOURCE
9775,offering_to_the_quadav,SEED,12,50,4,933,False,False,False,False,False,False,False,False,True,False,False,,,,,RESTRICTED_CRAFT_INPUT,PROTECTED,False,NOT_SEED_SOURCE
9776,offering_to_the_yagudo,SEED,12,50,4,933,False,False,False,False,False,False,False,False,True,False,False,,,,,RESTRICTED_CRAFT_INPUT,PROTECTED,False,NOT_SEED_SOURCE
9777,offering_to_the_goblins,SEED,12,50,4,962,False,False,False,False,False,False,False,False,True,False,False,,,,,RESTRICTED_CRAFT_INPUT,PROTECTED,False,NOT_SEED_SOURCE
9778,letter_from_iroha,SEED,1,0,61504,0,True,False,False,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
