itemid,name,item_type,ah_category,stack_size,policy_family,acquisition_state,source_gate_open,synthetic_supply_source_allowed,pricing_gate_required,seller_source_eligible,buyer_source_eligible,keep_protected,policy_reason,prior_resolution,source_types,repository_source_families,activation_ready,auto_live_promotion
4545,bunch_of_gysahl_greens,5,48,99,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_SOURCE_FOUND,ORDINARY_SOURCE_FOUND,CHOCOBO_DIGGING|HELM_GATHERING|MISSION_REFERENCE|NPC_SCRIPT_REFERENCE|NPC_VENDOR_REFERENCE|QUEST_REFERENCE,,0,0
4570,bird_egg,5,59,12,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_SOURCE_FOUND,ORDINARY_SOURCE_FOUND,HELM_GATHERING|NPC_VENDOR_REFERENCE|QUEST_REWARD|SCRIPT_REWARD,,0,0
5187,elshimo_coconut,5,59,12,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_SOURCE_FOUND,ORDINARY_SOURCE_FOUND,NPC_VENDOR_REFERENCE,,0,0
5195,sprig_of_misareaux_parsley,5,59,12,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_ACQUISITION_FAMILY,ORDINARY_REPOSITORY_SOURCE_FOUND,,MOG_GARDEN,0,0
5234,sprig_of_cibol,5,59,12,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_SOURCE_FOUND,ORDINARY_SOURCE_FOUND,NPC_VENDOR_REFERENCE,,0,0
5235,head_of_napa,5,59,12,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_SOURCE_FOUND,ORDINARY_SOURCE_FOUND,CHOCOBO_DIGGING,,0,0
5236,clump_of_shungiku,5,59,12,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_ACQUISITION_FAMILY,ORDINARY_REPOSITORY_SOURCE_FOUND,,CHOCOBO_DIGGING|SHOP,0,0
5292,cluster_of_radiant_memories,5,63,12,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_ACQUISITION_FAMILY,ORDINARY_REPOSITORY_SOURCE_FOUND,,CHOCOBO_DIGGING,0,0
5308,toolbag_uchitake,5,49,12,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_SOURCE_FOUND,ORDINARY_SOURCE_FOUND,NPC_SCRIPT_REFERENCE|NPC_VENDOR_REFERENCE,,0,0
5309,toolbag_tsurara,5,49,12,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_SOURCE_FOUND,ORDINARY_SOURCE_FOUND,NPC_SCRIPT_REFERENCE|NPC_VENDOR_REFERENCE,,0,0
5310,toolbag_kawahori-ogi,5,49,12,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_SOURCE_FOUND,ORDINARY_SOURCE_FOUND,NPC_SCRIPT_REFERENCE|NPC_VENDOR_REFERENCE,,0,0
5311,toolbag_makibishi,5,49,12,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_SOURCE_FOUND,ORDINARY_SOURCE_FOUND,NPC_SCRIPT_REFERENCE|NPC_VENDOR_REFERENCE,,0,0
5312,toolbag_hiraishin,5,49,12,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_SOURCE_FOUND,ORDINARY_SOURCE_FOUND,NPC_SCRIPT_REFERENCE|NPC_VENDOR_REFERENCE,,0,0
5313,toolbag_mizu-deppo,5,49,12,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_SOURCE_FOUND,ORDINARY_SOURCE_FOUND,NPC_SCRIPT_REFERENCE|NPC_VENDOR_REFERENCE,,0,0
5444,bunch_of_grauberg_greens,5,48,12,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_SOURCE_FOUND,ORDINARY_SOURCE_FOUND,HELM_GATHERING,,0,0
5541,bunch_of_royal_grapes,5,59,12,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_SOURCE_FOUND,ORDINARY_SOURCE_FOUND,NPC_VENDOR_REFERENCE,,0,0
5604,elshimo_pachira_fruit,5,59,12,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_SOURCE_FOUND,ORDINARY_SOURCE_FOUND,NPC_VENDOR_REFERENCE,,0,0
5605,bunch_of_sharug_greens,5,48,12,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_ACQUISITION_FAMILY,ORDINARY_REPOSITORY_SOURCE_FOUND,,MOG_GARDEN,0,0
5606,bunch_of_azouph_greens,5,48,12,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_ACQUISITION_FAMILY,ORDINARY_REPOSITORY_SOURCE_FOUND,,MOG_GARDEN,0,0
5607,vomp_carrot,5,48,12,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_ACQUISITION_FAMILY,ORDINARY_REPOSITORY_SOURCE_FOUND,,MOG_GARDEN,0,0
5608,zegham_carrot,5,48,12,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_ACQUISITION_FAMILY,ORDINARY_REPOSITORY_SOURCE_FOUND,,MOG_GARDEN,0,0
5650,pair_of_nopales,5,59,12,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_SOURCE_FOUND,ORDINARY_SOURCE_FOUND,HELM_GATHERING,,0,0
5651,burdock_root,5,59,12,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_SOURCE_FOUND,ORDINARY_SOURCE_FOUND,HELM_GATHERING,,0,0
5661,walnut,5,59,12,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_SOURCE_FOUND,ORDINARY_SOURCE_FOUND,HELM_GATHERING|QUEST_REFERENCE,,0,0
5662,dragon_fruit,5,59,12,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_SOURCE_FOUND,ORDINARY_SOURCE_FOUND,HELM_GATHERING|QUEST_REFERENCE,,0,0
5681,cupid_chocolate,5,57,1,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_ACQUISITION_FAMILY,ORDINARY_REPOSITORY_SOURCE_FOUND,,HELM,0,0
5703,jug_of_uleguerand_milk,5,59,12,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_SOURCE_FOUND,ORDINARY_SOURCE_FOUND,NPC_SCRIPT_REFERENCE|NPC_VENDOR_REFERENCE,,0,0
5726,zucchini,5,59,12,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_SOURCE_FOUND,ORDINARY_SOURCE_FOUND,NPC_VENDOR_REFERENCE,,0,0
5740,cluster_of_paprika,5,59,12,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_SOURCE_FOUND,ORDINARY_SOURCE_FOUND,NPC_VENDOR_REFERENCE,,0,0
5866,toolbag_mokujin,5,49,12,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_SOURCE_FOUND,ORDINARY_SOURCE_FOUND,NPC_SCRIPT_REFERENCE|NPC_VENDOR_REFERENCE,,0,0
5867,toolbag_inoshishinofuda,5,49,12,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_SOURCE_FOUND,ORDINARY_SOURCE_FOUND,NPC_SCRIPT_REFERENCE|NPC_VENDOR_REFERENCE,,0,0
5868,toolbag_shikanofuda,5,49,12,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_SOURCE_FOUND,ORDINARY_SOURCE_FOUND,NPC_SCRIPT_REFERENCE|NPC_VENDOR_REFERENCE,,0,0
5869,toolbag_chonofuda,5,49,12,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_SOURCE_FOUND,ORDINARY_SOURCE_FOUND,NPC_SCRIPT_REFERENCE|NPC_VENDOR_REFERENCE,,0,0
5907,winterflower,5,59,12,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_SOURCE_FOUND,ORDINARY_SOURCE_FOUND,HELM_GATHERING,,0,0
5908,butterpear,5,59,12,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_SOURCE_FOUND,ORDINARY_SOURCE_FOUND,HELM_GATHERING,,0,0
5912,gargouille_quiver,5,15,12,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_ACQUISITION_FAMILY,ORDINARY_REPOSITORY_SOURCE_FOUND,NPC_SCRIPT_REFERENCE,SHOP,0,0
5940,trail_cookie,5,57,99,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_SOURCE_FOUND,ORDINARY_SOURCE_FOUND,NPC_VENDOR_NUMERIC_REFERENCE,,0,0
5941,bar_of_campfire_chocolate,5,57,12,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_SOURCE_FOUND,ORDINARY_SOURCE_FOUND,NPC_VENDOR_NUMERIC_REFERENCE,,0,0
5942,piece_of_cascade_candy,5,57,12,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_SOURCE_FOUND,ORDINARY_SOURCE_FOUND,NPC_VENDOR_NUMERIC_REFERENCE,,0,0
5943,strip_of_smoked_mackerel,5,53,12,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_ACQUISITION_FAMILY,ORDINARY_REPOSITORY_SOURCE_FOUND,NPC_SCRIPT_NUMERIC_REFERENCE,SHOP,0,0
5944,bottle_of_frontier_soda,5,58,1,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_SOURCE_FOUND,ORDINARY_SOURCE_FOUND,NPC_VENDOR_NUMERIC_REFERENCE,,0,0
5950,mackerel,5,51,12,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_ACQUISITION_FAMILY,ORDINARY_REPOSITORY_SOURCE_FOUND,,SHOP,0,0
5953,dragonfly_trout,5,51,12,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_ACQUISITION_FAMILY,ORDINARY_REPOSITORY_SOURCE_FOUND,,SHOP,0,0
6001,clotflagration,5,59,12,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_ACQUISITION_FAMILY,ORDINARY_REPOSITORY_SOURCE_FOUND,NPC_SCRIPT_NUMERIC_REFERENCE,HELM,0,0
6020,zaffre_yggrete_shard_v,5,64,1,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_ACQUISITION_FAMILY,ORDINARY_REPOSITORY_SOURCE_FOUND,,SHOP,0,0
6144,frigorifish,5,51,12,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_ACQUISITION_FAMILY,ORDINARY_REPOSITORY_SOURCE_FOUND,,HELM,0,0
6146,remora,5,51,1,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_ACQUISITION_FAMILY,ORDINARY_REPOSITORY_SOURCE_FOUND,,SHOP,0,0
6147,copy_of_mikhes_memo,5,46,12,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_ACQUISITION_FAMILY,ORDINARY_REPOSITORY_SOURCE_FOUND,,SHOP,0,0
6148,dagger_enchiridion,5,46,12,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_ACQUISITION_FAMILY,ORDINARY_REPOSITORY_SOURCE_FOUND,,SHOP,0,0
6149,copy_of_swing_and_stab,5,46,12,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_ACQUISITION_FAMILY,ORDINARY_REPOSITORY_SOURCE_FOUND,,SHOP,0,0
6150,copy_of_mieuseloirs_diary,5,46,12,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_ACQUISITION_FAMILY,ORDINARY_REPOSITORY_SOURCE_FOUND,,SHOP,0,0
6151,copy_of_striking_bulls_diary,5,46,12,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_ACQUISITION_FAMILY,ORDINARY_REPOSITORY_SOURCE_FOUND,,SHOP,0,0
6152,copy_of_death_for_dimwits,5,46,12,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_ACQUISITION_FAMILY,ORDINARY_REPOSITORY_SOURCE_FOUND,,SHOP,0,0
6153,copy_of_ludwigs_report,5,46,12,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_ACQUISITION_FAMILY,ORDINARY_REPOSITORY_SOURCE_FOUND,,SHOP,0,0
6154,copy_of_clash_of_titans,5,46,12,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_ACQUISITION_FAMILY,ORDINARY_REPOSITORY_SOURCE_FOUND,,SHOP,0,0
6155,copy_of_kagetoras_diary,5,46,12,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_ACQUISITION_FAMILY,ORDINARY_REPOSITORY_SOURCE_FOUND,,SHOP,0,0
6156,copy_of_noilluries_log,5,46,12,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_ACQUISITION_FAMILY,ORDINARY_REPOSITORY_SOURCE_FOUND,,SHOP,0,0
6157,copy_of_ferreouss_diary,5,46,12,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_ACQUISITION_FAMILY,ORDINARY_REPOSITORY_SOURCE_FOUND,,SHOP,0,0
6158,copy_of_kayeel-payeels_memoirs,5,46,12,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_ACQUISITION_FAMILY,ORDINARY_REPOSITORY_SOURCE_FOUND,,SHOP,0,0
6159,copy_of_perihs_primer,5,46,12,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_ACQUISITION_FAMILY,ORDINARY_REPOSITORY_SOURCE_FOUND,,SHOP,0,0
6160,copy_of_barrels_of_fun,5,46,12,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_ACQUISITION_FAMILY,ORDINARY_REPOSITORY_SOURCE_FOUND,,SHOP,0,0
6161,throwing_weapon_enchiridion,5,46,12,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_ACQUISITION_FAMILY,ORDINARY_REPOSITORY_SOURCE_FOUND,,SHOP,0,0
6162,copy_of_mikhes_note,5,46,12,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_ACQUISITION_FAMILY,ORDINARY_REPOSITORY_SOURCE_FOUND,,SHOP,0,0
6163,copy_of_sonias_diary,5,46,12,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_ACQUISITION_FAMILY,ORDINARY_REPOSITORY_SOURCE_FOUND,,SHOP,0,0
6164,copy_of_the_successor,5,46,12,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_ACQUISITION_FAMILY,ORDINARY_REPOSITORY_SOURCE_FOUND,,SHOP,0,0
6165,copy_of_kagetoras_journal,5,46,12,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_ACQUISITION_FAMILY,ORDINARY_REPOSITORY_SOURCE_FOUND,,SHOP,0,0
6166,copy_of_altanas_hymn,5,46,12,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_ACQUISITION_FAMILY,ORDINARY_REPOSITORY_SOURCE_FOUND,,SHOP,0,0
6167,copy_of_coveffe_barrows_musings,5,46,12,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_ACQUISITION_FAMILY,ORDINARY_REPOSITORY_SOURCE_FOUND,,SHOP,0,0
6168,copy_of_aid_for_all,5,46,12,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_ACQUISITION_FAMILY,ORDINARY_REPOSITORY_SOURCE_FOUND,,SHOP,0,0
6169,investigative_report,5,46,12,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_ACQUISITION_FAMILY,ORDINARY_REPOSITORY_SOURCE_FOUND,,SHOP,0,0
6170,bounty_list,5,46,12,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_ACQUISITION_FAMILY,ORDINARY_REPOSITORY_SOURCE_FOUND,,SHOP,0,0
6171,copy_of_dark_deeds,5,46,12,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_ACQUISITION_FAMILY,ORDINARY_REPOSITORY_SOURCE_FOUND,,SHOP,0,0
6172,copy_of_breezy_libretto,5,46,12,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_ACQUISITION_FAMILY,ORDINARY_REPOSITORY_SOURCE_FOUND,,SHOP,0,0
6173,cavernous_score,5,46,12,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_ACQUISITION_FAMILY,ORDINARY_REPOSITORY_SOURCE_FOUND,,SHOP,0,0
6174,beaming_score,5,46,12,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_ACQUISITION_FAMILY,ORDINARY_REPOSITORY_SOURCE_FOUND,,SHOP,0,0
6175,copy_of_yomis_diagram,5,46,12,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_ACQUISITION_FAMILY,ORDINARY_REPOSITORY_SOURCE_FOUND,,SHOP|TREASURE,0,0
6176,copy_of_astral_homeland,5,46,12,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_ACQUISITION_FAMILY,ORDINARY_REPOSITORY_SOURCE_FOUND,,SHOP,0,0
6177,copy_of_life-form_study,5,46,12,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_ACQUISITION_FAMILY,ORDINARY_REPOSITORY_SOURCE_FOUND,,SHOP,0,0
6178,copy_of_hrohjs_record,5,46,12,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_ACQUISITION_FAMILY,ORDINARY_REPOSITORY_SOURCE_FOUND,,SHOP,0,0
6179,copy_of_the_bell_tolls,5,46,12,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_ACQUISITION_FAMILY,ORDINARY_REPOSITORY_SOURCE_FOUND,,SHOP,0,0
6265,toolbag_ranka,5,49,12,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_SOURCE_FOUND,ORDINARY_SOURCE_FOUND,NPC_VENDOR_REFERENCE,,0,0
6266,toolbag_furusumi,5,49,12,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_SOURCE_FOUND,ORDINARY_SOURCE_FOUND,NPC_VENDOR_REFERENCE,,0,0
6302,fuma_shuriken_pouch,5,15,12,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_ACQUISITION_FAMILY,ORDINARY_REPOSITORY_SOURCE_FOUND,NPC_SCRIPT_REFERENCE,HELM|TREASURE,0,0
6303,iga_shuriken_pouch,5,15,12,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_SOURCE_FOUND,ORDINARY_SOURCE_FOUND,NPC_SCRIPT_REFERENCE|NPC_VENDOR_REFERENCE,,0,0
6304,roppo_shuriken_pouch,5,15,12,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_SOURCE_FOUND,ORDINARY_SOURCE_FOUND,NPC_SCRIPT_REFERENCE|NPC_VENDOR_REFERENCE,,0,0
6305,roppo_shuriken_+1_pouch,5,15,12,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_ACQUISITION_FAMILY,ORDINARY_REPOSITORY_SOURCE_FOUND,NPC_SCRIPT_REFERENCE,HELM|TREASURE,0,0
6306,happo_shuriken_pouch,5,15,12,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_SOURCE_FOUND,ORDINARY_SOURCE_FOUND,NPC_SCRIPT_REFERENCE|NPC_VENDOR_REFERENCE,,0,0
6307,happo_shuriken_+1_pouch,5,15,12,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_ACQUISITION_FAMILY,ORDINARY_REPOSITORY_SOURCE_FOUND,NPC_SCRIPT_REFERENCE,HELM|TREASURE,0,0
6410,shadow_throne,5,0,1,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_ACQUISITION_FAMILY,ORDINARY_REPOSITORY_SOURCE_FOUND,NPC_SCRIPT_REFERENCE,CHOCOBO_DIGGING|OTHER_ACQUISITION_CONTEXT,0,0
10297,sortiarius_earring,6,24,1,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_SOURCE_FOUND,ORDINARY_SOURCE_FOUND,NPC_VENDOR_REFERENCE,,0,0
10510,sweven_mitts,6,19,1,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_ACQUISITION_FAMILY,ORDINARY_REPOSITORY_SOURCE_FOUND,,SHOP,0,0
10513,mustela_gloves,6,19,1,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_ACQUISITION_FAMILY,ORDINARY_REPOSITORY_SOURCE_FOUND,NPC_SCRIPT_REFERENCE,SHOP,0,0
10515,miodio_gloves,6,19,1,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_ACQUISITION_FAMILY,ORDINARY_REPOSITORY_SOURCE_FOUND,,SHOP,0,0
10516,antias_mitts,6,19,1,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_ACQUISITION_FAMILY,ORDINARY_REPOSITORY_SOURCE_FOUND,,SHOP,0,0
10607,kacura_leggings_+1,6,21,1,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_ACQUISITION_FAMILY,ORDINARY_REPOSITORY_SOURCE_FOUND,,SHOP,0,0
10753,paguroidea_ring,6,25,1,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_ACQUISITION_FAMILY,ORDINARY_REPOSITORY_SOURCE_FOUND,,CHOCOBO_DIGGING,0,0
10782,ambuscade_ring,6,25,1,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_ACQUISITION_FAMILY,ORDINARY_REPOSITORY_SOURCE_FOUND,NPC_SCRIPT_REFERENCE,SHOP,0,0
10783,veneficium_ring,6,25,1,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_ACQUISITION_FAMILY,ORDINARY_REPOSITORY_SOURCE_FOUND,NPC_SCRIPT_REFERENCE,SHOP,0,0
10784,dhanurveda_ring,6,25,1,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_ACQUISITION_FAMILY,ORDINARY_REPOSITORY_SOURCE_FOUND,NPC_SCRIPT_REFERENCE,SHOP,0,0
10786,mediators_ring,6,25,1,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_ACQUISITION_FAMILY,ORDINARY_REPOSITORY_SOURCE_FOUND,NPC_SCRIPT_REFERENCE,CHOCOBO_DIGGING,0,0
10814,corvax_sash,6,23,1,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_ACQUISITION_FAMILY,ORDINARY_REPOSITORY_SOURCE_FOUND,,CHOCOBO_DIGGING,0,0
10816,glassblowers_belt,6,23,1,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_ACQUISITION_FAMILY,ORDINARY_REPOSITORY_SOURCE_FOUND,,CHOCOBO_DIGGING,0,0
10819,flume_belt,6,23,1,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_ACQUISITION_FAMILY,ORDINARY_REPOSITORY_SOURCE_FOUND,,CHOCOBO_DIGGING,0,0
10820,bishops_sash,6,23,1,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_ACQUISITION_FAMILY,ORDINARY_REPOSITORY_SOURCE_FOUND,,CHOCOBO_DIGGING|SHOP,0,0
10821,olympus_sash,6,23,1,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_ACQUISITION_FAMILY,ORDINARY_REPOSITORY_SOURCE_FOUND,,SHOP,0,0
10827,prosilio_belt,6,23,1,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_ACQUISITION_FAMILY,ORDINARY_REPOSITORY_SOURCE_FOUND,,SHOP,0,0
10830,artful_belt_+1,6,23,1,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_ACQUISITION_FAMILY,ORDINARY_REPOSITORY_SOURCE_FOUND,,SHOP,0,0
10866,mekira-oto,6,17,1,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_ACQUISITION_FAMILY,ORDINARY_REPOSITORY_SOURCE_FOUND,,SHOP,0,0
10867,ocelomeh_headpiece_+1,6,17,1,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_ACQUISITION_FAMILY,ORDINARY_REPOSITORY_SOURCE_FOUND,,SHOP,0,0
10891,mustela_mask,6,17,1,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_ACQUISITION_FAMILY,ORDINARY_REPOSITORY_SOURCE_FOUND,NPC_SCRIPT_REFERENCE,SHOP,0,0
10892,magavan_beret,6,17,1,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_ACQUISITION_FAMILY,ORDINARY_REPOSITORY_SOURCE_FOUND,NPC_SCRIPT_REFERENCE,SHOP,0,0
10914,muzzling_collar,6,22,1,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_ACQUISITION_FAMILY,ORDINARY_REPOSITORY_SOURCE_FOUND,,SHOP,0,0
10929,apathy_gorget,6,22,1,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_ACQUISITION_FAMILY,ORDINARY_REPOSITORY_SOURCE_FOUND,,SHOP,0,0
10930,veisa_collar,6,22,1,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_ACQUISITION_FAMILY,ORDINARY_REPOSITORY_SOURCE_FOUND,,MOG_GARDEN,0,0
10931,rancor_collar,6,22,1,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_ACQUISITION_FAMILY,ORDINARY_REPOSITORY_SOURCE_FOUND,,MOG_GARDEN|SHOP,0,0
10932,oneiros_torque,6,22,1,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_ACQUISITION_FAMILY,ORDINARY_REPOSITORY_SOURCE_FOUND,,MOG_GARDEN,0,0
10934,justiciars_torque,6,22,1,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_ACQUISITION_FAMILY,ORDINARY_REPOSITORY_SOURCE_FOUND,,SHOP,0,0
10935,phrenic_torque,6,22,1,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_ACQUISITION_FAMILY,ORDINARY_REPOSITORY_SOURCE_FOUND,,SHOP,0,0
10936,wiglen_gorget,6,22,1,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_ACQUISITION_FAMILY,ORDINARY_REPOSITORY_SOURCE_FOUND,,SHOP,0,0
10937,calcitrant_stole,6,22,1,ORDINARY_SOURCE,RESOLVED,1,1,0,1,1,0,ORDINARY_ACQUISITION_FAMILY,ORDINARY_REPOSITORY_SOURCE_FOUND,,SHOP,0,0
