itemid,name,candidate_class,candidate_reason,candidate_sell_capable,candidate_buy_capable,review_required,pricing_ready,policy_ready,activation_ready,future_activation_blocker,auto_live_promotion,current_seed_sell_allowed,current_seed_buy_allowed,current_market_class,item_type,vendor_item,has_vendor_price_floor,source_override_applied,source_override_class,source_override_types,source_override_reason,mob_source_class,has_ordinary_mob_source,has_notorious_mob_source,has_special_mob_source,craft_nq_output,craft_hq_output,restricted_nq_output,restricted_hq_output,fishing,rare,can_equip,stack_size,base_sell,rejection_reason
1823,shrimp_lantern,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,1,0,0,0,,,,,0,0,0,1,1,0,0,0,0,0,1,0,NO_AUCTION|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
1824,haunted_muleta,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,1,0,0,0,,,,,0,0,0,1,1,0,0,0,0,0,1,0,NO_AUCTION|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
1825,antlion_trap,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,1,0,0,0,,,,,0,0,0,1,1,0,0,0,0,0,1,0,NO_AUCTION|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
1826,spool_of_opal_silk,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,1,0,0,0,,,,,0,0,0,0,0,0,0,0,1,0,1,0,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
1827,premium_bag,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,1,0,0,0,,,,,0,0,0,1,1,0,0,0,0,0,1,0,NO_AUCTION|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
1828,spool_of_red_grass_thread,STAPLE,CURRENT_SEED_APPROVED,1,1,0,1,1,1,CURRENT_SEED_ACTIVE,0,1,1,STAPLE,1,0,0,0,,,,,0,0,0,1,1,1,1,0,0,0,12,62,
1829,square_of_red_grass_cloth,STAPLE,CURRENT_SEED_APPROVED,1,1,0,1,1,1,CURRENT_SEED_ACTIVE,0,1,1,STAPLE,1,0,0,0,,,,,0,0,0,1,1,0,0,0,0,0,12,187,
1830,sack_of_lugworm_sand,STAPLE,CURRENT_SEED_APPROVED,1,1,0,1,1,1,CURRENT_SEED_ACTIVE,0,1,1,STAPLE,1,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,12,200,
1831,sack_of_little_worm_mulch,STAPLE,CURRENT_SEED_APPROVED,1,1,0,1,1,1,CURRENT_SEED_ACTIVE,0,1,1,STAPLE,1,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,12,200,
1832,broken_hume_fishing_rod,PROTECTED,KNOWN_PROVENANCE_NOT_YET_CLASSIFIED,0,0,1,1,0,0,NONACTIVE_CLASS,0,0,0,PROTECTED,1,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,1,0,NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
1833,broken_halcyon_fishing_rod,PROTECTED,KNOWN_PROVENANCE_NOT_YET_CLASSIFIED,0,0,1,1,0,0,NONACTIVE_CLASS,0,0,0,PROTECTED,1,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,1,0,NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
1834,ardent_jadeite,PROTECTED,RESTRICTED_CRAFT_OUTPUT_ONLY,0,0,0,1,0,0,NONACTIVE_CLASS,0,0,0,PROTECTED,1,0,0,0,,,,,0,0,0,0,0,1,1,0,0,0,12,2400,KEYITEM_ONLY_NQ_OUTPUT|KEYITEM_ONLY_HQ_OUTPUT|NOT_SEED_SOURCE
1835,ingot_of_vivified_mythril,PROTECTED,RESTRICTED_CRAFT_OUTPUT_ONLY,0,0,0,1,0,0,NONACTIVE_CLASS,0,0,0,PROTECTED,1,0,0,0,,,,,0,0,0,0,0,1,1,0,0,0,12,1250,KEYITEM_ONLY_NQ_OUTPUT|KEYITEM_ONLY_HQ_OUTPUT|NOT_SEED_SOURCE
1836,marble_slab,SCARCE,HQ_GOOD_REQUIRES_MATURITY,1,1,1,1,0,0,REVIEW_REQUIRED,0,0,0,PROTECTED,1,0,0,0,,,,,0,0,0,0,1,0,0,0,0,0,12,1000,HQ_ONLY_OUTPUT|NOT_SEED_SOURCE
1837,saber_shoot,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,1,0,0,0,,,,,0,0,0,0,0,0,0,0,1,0,1,0,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
1838,bal_shell,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,1,0,0,0,,,,,0,0,0,0,0,0,0,0,1,0,1,0,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
1839,tactics_manual_of_might,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,1,0,0,0,,,,,0,0,0,0,0,0,0,0,1,0,1,0,NO_AUCTION|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
1840,bag_of_semolina,PROTECTED,KNOWN_PROVENANCE_NOT_YET_CLASSIFIED,0,0,1,1,0,0,NONACTIVE_CLASS,0,0,0,PROTECTED,1,1,0,0,,,,,0,0,0,0,0,0,0,0,0,0,12,400,NPC_VENDOR|NOT_SEED_SOURCE
1841,unicorn_horn,PROTECTED,KNOWN_PROVENANCE_NOT_YET_CLASSIFIED,0,0,1,1,0,0,NONACTIVE_CLASS,0,0,0,PROTECTED,1,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,12,1183,NOT_SEED_SOURCE
1842,cloud_evoker,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,1,0,0,0,,,,,0,0,0,0,0,0,0,0,1,0,1,0,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
1843,square_of_spectral_crimson,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,1,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,12,0,NO_AUCTION|NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
1844,square_of_spectral_goldenrod,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,1,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,12,0,NO_AUCTION|NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
1845,clump_of_red_moko_grass,PROTECTED,KNOWN_PROVENANCE_NOT_YET_CLASSIFIED,0,0,1,1,0,0,NONACTIVE_CLASS,0,0,0,PROTECTED,1,1,0,0,,,,,0,0,0,0,0,0,0,0,0,0,12,30,NPC_VENDOR
1846,pumimi_doll,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,1,0,0,0,,,,,0,0,0,0,0,0,0,0,1,0,1,0,NO_AUCTION|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
1847,fifth_virtue,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,1,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,1,0,NO_AUCTION|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
1848,fourth_virtue,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,1,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,1,0,NO_AUCTION|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
1849,sixth_virtue,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,1,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,1,0,NO_AUCTION|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
1850,first_virtue,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,1,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,1,0,NO_AUCTION|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
1851,deed_of_placidity,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,1,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,1,0,NO_AUCTION|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
1852,high-quality_phuabo_organ,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,1,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,1,0,NO_AUCTION|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
1853,second_virtue,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,1,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,1,0,NO_AUCTION|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
1854,deed_of_moderation,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,1,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,1,0,NO_AUCTION|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
1855,high-quality_xzomit_organ,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,1,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,1,0,NO_AUCTION|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
1856,third_virtue,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,1,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,1,0,NO_AUCTION|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
1857,cordial_invite,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,1,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,1,0,NO_AUCTION|EXCLUSIVE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
1858,moblumin_ingot,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,1,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,12,0,NO_AUCTION|NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
1859,moblumin_sheet,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,1,0,0,0,,,,,0,0,0,1,1,0,0,0,0,0,12,0,NO_AUCTION|NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
1860,jar_of_moblin_putty,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,1,0,0,0,,,,,0,0,0,1,1,0,0,0,0,0,12,0,NO_AUCTION|NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
1861,moblin_sheepskin,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,1,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,12,0,NO_AUCTION|NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
1862,square_of_moblin_sheep_leather,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,1,0,0,0,,,,,0,0,0,1,1,1,1,0,0,0,12,0,NO_AUCTION|NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
1863,clump_of_moblin_sheep_wool,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,1,0,0,0,,,,,0,0,0,1,1,0,0,0,0,0,12,0,NO_AUCTION|NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
1864,high-quality_antlion_jaw,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,1,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,12,0,NO_AUCTION|NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
1865,orc_helm_cutting,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,1,0,0,0,,,,,0,0,0,0,0,0,0,0,1,0,1,0,NO_AUCTION|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
1866,set_of_quadav_barbut_parts,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,1,0,0,0,,,,,0,0,0,0,0,0,0,0,1,0,1,0,NO_AUCTION|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
1867,yagudo_headdress_cutting,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,1,0,0,0,,,,,0,0,0,0,0,0,0,0,1,0,1,0,NO_AUCTION|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
1868,goblin_coif_cutting,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,1,0,0,0,,,,,0,0,0,0,0,0,0,0,1,0,1,0,NO_AUCTION|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
1869,lamia_skin,PROTECTED,KNOWN_PROVENANCE_NOT_YET_CLASSIFIED,0,0,1,1,0,0,NONACTIVE_CLASS,0,0,0,PROTECTED,1,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,12,383,NOT_SEED_SOURCE
1870,deed_of_sensibility,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,1,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,1,0,NO_AUCTION|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
1871,high-quality_hpemde_organ,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,1,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,1,0,NO_AUCTION|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
1872,ghrah_m_chip,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,1,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,12,0,NO_AUCTION|NO_NPC_SALE|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
1873,brigands_chart,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,1,0,0,0,,,,,0,0,0,0,0,0,0,0,1,0,1,0,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
1874,pirates_chart,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,1,0,0,0,,,,,0,0,0,0,0,0,0,0,1,0,1,0,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
1875,ancient_beastcoin,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,1,1,0,0,,,,,0,0,0,0,0,0,0,0,0,0,99,0,NO_AUCTION|NO_NPC_SALE|NO_BASE_SELL_VALUE|NPC_VENDOR|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
1876,tactics_manual_of_endurance,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,1,0,0,0,,,,,0,0,0,0,0,0,0,0,1,0,1,0,NO_AUCTION|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
1877,fomor_codex,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,1,0,0,0,,,,,0,0,0,0,0,0,0,0,1,0,1,0,NO_AUCTION|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
1878,air_tank,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,1,0,0,0,,,,,0,0,0,0,0,0,0,0,1,0,1,0,NO_AUCTION|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
1879,vivio_platinum_ingot,PROTECTED,RESTRICTED_CRAFT_OUTPUT_ONLY,0,0,0,1,0,0,NONACTIVE_CLASS,0,0,0,PROTECTED,1,0,0,0,,,,,0,0,0,0,0,1,1,0,0,0,12,3075,KEYITEM_ONLY_NQ_OUTPUT|KEYITEM_ONLY_HQ_OUTPUT|NOT_SEED_SOURCE
1880,pot_of_clustered_tar,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,1,0,0,0,,,,,0,0,0,0,0,0,0,0,1,0,1,0,NO_AUCTION|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
1881,shield_bug,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,1,0,0,0,,,,,0,0,0,0,0,0,0,0,1,0,1,0,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
1882,flask_of_flaxseed_oil,STAPLE,CURRENT_SEED_APPROVED,1,1,0,1,1,1,CURRENT_SEED_ACTIVE,0,1,1,STAPLE,1,0,0,0,,,,,0,0,0,1,1,0,0,0,0,0,12,93,
1883,ponze_of_shell_powder,STAPLE,CURRENT_SEED_APPROVED,1,1,0,1,1,1,CURRENT_SEED_ACTIVE,0,1,1,STAPLE,1,0,0,0,,,,,0,0,0,1,1,0,0,0,0,0,12,56,
1884,pinch_of_zinc_oxide,STAPLE,CURRENT_SEED_APPROVED,1,1,0,1,1,1,CURRENT_SEED_ACTIVE,0,1,1,STAPLE,1,0,0,0,,,,,0,0,0,1,1,0,0,0,0,0,12,81,
1885,chunk_of_zincite,PROTECTED,KNOWN_PROVENANCE_NOT_YET_CLASSIFIED,0,0,1,1,0,0,NONACTIVE_CLASS,0,0,0,PROTECTED,1,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,1,191,NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
1886,bottle_of_sieglinde_putty,STAPLE,ORDINARY_STACKABLE_COMMODITY,1,0,0,1,1,0,MATURITY_GATE_PENDING,0,0,0,PROTECTED,1,1,0,0,,,,,0,0,0,1,1,0,0,0,0,0,12,436,NPC_VENDOR|NOT_SEED_SOURCE
1887,glass_sheet,STAPLE,ORDINARY_STACKABLE_COMMODITY,1,1,0,1,1,0,MATURITY_GATE_PENDING,0,0,0,PROTECTED,1,0,0,0,,,,,0,0,0,1,1,0,0,0,0,0,12,836,NOT_SEED_SOURCE
1888,sack_of_silica,PROTECTED,KNOWN_PROVENANCE_NOT_YET_CLASSIFIED,0,0,1,1,0,0,NONACTIVE_CLASS,0,0,0,PROTECTED,1,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,12,258,NOT_SEED_SOURCE
1889,sack_of_white_sand,PROTECTED,KNOWN_PROVENANCE_NOT_YET_CLASSIFIED,0,0,1,1,0,0,NONACTIVE_CLASS,0,0,0,PROTECTED,1,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,12,258,NOT_SEED_SOURCE
1890,bundle_of_river_foliage,PROTECTED,KNOWN_PROVENANCE_NOT_YET_CLASSIFIED,0,0,1,1,0,0,NONACTIVE_CLASS,0,0,0,PROTECTED,1,1,0,0,,,,,0,0,0,0,0,0,0,0,0,0,12,160,NPC_VENDOR|NOT_SEED_SOURCE
1891,bundle_of_sea_foliage,PROTECTED,KNOWN_PROVENANCE_NOT_YET_CLASSIFIED,0,0,1,1,0,0,NONACTIVE_CLASS,0,0,0,PROTECTED,1,1,0,0,,,,,0,0,0,0,0,0,0,0,0,0,12,113,NPC_VENDOR|NOT_SEED_SOURCE
1892,onz_of_desalinator,PROTECTED,KNOWN_PROVENANCE_NOT_YET_CLASSIFIED,0,0,1,1,0,0,NONACTIVE_CLASS,0,0,0,PROTECTED,1,1,0,0,,,,,0,0,0,0,0,0,0,0,0,0,12,25,NPC_VENDOR|NOT_SEED_SOURCE
1893,onz_of_salinator,PROTECTED,KNOWN_PROVENANCE_NOT_YET_CLASSIFIED,0,0,1,1,0,0,NONACTIVE_CLASS,0,0,0,PROTECTED,1,1,0,0,,,,,0,0,0,0,0,0,0,0,0,0,12,160,NPC_VENDOR
1894,goldfish_set,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,1,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,12,0,NO_AUCTION|EXCLUSIVE|NO_NPC_SALE|NO_BASE_SELL_VALUE|NO_PRICE_ANCHOR
1895,freshwater_fish_set,STAPLE,ORDINARY_STACKABLE_COMMODITY,1,1,0,1,1,0,MATURITY_GATE_PENDING,0,0,0,PROTECTED,1,0,0,0,,,,,0,0,0,1,1,0,0,0,0,0,12,1462,NOT_SEED_SOURCE
1896,saltwater_fish_set,STAPLE,ORDINARY_STACKABLE_COMMODITY,1,1,0,1,1,0,MATURITY_GATE_PENDING,0,0,0,PROTECTED,1,0,0,0,,,,,0,0,0,1,1,0,0,0,0,0,12,1462,NOT_SEED_SOURCE
1897,hopipi_doll,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,1,0,0,0,,,,,0,0,0,0,0,0,0,0,1,0,1,0,NO_AUCTION|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
1898,vial_of_fresh_blood,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,1,0,0,0,,,,,0,0,0,0,0,0,0,0,1,0,1,0,NO_AUCTION|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
1899,high-quality_euvhi_organ,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,1,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,1,0,NO_AUCTION|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
1900,high-quality_aern_organ,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,1,0,0,0,,,,,0,0,0,0,0,0,0,0,0,0,1,0,NO_AUCTION|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
1901,vice_of_antipathy,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,1,0,0,0,,,,,0,0,0,0,0,0,0,0,1,0,1,0,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
1902,vice_of_avarice,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,1,0,0,0,,,,,0,0,0,0,0,0,0,0,1,0,1,0,NO_AUCTION|EXCLUSIVE|RARE|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
