itemid,name,vendor_price_min,vendor_price_max,has_hard_floor,priced_source_count,vendor_source_count,gated_source_count,source_types,source_files
4218,AIR_RIDER,100,100,1,1,1,0,GENERAL,scripts/zones/Port_Jeuno/npcs/Kindlix.lua
4219,STONE_QUIVER,400,400,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
4220,BONE_QUIVER,680,680,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
4221,BEETLE_QUIVER,1350,1350,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
4222,HORN_QUIVER,2340,2340,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
4223,SCORPION_QUIVER,3500,3500,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
4224,DEMON_QUIVER,7000,7000,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
4225,IRON_QUIVER,1200,1200,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
4226,SILVER_QUIVER,2040,2040,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
4227,BRONZE_BOLT_QUIVER,400,400,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
4228,MYTHRIL_BOLT_QUIVER,3500,3500,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
4229,DARKSTEEL_BOLT_QUIVER,5580,5580,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
4238,INFERNO_CRYSTAL,3000,3000,1,1,1,0,GENERAL,scripts/globals/conquest.lua|scripts/globals/shop.lua
4239,GLACIER_CRYSTAL,,,0,0,0,0,,scripts/globals/conquest.lua
4240,CYCLONE_CRYSTAL,3000,3000,1,1,1,0,GENERAL,scripts/globals/conquest.lua|scripts/globals/shop.lua
4241,TERRA_CRYSTAL,3000,3000,1,1,1,0,GENERAL,scripts/globals/conquest.lua|scripts/globals/shop.lua
4242,PLASMA_CRYSTAL,,,0,0,0,0,,scripts/globals/conquest.lua
4243,TORRENT_CRYSTAL,,,0,0,0,0,,scripts/globals/conquest.lua
4244,AURORA_CRYSTAL,,,0,0,0,0,,scripts/globals/conquest.lua
4245,TWILIGHT_CRYSTAL,,,0,0,0,0,,scripts/globals/conquest.lua
4250,CRACKLER,22,22,1,1,1,0,GENERAL,scripts/zones/Port_Jeuno/npcs/Kindlix.lua
4251,FESTIVE_FAN,25,25,1,1,1,0,GENERAL,scripts/zones/Port_Jeuno/npcs/Pyropox.lua
4252,SUMMER_FAN,25,25,1,1,1,0,GENERAL,scripts/zones/Port_Jeuno/npcs/Pyropox.lua
4253,SPIRIT_MASQUE,50,50,1,1,1,0,GENERAL,scripts/zones/Port_Jeuno/npcs/Pyropox.lua
4256,OUKA_RANMAN,25,30,1,2,2,0,GENERAL,scripts/globals/shop.lua|scripts/zones/Port_Jeuno/npcs/Pyropox.lua
4257,PAPILLION,300,300,1,1,1,0,GENERAL,scripts/zones/Port_Jeuno/npcs/Kindlix.lua
4299,FLASK_OF_ORANGE_AU_LAIT,150,150,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
4300,FLASK_OF_APPLE_AU_LAIT,300,300,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
4301,FLASK_OF_PEAR_AU_LAIT,600,600,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
4303,FLASK_OF_PERSIKOS_AU_LAIT,2100,2100,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
4352,DERFLAND_PEAR,,,0,0,0,0,,scripts/globals/shop.lua
4356,LOAF_OF_WHITE_BREAD,180,220,1,4,4,3,GENERAL|NATION,scripts/zones/Northern_San_dOria/npcs/Boncort.lua|scripts/zones/Port_San_dOria/npcs/Croumangue.lua|scripts/zones/Southern_San_dOria/npcs/Shilah.lua|scripts/zones/Upper_Jeuno/npcs/Glyke.lua
4359,SLICE_OF_DHALMEL_MEAT,,,0,0,0,0,,scripts/globals/shop.lua
4362,LIZARD_EGG,100,100,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
4363,FAERIE_APPLE,38,47,1,2,2,2,GLOBAL_SHOP_STOCK|NATION,scripts/globals/shop.lua|scripts/zones/Southern_San_dOria/npcs/Aveline.lua
4364,LOAF_OF_BLACK_BREAD,108,132,1,3,3,3,NATION,scripts/zones/Northern_San_dOria/npcs/Boncort.lua|scripts/zones/Port_San_dOria/npcs/Croumangue.lua|scripts/zones/Southern_San_dOria/npcs/Shilah.lua|scripts/zones/Tavnazian_Safehold/npcs/Komalata.lua
4365,ROLANBERRY,120,120,1,2,2,0,GENERAL,scripts/zones/Port_Jeuno/npcs/Gekko.lua|scripts/zones/Upper_Jeuno/npcs/Champalpieu.lua
4366,LA_THEINE_CABBAGE,21,26,1,2,2,2,GLOBAL_SHOP_STOCK|NATION,scripts/globals/shop.lua|scripts/zones/Southern_San_dOria/npcs/Aveline.lua
4370,POT_OF_HONEY,200,200,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
4371,SLICE_OF_GRILLED_HARE,184,184,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
4372,SLICE_OF_GIANT_SHEEP_MEAT,,,0,0,0,0,,scripts/globals/shop.lua
4375,DANCESHROOM,,,0,0,0,0,,scripts/globals/shop.lua
4376,STRIP_OF_MEAT_JERKY,108,132,1,7,7,4,GENERAL|GENERAL_FAME|GLOBAL_SHOP_STOCK|NATION,scripts/globals/shop.lua|scripts/zones/Bastok_Mines/npcs/Griselda.lua|scripts/zones/Mhaura/npcs/Pikini-Mikini.lua|scripts/zones/Northern_San_dOria/npcs/Boncort.lua|scripts/zones/Rabao/npcs/Scamplix.lua|scripts/zones/Tavnazian_Safehold/npcs/Komalata.lua|scripts/zones/Windurst_Waters/npcs/Ness_Rugetomal.lua
4378,JUG_OF_SELBINA_MILK,54,67,1,3,3,2,GENERAL_FAME|GLOBAL_SHOP_STOCK,scripts/globals/shop.lua|scripts/zones/Selbina/npcs/Dohdjuma.lua
4380,SMOKED_SALMON,198,242,1,1,1,1,NATION,scripts/zones/Northern_San_dOria/npcs/Boncort.lua
4381,MEAT_MITHKABOB,720,720,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
4382,FROST_TURNIP,29,36,1,1,1,1,NATION,scripts/globals/shop.lua|scripts/zones/Southern_San_dOria/npcs/Aveline.lua
4388,EGGPLANT,,,0,0,0,0,,scripts/globals/shop.lua
4389,SAN_DORIAN_CARROT,29,36,1,1,1,1,NATION,scripts/globals/shop.lua|scripts/zones/Southern_San_dOria/npcs/Aveline.lua|scripts/zones/Tavnazian_Safehold/npcs/Komalata.lua
4390,MITHRAN_TOMATO,36,44,1,1,1,0,GENERAL_FAME,scripts/globals/shop.lua|scripts/zones/Kazham/npcs/Ghemi_Sinterilo.lua
4391,BRETZEL,21,27,1,4,4,4,NATION,scripts/zones/Bastok_Mines/npcs/Griselda.lua|scripts/zones/Metalworks/npcs/Tomasa.lua|scripts/zones/Port_Bastok/npcs/Melloa.lua|scripts/zones/Port_Bastok/npcs/Sawyer.lua
4392,SARUTA_ORANGE,29,36,1,2,2,2,GLOBAL_SHOP_STOCK|NATION,scripts/globals/shop.lua|scripts/zones/Southern_San_dOria/npcs/Aveline.lua
4393,ORANGE_KUCHEN,877,1072,1,1,1,1,NATION,scripts/zones/Windurst_Waters/npcs/Taajiji.lua
4394,GINGER_COOKIE,10,13,1,3,3,2,GENERAL_FAME|GLOBAL_SHOP_STOCK|NATION,scripts/globals/shop.lua|scripts/zones/Windurst_Waters/npcs/Ness_Rugetomal.lua
4396,SAUSAGE_ROLL,250,305,1,1,1,1,NATION,scripts/zones/Metalworks/npcs/Tomasa.lua
4397,CINNA_COOKIE,13,16,1,1,1,1,NATION,scripts/zones/Windurst_Waters/npcs/Ness_Rugetomal.lua
4398,FISH_MITHKABOB,972,1188,1,2,2,1,GENERAL_FAME|GLOBAL_SHOP_STOCK,scripts/globals/shop.lua|scripts/zones/Kazham/npcs/Nuh_Celodehki.lua
4404,ROAST_TROUT,540,660,1,1,1,1,NATION,scripts/zones/Port_San_dOria/npcs/Croumangue.lua
4405,RICE_BALL,144,176,1,2,2,1,GENERAL_FAME|GLOBAL_SHOP_STOCK,scripts/globals/shop.lua|scripts/zones/Lower_Jeuno/npcs/Ghebi_Damomohe.lua
4406,BAKED_APPLE,440,440,1,1,1,0,GENERAL,scripts/zones/Upper_Jeuno/npcs/Glyke.lua
4407,CARP_SUSHI,648,792,1,1,1,1,NATION,scripts/zones/Windurst_Waters/npcs/Ness_Rugetomal.lua
4408,TORTILLA,126,154,1,2,2,1,GENERAL|NATION,scripts/zones/Upper_Jeuno/npcs/Glyke.lua|scripts/zones/Windurst_Waters/npcs/Taajiji.lua
4409,HARD_BOILED_EGG,72,88,1,1,1,1,NATION,scripts/zones/Metalworks/npcs/Tomasa.lua
4410,ROAST_MUSHROOM,309,378,1,2,2,1,GENERAL_FAME|GLOBAL_SHOP_STOCK,scripts/globals/shop.lua|scripts/zones/Kazham/npcs/Nuh_Celodehki.lua
4411,DHALMEL_PIE,756,924,1,1,1,1,NATION,scripts/zones/Windurst_Waters/npcs/Taajiji.lua
4412,THUNDERMELON,292,357,1,2,2,1,GENERAL_FAME|GLOBAL_SHOP_STOCK,scripts/globals/shop.lua|scripts/zones/Rabao/npcs/Scamplix.lua
4413,APPLE_PIE,320,320,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
4415,EAR_OF_ROASTED_CORN,,,0,0,0,0,,scripts/globals/shop.lua
4416,BOWL_OF_PEA_SOUP,1400,1400,1,1,1,0,GENERAL,scripts/zones/Upper_Jeuno/npcs/Glyke.lua
4417,BOWL_OF_EGG_SOUP,2942,3630,1,3,3,3,NATION,scripts/zones/Metalworks/npcs/Tomasa.lua|scripts/zones/Port_Bastok/npcs/Melloa.lua|scripts/zones/Port_Bastok/npcs/Sawyer.lua
4419,BOWL_OF_MUSHROOM_SOUP,6300,7700,1,2,2,2,NATION,scripts/zones/Port_San_dOria/npcs/Croumangue.lua|scripts/zones/Southern_San_dOria/npcs/Shilah.lua
4421,MELON_PIE,800,800,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
4422,BOTTLE_OF_ORANGE_JUICE,180,220,1,5,5,3,GENERAL|GLOBAL_SHOP_STOCK|NATION,scripts/globals/shop.lua|scripts/zones/Lower_Jeuno/npcs/Yoskolo.lua|scripts/zones/Upper_Jeuno/npcs/Glyke.lua|scripts/zones/Windurst_Waters/npcs/Ness_Rugetomal.lua|scripts/zones/Windurst_Waters/npcs/Taajiji.lua
4423,BOTTLE_OF_APPLE_JUICE,270,330,1,4,4,2,GENERAL|NATION,scripts/zones/Lower_Jeuno/npcs/Yoskolo.lua|scripts/zones/Northern_San_dOria/npcs/Boncort.lua|scripts/zones/Port_San_dOria/npcs/Croumangue.lua|scripts/zones/Upper_Jeuno/npcs/Glyke.lua
4424,BOTTLE_OF_MELON_JUICE,990,1210,1,7,7,5,GENERAL|GLOBAL_SHOP_STOCK|NATION,scripts/globals/shop.lua|scripts/zones/Bastok_Mines/npcs/Griselda.lua|scripts/zones/Lower_Jeuno/npcs/Yoskolo.lua|scripts/zones/Metalworks/npcs/Tomasa.lua|scripts/zones/Port_Bastok/npcs/Melloa.lua|scripts/zones/Port_Bastok/npcs/Sawyer.lua|scripts/zones/Upper_Jeuno/npcs/Glyke.lua
4425,BOTTLE_OF_TOMATO_JUICE,288,352,1,1,1,1,NATION,scripts/zones/Windurst_Waters/npcs/Ness_Rugetomal.lua
4431,BUNCH_OF_SAN_DORIAN_GRAPES,68,83,1,2,2,2,GLOBAL_SHOP_STOCK|NATION,scripts/globals/shop.lua|scripts/zones/Southern_San_dOria/npcs/Aveline.lua
4432,KAZHAM_PINEAPPLE,54,66,1,2,2,1,GENERAL_FAME|GLOBAL_SHOP_STOCK,scripts/globals/shop.lua|scripts/zones/Kazham/npcs/Ghemi_Sinterilo.lua
4433,BOWL_OF_DHALMEL_STEW,2335,2854,1,1,1,1,NATION,scripts/zones/Windurst_Waters/npcs/Taajiji.lua
4434,PLATE_OF_MUSHROOM_RISOTTO,4500,5500,1,2,2,2,NATION,scripts/zones/Southern_San_dOria/npcs/Shilah.lua|scripts/zones/Windurst_Waters/npcs/Taajiji.lua
4436,BAKED_POPOTO,288,352,1,3,3,3,NATION,scripts/zones/Metalworks/npcs/Tomasa.lua|scripts/zones/Port_Bastok/npcs/Melloa.lua|scripts/zones/Port_Bastok/npcs/Sawyer.lua
4437,SLICE_OF_ROAST_MUTTON,648,792,1,3,3,2,GENERAL|NATION,scripts/zones/Port_Bastok/npcs/Melloa.lua|scripts/zones/Port_Bastok/npcs/Sawyer.lua|scripts/zones/Upper_Jeuno/npcs/Glyke.lua
4438,DHALMEL_STEAK,1296,1584,1,1,1,1,NATION,scripts/zones/Windurst_Waters/npcs/Taajiji.lua
4440,BOWL_OF_WHITEFISH_STEW,5932,7251,1,1,1,1,NATION,scripts/zones/Windurst_Waters/npcs/Taajiji.lua
4441,BOTTLE_OF_GRAPE_JUICE,837,1116,1,6,6,3,GENERAL|NATION,scripts/globals/shop.lua|scripts/zones/Lower_Jeuno/npcs/Yoskolo.lua|scripts/zones/Northern_San_dOria/npcs/Boncort.lua|scripts/zones/Port_San_dOria/npcs/Croumangue.lua|scripts/zones/Southern_San_dOria/npcs/Shilah.lua|scripts/zones/Upper_Jeuno/npcs/Glyke.lua
4442,BOTTLE_OF_PINEAPPLE_JUICE,357,440,1,6,6,4,GENERAL|NATION,scripts/zones/Bastok_Mines/npcs/Griselda.lua|scripts/zones/Lower_Jeuno/npcs/Yoskolo.lua|scripts/zones/Metalworks/npcs/Tomasa.lua|scripts/zones/Port_Bastok/npcs/Melloa.lua|scripts/zones/Port_Bastok/npcs/Sawyer.lua|scripts/zones/Upper_Jeuno/npcs/Glyke.lua
4444,RARAB_TAIL,,,0,0,0,0,,scripts/globals/shop.lua
4445,YAGUDO_CHERRY,,,0,0,0,0,,scripts/globals/shop.lua
4446,PUMPKIN_PIE,1200,1200,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
4450,CORAL_FUNGUS,755,755,1,1,1,0,GENERAL,scripts/globals/shop.lua|scripts/zones/Oldton_Movalpolos/npcs/Bartabaq.lua
4455,BOWL_OF_PEBBLE_SOUP,180,220,1,5,5,5,NATION,scripts/zones/Metalworks/npcs/Tomasa.lua|scripts/zones/Port_Bastok/npcs/Melloa.lua|scripts/zones/Port_Bastok/npcs/Sawyer.lua|scripts/zones/Port_San_dOria/npcs/Croumangue.lua|scripts/zones/Southern_San_dOria/npcs/Shilah.lua
4456,BOILED_CRAB,900,2475,1,3,3,2,GENERAL|GLOBAL_SHOP_STOCK|NATION,scripts/globals/shop.lua|scripts/zones/Upper_Jeuno/npcs/Glyke.lua|scripts/zones/Windurst_Waters/npcs/Ness_Rugetomal.lua
4457,EEL_KABOB,2700,3300,1,2,2,0,GENERAL_FAME,scripts/zones/Kazham/npcs/Nuh_Celodehki.lua|scripts/zones/Lower_Jeuno/npcs/Ghebi_Damomohe.lua
4458,LOAF_OF_GOBLIN_BREAD,270,330,1,2,2,0,GENERAL|GENERAL_FAME,scripts/zones/Lower_Jeuno/npcs/Pawkrix.lua|scripts/zones/Rabao/npcs/Scamplix.lua
4459,NEBIMONITE_BAKE,1620,1980,1,1,1,1,NATION,scripts/zones/Windurst_Waters/npcs/Ness_Rugetomal.lua
4466,SPICY_CRACKER,450,450,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
4467,GARLIC_CRACKER,3,4,1,1,1,0,GENERAL_FAME,scripts/zones/Lower_Jeuno/npcs/Ghebi_Damomohe.lua
4468,BUNCH_OF_PAMAMAS,72,88,1,1,1,0,GENERAL_FAME,scripts/globals/shop.lua|scripts/zones/Kazham/npcs/Ghemi_Sinterilo.lua
4488,JACK_O_LANTERN,1000,1000,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
4490,PICKLED_HERRING,432,528,1,2,2,1,GENERAL_FAME|NATION,scripts/zones/Bastok_Mines/npcs/Griselda.lua|scripts/zones/Selbina/npcs/Dohdjuma.lua
4491,WATERMELON,180,220,1,2,2,1,GENERAL_FAME|GLOBAL_SHOP_STOCK,scripts/globals/shop.lua|scripts/zones/Rabao/npcs/Scamplix.lua
4492,BOWL_OF_PULS,540,660,1,2,2,2,NATION,scripts/zones/Southern_San_dOria/npcs/Shilah.lua|scripts/zones/Windurst_Waters/npcs/Taajiji.lua
4493,CUP_OF_WINDURSTIAN_TEA,180,220,1,1,1,1,NATION,scripts/zones/Windurst_Waters/npcs/Taajiji.lua
4494,POT_OF_SAN_DORIAN_TEA,2494,3049,1,1,1,1,NATION,scripts/zones/Southern_San_dOria/npcs/Shilah.lua
4495,CHUNK_OF_GOBLIN_CHOCOLATE,35,35,1,1,1,0,GENERAL,scripts/zones/Lower_Jeuno/npcs/Pawkrix.lua
4499,LOAF_OF_IRON_BREAD,90,110,1,5,5,4,GENERAL|NATION,scripts/zones/Bastok_Mines/npcs/Griselda.lua|scripts/zones/Metalworks/npcs/Tomasa.lua|scripts/zones/Port_Bastok/npcs/Melloa.lua|scripts/zones/Port_Bastok/npcs/Sawyer.lua|scripts/zones/Upper_Jeuno/npcs/Glyke.lua
4503,BUNCH_OF_BUBURIMU_GRAPES,,,0,0,0,0,,scripts/globals/shop.lua
4505,HANDFUL_OF_SUNFLOWER_SEEDS,,,0,0,0,0,,scripts/globals/shop.lua
4506,MUTTON_TORTILLA,5103,6237,1,1,1,1,NATION,scripts/zones/Windurst_Waters/npcs/Taajiji.lua
4509,FLASK_OF_DISTILLED_WATER,10,13,1,21,21,11,GENERAL|GENERAL_FAME|GLOBAL_SHOP_STOCK|NATION,scripts/globals/shop.lua|scripts/zones/Aht_Urhgan_Whitegate/npcs/Gavrie.lua|scripts/zones/Bastok_Mines/npcs/Griselda.lua|scripts/zones/Kazham/npcs/Pahya_Lolohoiv.lua|scripts/zones/Lower_Jeuno/npcs/Yoskolo.lua|scripts/zones/Metalworks/npcs/Tomasa.lua|scripts/zones/Mhaura/npcs/Pikini-Mikini.lua|scripts/zones/Northern_San_dOria/npcs/Boncort.lua|scripts/zones/Port_Bastok/npcs/Melloa.lua|scripts/zones/Port_Bastok/npcs/Sawyer.lua|scripts/zones/Port_Jeuno/npcs/Leyla.lua|scripts/zones/Port_San_dOria/npcs/Croumangue.lua|scripts/zones/Rabao/npcs/Scamplix.lua|scripts/zones/Selbina/npcs/Dohdjuma.lua|scripts/zones/Southern_San_dOria/npcs/Benaige.lua|scripts/zones/Southern_San_dOria/npcs/Shilah.lua|scripts/zones/Tavnazian_Safehold/npcs/Komalata.lua|scripts/zones/Upper_Jeuno/npcs/Leillaine.lua|scripts/zones/Windurst_Waters/npcs/Ness_Rugetomal.lua|scripts/zones/Windurst_Waters/npcs/Taajiji.lua|scripts/zones/Windurst_Woods/npcs/Wije_Tiren.lua
4510,ACORN_COOKIE,21,26,1,2,2,2,GLOBAL_SHOP_STOCK|NATION,scripts/globals/shop.lua|scripts/zones/Windurst_Waters/npcs/Ness_Rugetomal.lua
4533,BOWL_OF_DELICIOUS_PULS,1080,1320,1,1,1,1,NATION,scripts/zones/Southern_San_dOria/npcs/Shilah.lua
4535,BOILED_CRAYFISH,360,440,1,1,1,1,NATION,scripts/zones/Port_San_dOria/npcs/Croumangue.lua
4536,BLACKENED_FROG,3065,3746,1,1,1,0,GENERAL_FAME,scripts/zones/Kazham/npcs/Nuh_Celodehki.lua
4537,ROAST_CARP,468,572,1,1,1,1,NATION,scripts/zones/Port_San_dOria/npcs/Croumangue.lua
4538,ROAST_PIPIRA,828,1012,1,2,2,2,GLOBAL_SHOP_STOCK|NATION,scripts/globals/shop.lua|scripts/zones/Windurst_Waters/npcs/Ness_Rugetomal.lua
4539,GOBLIN_PIE,650,650,1,1,1,0,GENERAL,scripts/zones/Lower_Jeuno/npcs/Pawkrix.lua
4543,GOBLIN_MUSHPOT,1140,1140,1,1,1,0,GENERAL,scripts/zones/Lower_Jeuno/npcs/Pawkrix.lua
4545,BUNCH_OF_GYSAHL_GREENS,60,74,1,8,8,3,GENERAL|GENERAL_FAME|NATION,scripts/globals/shop.lua|scripts/zones/Bastok_Mines/npcs/Neigepance.lua|scripts/zones/Kazham/npcs/Mamerie.lua|scripts/zones/Lower_Jeuno/npcs/Rhimonne.lua|scripts/zones/Port_Jeuno/npcs/Challoux.lua|scripts/zones/Rabao/npcs/Generoit.lua|scripts/zones/Southern_San_dOria/npcs/Ferdoulemiont.lua|scripts/zones/Upper_Jeuno/npcs/Mejuone.lua|scripts/zones/Windurst_Woods/npcs/Quesse.lua
4554,SERVING_OF_SHALLOPS_TROPICALE,11372,13899,1,1,1,1,NATION,scripts/zones/Windurst_Waters/npcs/Taajiji.lua
4555,WINDURST_SALAD,1674,2046,1,2,2,1,GENERAL|NATION,scripts/zones/Upper_Jeuno/npcs/Glyke.lua|scripts/zones/Windurst_Waters/npcs/Taajiji.lua
4556,SERVING_OF_ICECAP_ROLANBERRY,5544,5544,1,2,2,1,GENERAL|GLOBAL_SHOP_STOCK,scripts/globals/shop.lua|scripts/zones/Lower_Jeuno/npcs/Yoskolo.lua
4558,BOTTLE_OF_YAGUDO_DRINK,2000,2000,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
4559,SERVING_OF_HERB_QUUS,4485,5482,1,2,2,0,GENERAL|GENERAL_FAME,scripts/zones/Selbina/npcs/Dohdjuma.lua|scripts/zones/Upper_Jeuno/npcs/Glyke.lua
4560,BOWL_OF_VEGETABLE_SOUP,1355,1656,1,2,2,2,NATION,scripts/zones/Port_San_dOria/npcs/Croumangue.lua|scripts/zones/Southern_San_dOria/npcs/Shilah.lua
4570,BIRD_EGG,49,61,1,3,3,3,NATION,scripts/zones/Port_Bastok/npcs/Denvihr.lua|scripts/zones/Port_San_dOria/npcs/Albinie.lua|scripts/zones/Port_Windurst/npcs/Uli_Pehkowa.lua
4571,CLUMP_OF_BEAUGREENS,,,0,0,0,0,,scripts/globals/shop.lua
4572,SERVING_OF_BEAUGREEN_SAUTE,1633,1996,1,2,2,2,NATION,scripts/zones/Southern_San_dOria/npcs/Shilah.lua|scripts/zones/Windurst_Waters/npcs/Taajiji.lua
4578,SAUSAGE,140,171,1,3,3,3,NATION,scripts/zones/Metalworks/npcs/Tomasa.lua|scripts/zones/Port_Bastok/npcs/Melloa.lua|scripts/zones/Port_Bastok/npcs/Sawyer.lua
4591,LOAF_OF_PUMPERNICKEL,143,176,1,2,2,2,NATION,scripts/zones/Port_Bastok/npcs/Melloa.lua|scripts/zones/Port_Bastok/npcs/Sawyer.lua
4609,SCROLL_OF_CURE,60,74,1,3,3,3,NATION,scripts/zones/Bastok_Markets/npcs/Sororo.lua|scripts/zones/Port_San_dOria/npcs/Regine.lua|scripts/zones/Port_Windurst/npcs/Kususu.lua
4610,SCROLL_OF_CURE_II,585,715,1,4,4,3,GENERAL_FAME|NATION,scripts/zones/Bastok_Markets/npcs/Sororo.lua|scripts/zones/Port_San_dOria/npcs/Regine.lua|scripts/zones/Port_Windurst/npcs/Kususu.lua|scripts/zones/Selbina/npcs/Quelpia.lua
4611,SCROLL_OF_CURE_III,3261,3986,1,2,2,1,GENERAL_FAME|NATION,scripts/zones/Selbina/npcs/Quelpia.lua|scripts/zones/Windurst_Waters/npcs/Shohrun-Tuhrun.lua
4612,SCROLL_OF_CURE_IV,23400,23400,1,2,2,0,GENERAL,scripts/zones/Al_Zahbi/npcs/Zafif.lua|scripts/zones/Lower_Jeuno/npcs/Hasim.lua
4614,SCROLL_OF_CURE_VI,138069,168751,1,1,1,0,GENERAL_FAME,scripts/zones/Rabao/npcs/Brave_Ox.lua
4615,SCROLL_OF_CURAGA,1363,1666,1,3,3,3,NATION,scripts/zones/Bastok_Markets/npcs/Sororo.lua|scripts/zones/Port_San_dOria/npcs/Regine.lua|scripts/zones/Port_Windurst/npcs/Kususu.lua
4616,SCROLL_OF_CURAGA_II,10080,12320,1,3,3,0,GENERAL|GENERAL_FAME,scripts/zones/Al_Zahbi/npcs/Zafif.lua|scripts/zones/Lower_Jeuno/npcs/Hasim.lua|scripts/zones/Selbina/npcs/Quelpia.lua
4617,SCROLL_OF_CURAGA_III,19932,19932,1,2,2,0,GENERAL,scripts/zones/Al_Zahbi/npcs/Zafif.lua|scripts/zones/Lower_Jeuno/npcs/Hasim.lua
4620,SCROLL_OF_RAISE,5178,6329,1,2,2,1,GENERAL_FAME|NATION,scripts/zones/Selbina/npcs/Quelpia.lua|scripts/zones/Windurst_Waters/npcs/Shohrun-Tuhrun.lua
4622,SCROLL_OF_POISONA,180,220,1,3,3,3,NATION,scripts/zones/Bastok_Markets/npcs/Sororo.lua|scripts/zones/Port_San_dOria/npcs/Regine.lua|scripts/zones/Port_Windurst/npcs/Kususu.lua
4623,SCROLL_OF_PARALYNA,324,396,1,3,3,3,NATION,scripts/zones/Bastok_Markets/npcs/Sororo.lua|scripts/zones/Port_San_dOria/npcs/Regine.lua|scripts/zones/Port_Windurst/npcs/Kususu.lua
4624,SCROLL_OF_BLINDNA,990,1210,1,3,3,3,NATION,scripts/zones/Bastok_Markets/npcs/Sororo.lua|scripts/zones/Port_San_dOria/npcs/Regine.lua|scripts/zones/Port_Windurst/npcs/Kususu.lua
4625,SCROLL_OF_SILENA,2330,2330,1,2,2,0,GENERAL,scripts/zones/Al_Zahbi/npcs/Zafif.lua|scripts/zones/Lower_Jeuno/npcs/Hasim.lua
4626,SCROLL_OF_STONA,19200,19200,1,2,2,0,GENERAL,scripts/zones/Al_Zahbi/npcs/Zafif.lua|scripts/zones/Lower_Jeuno/npcs/Hasim.lua
4627,SCROLL_OF_VIRUNA,13300,13300,1,2,2,0,GENERAL,scripts/zones/Al_Zahbi/npcs/Zafif.lua|scripts/zones/Lower_Jeuno/npcs/Hasim.lua
4628,SCROLL_OF_CURSNA,8586,8586,1,2,2,0,GENERAL,scripts/zones/Al_Zahbi/npcs/Zafif.lua|scripts/zones/Lower_Jeuno/npcs/Hasim.lua
4629,SCROLL_OF_HOLY,31500,38500,1,3,3,0,GENERAL|GENERAL_FAME,scripts/zones/Al_Zahbi/npcs/Zafif.lua|scripts/zones/Lower_Jeuno/npcs/Hasim.lua|scripts/zones/Selbina/npcs/Quelpia.lua
4631,SCROLL_OF_DIA,81,101,1,3,3,3,NATION,scripts/zones/Bastok_Markets/npcs/Sororo.lua|scripts/zones/Port_San_dOria/npcs/Regine.lua|scripts/zones/Port_Windurst/npcs/Kususu.lua
4632,SCROLL_OF_DIA_II,10080,12320,1,2,2,1,GENERAL_FAME|NATION,scripts/zones/Selbina/npcs/Quelpia.lua|scripts/zones/Windurst_Waters/npcs/Shohrun-Tuhrun.lua
4633,SCROLL_OF_DIA_III,139135,139135,1,1,1,0,GENERAL,scripts/zones/Lower_Jeuno/npcs/Hasim.lua
4636,SCROLL_OF_BANISH,140,171,1,3,3,3,NATION,scripts/zones/Bastok_Markets/npcs/Sororo.lua|scripts/zones/Port_San_dOria/npcs/Regine.lua|scripts/zones/Port_Windurst/npcs/Kususu.lua
4637,SCROLL_OF_BANISH_II,8100,9900,1,2,2,1,GENERAL_FAME|NATION,scripts/zones/Selbina/npcs/Quelpia.lua|scripts/zones/Windurst_Waters/npcs/Shohrun-Tuhrun.lua
