itemid,name,policy_family,recommended_class,policy_reason,seller_eligible,buyer_eligible,has_hard_floor,vendor_price_min,vendor_price_max,manual_review_required,source_confidence,source_signals,quest_reference_count,mission_reference_count,reward_like_reference_count,missing_item_enum_constant,internal_type,has_same_name_mirror,strong_internal_mirror,mirror_itemid,activation_ready,auto_live_promotion
4611,scroll_of_cure_iii,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,3624,3624,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4612,scroll_of_cure_iv,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,23400,23400,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4613,scroll_of_cure_v,SCROLL,PROTECTED,SCROLL_SOURCE_UNKNOWN,0,0,0,0,0,0,LOW,,0,0,0,0,0,0,0,0,0,0
4614,scroll_of_cure_vi,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,153410,153410,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4615,scroll_of_curaga,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,1515,1515,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4616,scroll_of_curaga_ii,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,11200,11200,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4617,scroll_of_curaga_iii,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,19932,19932,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4618,scroll_of_curaga_iv,SCROLL,PROTECTED,SCROLL_SOURCE_UNKNOWN,0,0,0,0,0,0,LOW,MISSING_ITEM_ENUM_CONSTANT,0,0,0,1,0,0,0,0,0,0
4619,scroll_of_curaga_v,SCROLL,PROTECTED,SCROLL_SOURCE_UNKNOWN,0,0,0,0,0,0,LOW,MISSING_ITEM_ENUM_CONSTANT,0,0,0,1,0,0,0,0,0,0
4620,scroll_of_raise,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,5754,5754,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4621,scroll_of_raise_ii,SCROLL,PROTECTED,SCROLL_SOURCE_UNKNOWN,0,0,0,0,0,0,LOW,,0,0,0,0,0,0,0,0,0,0
4622,scroll_of_poisona,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,200,200,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4623,scroll_of_paralyna,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,360,360,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4624,scroll_of_blindna,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,1100,1100,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4625,scroll_of_silena,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,2330,2330,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4626,scroll_of_stona,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,19200,19200,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4627,scroll_of_viruna,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,13300,13300,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4628,scroll_of_cursna,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,8586,8586,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4629,scroll_of_holy,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,35000,35000,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4630,scroll_of_holy_ii,SCROLL,PROTECTED,SCROLL_SOURCE_UNKNOWN,0,0,0,0,0,0,LOW,MISSING_ITEM_ENUM_CONSTANT,0,0,0,1,0,0,0,0,0,0
4631,scroll_of_dia,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,91,92,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4632,scroll_of_dia_ii,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,11200,11200,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4633,scroll_of_dia_iii,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,139135,139135,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4636,scroll_of_banish,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,156,156,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4637,scroll_of_banish_ii,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,9000,9000,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4638,scroll_of_banish_iii,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,66000,86000,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4641,scroll_of_diaga,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,1295,1295,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4646,scroll_of_banishga,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,1295,1295,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4647,scroll_of_banishga_ii,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,20000,20000,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4651,scroll_of_protect,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,244,244,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4652,scroll_of_protect_ii,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,7074,7074,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4653,scroll_of_protect_iii,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,32000,32000,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4654,scroll_of_protect_iv,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,85000,100000,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4655,scroll_of_protect_v,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,115425,115425,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4656,scroll_of_shell,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,1760,1760,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4657,scroll_of_shell_ii,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,17600,17600,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4658,scroll_of_shell_iii,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,26244,26244,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4659,scroll_of_shell_iv,SCROLL,PROTECTED,SCROLL_SOURCE_UNKNOWN,0,0,0,0,0,0,LOW,,0,0,0,0,0,0,0,0,0,0
4660,scroll_of_shell_v,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,135945,135945,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4661,scroll_of_blink,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,2330,2330,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4662,scroll_of_stoneskin,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,7732,7806,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4663,scroll_of_aquaveil,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,400,400,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4664,scroll_of_slow,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,921,930,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4665,scroll_of_haste,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,20000,20000,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4666,scroll_of_paralyze,SCROLL,PROTECTED,SCROLL_SOURCE_UNKNOWN,0,0,0,0,0,0,LOW,MISSING_ITEM_ENUM_CONSTANT,0,0,0,1,0,0,0,0,0,0
4667,scroll_of_silence,SCROLL,PROTECTED,SCROLL_SOURCE_UNKNOWN,0,0,0,0,0,0,LOW,MISSING_ITEM_ENUM_CONSTANT,0,0,0,1,0,0,0,0,0,0
4668,scroll_of_barfire,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,1760,1760,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4669,scroll_of_barblizzard,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,3624,3624,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4670,scroll_of_baraero,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,930,930,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4671,scroll_of_barstone,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,156,156,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4672,scroll_of_barthunder,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,5754,5754,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4673,scroll_of_barwater,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,360,360,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4674,scroll_of_barfira,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,1760,1760,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4675,scroll_of_barblizzara,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,3624,3624,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4676,scroll_of_baraera,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,930,930,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4677,scroll_of_barstonra,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,156,156,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4678,scroll_of_barthundra,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,5754,5754,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4679,scroll_of_barwatera,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,360,360,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4680,scroll_of_barsleep,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,244,244,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4681,scroll_of_barpoison,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,400,400,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4682,scroll_of_barparalyze,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,780,780,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4683,scroll_of_barblind,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,2030,2030,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4684,scroll_of_barsilence,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,4608,4608,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4685,scroll_of_barpetrify,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,15120,15120,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4686,scroll_of_barvirus,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,9600,9600,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4687,scroll_of_recall-jugner,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,60750,60750,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4688,scroll_of_recall-pashh,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,60750,60750,0,HIGH,SCRIPT_SHOP|QUEST_REFERENCE|BROAD_VENDOR_INDEX,1,0,0,0,0,0,0,0,0,0
4689,scroll_of_recall-meriph,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,60750,60750,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4690,scroll_of_baramnesia,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,30240,30240,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4691,scroll_of_baramnesra,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,30240,30240,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4692,scroll_of_haste_ii,SCROLL,PROTECTED,SCROLL_SOURCE_UNKNOWN,0,0,0,0,0,0,LOW,MISSING_ITEM_ENUM_CONSTANT,0,0,0,1,0,0,0,0,0,0
4694,scroll_of_barsleepra,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,244,244,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4695,scroll_of_barpoisonra,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,400,400,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4696,scroll_of_barparalyzra,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,780,780,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4697,scroll_of_barblindra,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,2030,2030,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4698,scroll_of_barsilencera,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,4608,4608,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4699,scroll_of_barpetra,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,15120,15120,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4700,scroll_of_barvira,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,9600,9600,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4701,scroll_of_cura,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,21840,21840,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4702,scroll_of_sacrifice,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,67600,67600,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4703,scroll_of_esuna,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,70200,70200,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4704,scroll_of_auspice,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,33660,33660,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4705,scroll_of_temper,SCROLL,PROTECTED,SCROLL_SOURCE_UNKNOWN,0,0,0,0,0,0,LOW,MISSING_ITEM_ENUM_CONSTANT,0,0,0,1,0,0,0,0,0,0
4706,scroll_of_enlight,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,100800,100800,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4707,scroll_of_endark,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,100800,100800,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4708,scroll_of_enfire,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,5160,5160,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4709,scroll_of_enblizzard,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,4098,4098,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4710,scroll_of_enaero,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,2500,2500,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4711,scroll_of_enstone,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,2030,2030,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4712,scroll_of_enthunder,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,1515,1515,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4713,scroll_of_enwater,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,7074,7074,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4714,scroll_of_phalanx,SCROLL,PROTECTED,SCROLL_SOURCE_UNKNOWN,0,0,0,0,0,0,LOW,,0,0,0,0,0,0,0,0,0,0
4715,scroll_of_reprisal,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,28500,28500,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4716,scroll_of_regen,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,4320,4320,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4717,scroll_of_refresh,SCROLL,PROTECTED,SCROLL_SOURCE_UNKNOWN,0,0,0,0,0,0,LOW,,0,0,0,0,0,0,0,0,0,0
4718,scroll_of_regen_ii,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,7830,7830,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4719,scroll_of_regen_iii,SCROLL,PROTECTED,SCROLL_SOURCE_UNKNOWN,0,0,0,0,0,0,LOW,,0,0,0,0,0,0,0,0,0,0
4720,scroll_of_flash,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,27000,35000,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4721,scroll_of_repose,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,33000,33000,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4722,scroll_of_enfire_ii,SCROLL,PROTECTED,SCROLL_SOURCE_UNKNOWN,0,0,0,0,0,0,LOW,MISSING_ITEM_ENUM_CONSTANT,0,0,0,1,0,0,0,0,0,0
4723,scroll_of_enblizzard_ii,SCROLL,PROTECTED,SCROLL_SOURCE_UNKNOWN,0,0,0,0,0,0,LOW,MISSING_ITEM_ENUM_CONSTANT,0,0,0,1,0,0,0,0,0,0
4724,scroll_of_enaero_ii,SCROLL,PROTECTED,SCROLL_SOURCE_UNKNOWN,0,0,0,0,0,0,LOW,MISSING_ITEM_ENUM_CONSTANT,0,0,0,1,0,0,0,0,0,0
4725,scroll_of_enstone_ii,SCROLL,PROTECTED,SCROLL_SOURCE_UNKNOWN,0,0,0,0,0,0,LOW,MISSING_ITEM_ENUM_CONSTANT,0,0,0,1,0,0,0,0,0,0
4726,scroll_of_enthunder_ii,SCROLL,PROTECTED,SCROLL_SOURCE_UNKNOWN,0,0,0,0,0,0,LOW,MISSING_ITEM_ENUM_CONSTANT,0,0,0,1,0,0,0,0,0,0
4727,scroll_of_enwater_ii,SCROLL,PROTECTED,SCROLL_SOURCE_UNKNOWN,0,0,0,0,0,0,LOW,MISSING_ITEM_ENUM_CONSTANT,0,0,0,1,0,0,0,0,0,0
4728,scroll_of_teleport-yhoat,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,34656,34656,0,HIGH,SCRIPT_SHOP|REWARD_LIKE_REFERENCE|BROAD_VENDOR_INDEX,0,0,1,0,0,0,0,0,0,0
4729,scroll_of_teleport-altep,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,34656,34656,0,HIGH,SCRIPT_SHOP|QUEST_REFERENCE|BROAD_VENDOR_INDEX,1,0,0,0,0,0,0,0,0,0
4730,scroll_of_teleport-holla,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,32176,32176,0,HIGH,SCRIPT_SHOP|REWARD_LIKE_REFERENCE|BROAD_VENDOR_INDEX,0,0,1,0,0,0,0,0,0,0
4731,scroll_of_teleport-dem,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,32176,32176,0,HIGH,SCRIPT_SHOP|QUEST_REFERENCE|BROAD_VENDOR_INDEX,1,0,0,0,0,0,0,0,0,0
4732,scroll_of_teleport-mea,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,32176,32176,0,HIGH,SCRIPT_SHOP|QUEST_REFERENCE|BROAD_VENDOR_INDEX,1,0,0,0,0,0,0,0,0,0
4733,scroll_of_protectra,SCROLL,PROTECTED,SCROLL_SOURCE_UNKNOWN,0,0,0,0,0,0,LOW,MISSING_ITEM_ENUM_CONSTANT,0,0,0,1,0,0,0,0,0,0
4734,scroll_of_protectra_ii,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,7074,7074,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4735,scroll_of_protectra_iii,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,19200,19200,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4736,scroll_of_protectra_iv,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,81000,95000,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4737,scroll_of_protectra_v,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,119240,119240,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4738,scroll_of_shellra,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,1760,1760,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4739,scroll_of_shellra_ii,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,14080,14080,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4740,scroll_of_shellra_iii,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,26244,26244,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4741,scroll_of_shellra_iv,SCROLL,PROTECTED,SCROLL_SOURCE_UNKNOWN,0,0,0,0,0,0,LOW,,0,0,0,0,0,0,0,0,0,0
4742,scroll_of_shellra_v,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,124540,124540,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4743,scroll_of_reraise,SCROLL,PROTECTED,SCROLL_SOURCE_UNKNOWN,0,0,0,0,0,0,LOW,MISSING_ITEM_ENUM_CONSTANT,0,0,0,1,0,0,0,0,0,0
4744,scroll_of_invisible,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,5754,5754,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
