itemid,name,policy_family,recommended_class,policy_reason,minimum_maturity,maturity_rule,seller_eligible,buyer_eligible,manual_review_required,vendor_item,pricing_ready,provenance_tags,activation_ready,auto_live_promotion
12627,wool_robe_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,MATURE,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
12628,battle_jupon_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,ADVANCED,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
12651,white_cloak_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,ADVANCED,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
12652,silk_coat_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,ADVANCED,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
12661,solid_mail,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,GROWING,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
12662,chainmail_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,ESTABLISHED,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
12663,strong_harness,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,MATURE,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
12664,brass_harness_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,GROWING,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
12665,brass_scale_mail_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,ESTABLISHED,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
12666,silver_mail_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,MATURE,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
12667,banded_mail_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,MATURE,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
12668,kenpogi_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,GROWING,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
12669,great_doublet,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,GROWING,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
12670,cloak_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,ESTABLISHED,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
12671,soil_gi_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,ESTABLISHED,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
12695,bronze_mittens_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,GROWING,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
12717,scorpion_gauntlets_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,FULL,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
12718,iron_mittens_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,MATURE,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
12744,cuffs_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,GROWING,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
12768,solid_finger_gauntlets,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,GROWING,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
12769,chain_mittens_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,ESTABLISHED,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
12770,brass_mittens_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,GROWING,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
12771,brass_finger_gauntlets_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,ESTABLISHED,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
12772,silver_mittens_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,ESTABLISHED,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
12773,gloves_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,GROWING,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
12774,tekko_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,GROWING,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
12775,mitts_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,GROWING,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
12776,great_gloves,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,GROWING,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
12777,cotton_tekko_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,ESTABLISHED,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
12778,linen_cuffs_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,ESTABLISHED,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
12779,bracers_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,ESTABLISHED,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
12780,linen_mitts_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,ESTABLISHED,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
12781,soil_tekko_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,ESTABLISHED,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
12782,wool_cuffs_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,MATURE,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
12783,wool_bracers_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,MATURE,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
12784,leather_gloves_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,GROWING,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
12785,fine_gloves,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,GROWING,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
12786,strong_gloves,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,ESTABLISHED,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
12787,cuir_gloves_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,ESTABLISHED,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
12788,bone_mittens_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,GROWING,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
12789,beetle_mittens_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,ESTABLISHED,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
12790,carapace_mittens_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,MATURE,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
12791,gauntlets_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,MATURE,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
12792,mufflers_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,MATURE,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
12793,mages_cuffs,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,MATURE,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
12794,mages_mitts,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,MATURE,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
12795,dino_gloves,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,MATURE,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
12823,bronze_subligar_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,GROWING,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
12863,solid_cuisses,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,GROWING,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
12890,chain_hose_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,ESTABLISHED,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
12891,iron_subligar_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,MATURE,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
12892,brass_subligar_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,GROWING,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
12893,brass_cuisses_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,ESTABLISHED,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
12894,silver_hose_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,MATURE,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
12895,breeches_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,MATURE,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
12896,brais_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,GROWING,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
12897,slops_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,GROWING,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
12898,slacks_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,GROWING,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
12899,sitabaki_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,GROWING,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
12900,great_brais,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,GROWING,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
12901,linen_slops_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,ESTABLISHED,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
12902,cotton_sitabaki_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,ESTABLISHED,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
12903,hose_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,ESTABLISHED,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
12904,linen_slacks_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,ESTABLISHED,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
12905,soil_sitabaki_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,ESTABLISHED,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
12906,wool_slops_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,MATURE,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
12907,wool_hose_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,MATURE,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
12908,leather_trousers_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,GROWING,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
12909,fine_trousers,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,GROWING,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
12910,strong_trousers,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,ESTABLISHED,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
12911,cuir_trousers_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,MATURE,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
12912,bone_subligar_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,ESTABLISHED,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
12913,beetle_subligar_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,ESTABLISHED,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
12914,carapace_subligar_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,MATURE,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
12916,cuisses_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,MATURE,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
12917,mages_slacks,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,MATURE,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
12918,mages_slops,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,MATURE,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
12919,dino_trousers,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,MATURE,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
12925,shinobi_hakama_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,ADVANCED,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
12926,white_slacks_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,ADVANCED,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
12927,silk_slops_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,ADVANCED,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
12951,bronze_leggings_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,GROWING,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
12971,leather_highboots_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,GROWING,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
12983,ash_clogs_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,GROWING,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
12991,holly_clogs_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,GROWING,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
13022,chestnut_sabots_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,ESTABLISHED,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
13023,ebony_sabots_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,MATURE,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
13024,solid_greaves,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,GROWING,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
13025,greaves_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,ESTABLISHED,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
13026,leggings_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,MATURE,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
13027,brass_leggings_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,GROWING,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT|DESYNTH_INPUT,0,0
13028,brass_greaves_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,ESTABLISHED,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
13029,silver_greaves_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,MATURE,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
13030,gaiters_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,GROWING,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
13031,kyahan_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,GROWING,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
13032,great_gaiters,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,GROWING,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
13033,cotton_kyahan_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,ESTABLISHED,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
13034,socks_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,ESTABLISHED,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
13035,soil_kyahan_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,ESTABLISHED,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
13036,wool_socks_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,MATURE,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
13037,solea_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,GROWING,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
13038,fine_ledelsens,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,GROWING,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
13039,strong_boots,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,ESTABLISHED,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
13040,shoes_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,ESTABLISHED,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
13041,cuir_highboots_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,MATURE,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
13042,bone_leggings_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,ESTABLISHED,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
13043,beetle_leggings_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,ESTABLISHED,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
13044,carapace_leggings_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,MATURE,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
13046,plate_leggings_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,MATURE,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
13047,sollerets_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,MATURE,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
13048,mages_sandals,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,ESTABLISHED,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
13049,dino_ledelsens,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,MATURE,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
13050,moccasins_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,MATURE,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
13059,fine_gorget,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,ESTABLISHED,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
13060,feather_collar_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,ESTABLISHED,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
13061,spike_necklace,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,GROWING,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
13062,green_gorget,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,ESTABLISHED,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
13063,blue_gorget,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,MATURE,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
13065,gorget_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,MATURE,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
13066,red_choker,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,ESTABLISHED,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
13067,nobles_gorget,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,MATURE,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
13068,hemp_gorget_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,MATURE,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
13069,leather_gorget_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,ESTABLISHED,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
13070,wolf_gorget_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,ESTABLISHED,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
13123,mermans_gorget,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,ADVANCED,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
13124,nodowa_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,ADVANCED,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
13126,torque_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,ADVANCED,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
13130,jeweled_collar_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,FULL,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
13131,darksteel_gorget_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,FULL,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
13132,torama_gorget,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,ADVANCED,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
13133,darksteel_nodowa_+1,HQ,SCARCE,RECIPE_BACKED_HQ_OUTPUT,FULL,HQ_RECIPE_STAGE_PLUS_ONE,1,1,0,0,1,CRAFT_HQ_OUTPUT,0,0
