itemid,name,vendor_reference,vendor_reference_source_count,actual_vendor_source,vendor_reference_only,priced_source_count,vendor_source_count,gated_source_count,has_hard_floor,vendor_price_min,vendor_price_max,source_types,source_files,buyer_vendor_block,seller_vendor_floor_required,seller_vendor_ready,activation_ready,auto_live_promotion
4301,FLASK_OF_PEAR_AU_LAIT,1,1,1,0,1,1,1,1,600.0,600.0,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua,1,1,1,0,0
4303,FLASK_OF_PERSIKOS_AU_LAIT,1,1,1,0,1,1,1,1,2100.0,2100.0,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua,1,1,1,0,0
4352,DERFLAND_PEAR,1,1,0,1,0,0,0,0,,,,scripts/globals/shop.lua,0,0,0,0,0
4356,LOAF_OF_WHITE_BREAD,1,4,1,0,4,4,3,1,180.0,220.0,GENERAL|NATION,scripts/zones/Northern_San_dOria/npcs/Boncort.lua|scripts/zones/Port_San_dOria/npcs/Croumangue.lua|scripts/zones/Southern_San_dOria/npcs/Shilah.lua|scripts/zones/Upper_Jeuno/npcs/Glyke.lua,1,1,1,0,0
4359,SLICE_OF_DHALMEL_MEAT,1,1,0,1,0,0,0,0,,,,scripts/globals/shop.lua,0,0,0,0,0
4362,LIZARD_EGG,1,1,1,0,1,1,1,1,100.0,100.0,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua,1,1,1,0,0
4363,FAERIE_APPLE,1,2,1,0,2,2,2,1,38.0,47.0,GLOBAL_SHOP_STOCK|NATION,scripts/globals/shop.lua|scripts/zones/Southern_San_dOria/npcs/Aveline.lua,1,1,1,0,0
4364,LOAF_OF_BLACK_BREAD,1,4,1,0,3,3,3,1,108.0,132.0,NATION,scripts/zones/Northern_San_dOria/npcs/Boncort.lua|scripts/zones/Port_San_dOria/npcs/Croumangue.lua|scripts/zones/Southern_San_dOria/npcs/Shilah.lua|scripts/zones/Tavnazian_Safehold/npcs/Komalata.lua,1,1,1,0,0
4365,ROLANBERRY,1,2,1,0,2,2,0,1,120.0,120.0,GENERAL,scripts/zones/Port_Jeuno/npcs/Gekko.lua|scripts/zones/Upper_Jeuno/npcs/Champalpieu.lua,1,1,1,0,0
4366,LA_THEINE_CABBAGE,1,2,1,0,2,2,2,1,21.0,26.0,GLOBAL_SHOP_STOCK|NATION,scripts/globals/shop.lua|scripts/zones/Southern_San_dOria/npcs/Aveline.lua,1,1,1,0,0
4370,POT_OF_HONEY,1,1,1,0,1,1,1,1,200.0,200.0,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua,1,1,1,0,0
4371,SLICE_OF_GRILLED_HARE,1,1,1,0,1,1,1,1,184.0,184.0,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua,1,1,1,0,0
4372,SLICE_OF_GIANT_SHEEP_MEAT,1,1,0,1,0,0,0,0,,,,scripts/globals/shop.lua,0,0,0,0,0
4375,DANCESHROOM,1,1,0,1,0,0,0,0,,,,scripts/globals/shop.lua,0,0,0,0,0
4376,STRIP_OF_MEAT_JERKY,1,7,1,0,7,7,4,1,108.0,132.0,GENERAL|GENERAL_FAME|GLOBAL_SHOP_STOCK|NATION,scripts/globals/shop.lua|scripts/zones/Bastok_Mines/npcs/Griselda.lua|scripts/zones/Mhaura/npcs/Pikini-Mikini.lua|scripts/zones/Northern_San_dOria/npcs/Boncort.lua|scripts/zones/Rabao/npcs/Scamplix.lua|scripts/zones/Tavnazian_Safehold/npcs/Komalata.lua|scripts/zones/Windurst_Waters/npcs/Ness_Rugetomal.lua,1,1,1,0,0
4378,JUG_OF_SELBINA_MILK,1,2,1,0,3,3,2,1,54.0,67.0,GENERAL_FAME|GLOBAL_SHOP_STOCK,scripts/globals/shop.lua|scripts/zones/Selbina/npcs/Dohdjuma.lua,1,1,1,0,0
4380,SMOKED_SALMON,1,1,1,0,1,1,1,1,198.0,242.0,NATION,scripts/zones/Northern_San_dOria/npcs/Boncort.lua,1,1,1,0,0
4381,MEAT_MITHKABOB,1,1,1,0,1,1,1,1,720.0,720.0,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua,1,1,1,0,0
4382,FROST_TURNIP,1,2,1,0,1,1,1,1,29.0,36.0,NATION,scripts/globals/shop.lua|scripts/zones/Southern_San_dOria/npcs/Aveline.lua,1,1,1,0,0
4388,EGGPLANT,1,1,0,1,0,0,0,0,,,,scripts/globals/shop.lua,0,0,0,0,0
4389,SAN_DORIAN_CARROT,1,3,1,0,1,1,1,1,29.0,36.0,NATION,scripts/globals/shop.lua|scripts/zones/Southern_San_dOria/npcs/Aveline.lua|scripts/zones/Tavnazian_Safehold/npcs/Komalata.lua,1,1,1,0,0
4390,MITHRAN_TOMATO,1,2,1,0,1,1,0,1,36.0,44.0,GENERAL_FAME,scripts/globals/shop.lua|scripts/zones/Kazham/npcs/Ghemi_Sinterilo.lua,1,1,1,0,0
4391,BRETZEL,1,4,1,0,4,4,4,1,21.0,27.0,NATION,scripts/zones/Bastok_Mines/npcs/Griselda.lua|scripts/zones/Metalworks/npcs/Tomasa.lua|scripts/zones/Port_Bastok/npcs/Melloa.lua|scripts/zones/Port_Bastok/npcs/Sawyer.lua,1,1,1,0,0
4392,SARUTA_ORANGE,1,2,1,0,2,2,2,1,29.0,36.0,GLOBAL_SHOP_STOCK|NATION,scripts/globals/shop.lua|scripts/zones/Southern_San_dOria/npcs/Aveline.lua,1,1,1,0,0
4393,ORANGE_KUCHEN,1,1,1,0,1,1,1,1,877.0,1072.0,NATION,scripts/zones/Windurst_Waters/npcs/Taajiji.lua,1,1,1,0,0
4394,GINGER_COOKIE,1,2,1,0,3,3,2,1,10.0,13.0,GENERAL_FAME|GLOBAL_SHOP_STOCK|NATION,scripts/globals/shop.lua|scripts/zones/Windurst_Waters/npcs/Ness_Rugetomal.lua,1,1,1,0,0
4396,SAUSAGE_ROLL,1,1,1,0,1,1,1,1,250.0,305.0,NATION,scripts/zones/Metalworks/npcs/Tomasa.lua,1,1,1,0,0
4397,CINNA_COOKIE,1,1,1,0,1,1,1,1,13.0,16.0,NATION,scripts/zones/Windurst_Waters/npcs/Ness_Rugetomal.lua,1,1,1,0,0
4398,FISH_MITHKABOB,1,2,1,0,2,2,1,1,972.0,1188.0,GENERAL_FAME|GLOBAL_SHOP_STOCK,scripts/globals/shop.lua|scripts/zones/Kazham/npcs/Nuh_Celodehki.lua,1,1,1,0,0
4404,ROAST_TROUT,1,1,1,0,1,1,1,1,540.0,660.0,NATION,scripts/zones/Port_San_dOria/npcs/Croumangue.lua,1,1,1,0,0
4405,RICE_BALL,1,2,1,0,2,2,1,1,144.0,176.0,GENERAL_FAME|GLOBAL_SHOP_STOCK,scripts/globals/shop.lua|scripts/zones/Lower_Jeuno/npcs/Ghebi_Damomohe.lua,1,1,1,0,0
4406,BAKED_APPLE,1,1,1,0,1,1,0,1,440.0,440.0,GENERAL,scripts/zones/Upper_Jeuno/npcs/Glyke.lua,1,1,1,0,0
4407,CARP_SUSHI,1,1,1,0,1,1,1,1,648.0,792.0,NATION,scripts/zones/Windurst_Waters/npcs/Ness_Rugetomal.lua,1,1,1,0,0
4408,TORTILLA,1,2,1,0,2,2,1,1,126.0,154.0,GENERAL|NATION,scripts/zones/Upper_Jeuno/npcs/Glyke.lua|scripts/zones/Windurst_Waters/npcs/Taajiji.lua,1,1,1,0,0
4409,HARD_BOILED_EGG,1,1,1,0,1,1,1,1,72.0,88.0,NATION,scripts/zones/Metalworks/npcs/Tomasa.lua,1,1,1,0,0
4410,ROAST_MUSHROOM,1,2,1,0,2,2,1,1,309.0,378.0,GENERAL_FAME|GLOBAL_SHOP_STOCK,scripts/globals/shop.lua|scripts/zones/Kazham/npcs/Nuh_Celodehki.lua,1,1,1,0,0
4411,DHALMEL_PIE,1,1,1,0,1,1,1,1,756.0,924.0,NATION,scripts/zones/Windurst_Waters/npcs/Taajiji.lua,1,1,1,0,0
4412,THUNDERMELON,1,2,1,0,2,2,1,1,292.0,357.0,GENERAL_FAME|GLOBAL_SHOP_STOCK,scripts/globals/shop.lua|scripts/zones/Rabao/npcs/Scamplix.lua,1,1,1,0,0
4413,APPLE_PIE,1,1,1,0,1,1,1,1,320.0,320.0,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua,1,1,1,0,0
4415,EAR_OF_ROASTED_CORN,1,1,0,1,0,0,0,0,,,,scripts/globals/shop.lua,0,0,0,0,0
4416,BOWL_OF_PEA_SOUP,1,1,1,0,1,1,0,1,1400.0,1400.0,GENERAL,scripts/zones/Upper_Jeuno/npcs/Glyke.lua,1,1,1,0,0
4417,BOWL_OF_EGG_SOUP,1,3,1,0,3,3,3,1,2942.0,3630.0,NATION,scripts/zones/Metalworks/npcs/Tomasa.lua|scripts/zones/Port_Bastok/npcs/Melloa.lua|scripts/zones/Port_Bastok/npcs/Sawyer.lua,1,1,1,0,0
4419,BOWL_OF_MUSHROOM_SOUP,1,2,1,0,2,2,2,1,6300.0,7700.0,NATION,scripts/zones/Port_San_dOria/npcs/Croumangue.lua|scripts/zones/Southern_San_dOria/npcs/Shilah.lua,1,1,1,0,0
4421,MELON_PIE,1,1,1,0,1,1,1,1,800.0,800.0,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua,1,1,1,0,0
4422,BOTTLE_OF_ORANGE_JUICE,1,5,1,0,5,5,3,1,180.0,220.0,GENERAL|GLOBAL_SHOP_STOCK|NATION,scripts/globals/shop.lua|scripts/zones/Lower_Jeuno/npcs/Yoskolo.lua|scripts/zones/Upper_Jeuno/npcs/Glyke.lua|scripts/zones/Windurst_Waters/npcs/Ness_Rugetomal.lua|scripts/zones/Windurst_Waters/npcs/Taajiji.lua,1,1,1,0,0
4423,BOTTLE_OF_APPLE_JUICE,1,4,1,0,4,4,2,1,270.0,330.0,GENERAL|NATION,scripts/zones/Lower_Jeuno/npcs/Yoskolo.lua|scripts/zones/Northern_San_dOria/npcs/Boncort.lua|scripts/zones/Port_San_dOria/npcs/Croumangue.lua|scripts/zones/Upper_Jeuno/npcs/Glyke.lua,1,1,1,0,0
4424,BOTTLE_OF_MELON_JUICE,1,7,1,0,7,7,5,1,990.0,1210.0,GENERAL|GLOBAL_SHOP_STOCK|NATION,scripts/globals/shop.lua|scripts/zones/Bastok_Mines/npcs/Griselda.lua|scripts/zones/Lower_Jeuno/npcs/Yoskolo.lua|scripts/zones/Metalworks/npcs/Tomasa.lua|scripts/zones/Port_Bastok/npcs/Melloa.lua|scripts/zones/Port_Bastok/npcs/Sawyer.lua|scripts/zones/Upper_Jeuno/npcs/Glyke.lua,1,1,1,0,0
4425,BOTTLE_OF_TOMATO_JUICE,1,1,1,0,1,1,1,1,288.0,352.0,NATION,scripts/zones/Windurst_Waters/npcs/Ness_Rugetomal.lua,1,1,1,0,0
4431,BUNCH_OF_SAN_DORIAN_GRAPES,1,2,1,0,2,2,2,1,68.0,83.0,GLOBAL_SHOP_STOCK|NATION,scripts/globals/shop.lua|scripts/zones/Southern_San_dOria/npcs/Aveline.lua,1,1,1,0,0
4432,KAZHAM_PINEAPPLE,1,2,1,0,2,2,1,1,54.0,66.0,GENERAL_FAME|GLOBAL_SHOP_STOCK,scripts/globals/shop.lua|scripts/zones/Kazham/npcs/Ghemi_Sinterilo.lua,1,1,1,0,0
4433,BOWL_OF_DHALMEL_STEW,1,1,1,0,1,1,1,1,2335.0,2854.0,NATION,scripts/zones/Windurst_Waters/npcs/Taajiji.lua,1,1,1,0,0
4434,PLATE_OF_MUSHROOM_RISOTTO,1,2,1,0,2,2,2,1,4500.0,5500.0,NATION,scripts/zones/Southern_San_dOria/npcs/Shilah.lua|scripts/zones/Windurst_Waters/npcs/Taajiji.lua,1,1,1,0,0
4436,BAKED_POPOTO,1,3,1,0,3,3,3,1,288.0,352.0,NATION,scripts/zones/Metalworks/npcs/Tomasa.lua|scripts/zones/Port_Bastok/npcs/Melloa.lua|scripts/zones/Port_Bastok/npcs/Sawyer.lua,1,1,1,0,0
4437,SLICE_OF_ROAST_MUTTON,1,3,1,0,3,3,2,1,648.0,792.0,GENERAL|NATION,scripts/zones/Port_Bastok/npcs/Melloa.lua|scripts/zones/Port_Bastok/npcs/Sawyer.lua|scripts/zones/Upper_Jeuno/npcs/Glyke.lua,1,1,1,0,0
4438,DHALMEL_STEAK,1,1,1,0,1,1,1,1,1296.0,1584.0,NATION,scripts/zones/Windurst_Waters/npcs/Taajiji.lua,1,1,1,0,0
4440,BOWL_OF_WHITEFISH_STEW,1,1,1,0,1,1,1,1,5932.0,7251.0,NATION,scripts/zones/Windurst_Waters/npcs/Taajiji.lua,1,1,1,0,0
4441,BOTTLE_OF_GRAPE_JUICE,1,6,1,0,6,6,3,1,837.0,1116.0,GENERAL|NATION,scripts/globals/shop.lua|scripts/zones/Lower_Jeuno/npcs/Yoskolo.lua|scripts/zones/Northern_San_dOria/npcs/Boncort.lua|scripts/zones/Port_San_dOria/npcs/Croumangue.lua|scripts/zones/Southern_San_dOria/npcs/Shilah.lua|scripts/zones/Upper_Jeuno/npcs/Glyke.lua,1,1,1,0,0
4442,BOTTLE_OF_PINEAPPLE_JUICE,1,6,1,0,6,6,4,1,357.0,440.0,GENERAL|NATION,scripts/zones/Bastok_Mines/npcs/Griselda.lua|scripts/zones/Lower_Jeuno/npcs/Yoskolo.lua|scripts/zones/Metalworks/npcs/Tomasa.lua|scripts/zones/Port_Bastok/npcs/Melloa.lua|scripts/zones/Port_Bastok/npcs/Sawyer.lua|scripts/zones/Upper_Jeuno/npcs/Glyke.lua,1,1,1,0,0
4444,RARAB_TAIL,1,1,0,1,0,0,0,0,,,,scripts/globals/shop.lua,0,0,0,0,0
4445,YAGUDO_CHERRY,1,1,0,1,0,0,0,0,,,,scripts/globals/shop.lua,0,0,0,0,0
4446,PUMPKIN_PIE,1,1,1,0,1,1,1,1,1200.0,1200.0,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua,1,1,1,0,0
4450,CORAL_FUNGUS,1,2,1,0,1,1,0,1,755.0,755.0,GENERAL,scripts/globals/shop.lua|scripts/zones/Oldton_Movalpolos/npcs/Bartabaq.lua,1,1,1,0,0
4455,BOWL_OF_PEBBLE_SOUP,1,5,1,0,5,5,5,1,180.0,220.0,NATION,scripts/zones/Metalworks/npcs/Tomasa.lua|scripts/zones/Port_Bastok/npcs/Melloa.lua|scripts/zones/Port_Bastok/npcs/Sawyer.lua|scripts/zones/Port_San_dOria/npcs/Croumangue.lua|scripts/zones/Southern_San_dOria/npcs/Shilah.lua,1,1,1,0,0
4456,BOILED_CRAB,1,3,1,0,3,3,2,1,900.0,2475.0,GENERAL|GLOBAL_SHOP_STOCK|NATION,scripts/globals/shop.lua|scripts/zones/Upper_Jeuno/npcs/Glyke.lua|scripts/zones/Windurst_Waters/npcs/Ness_Rugetomal.lua,1,1,1,0,0
4457,EEL_KABOB,1,2,1,0,2,2,0,1,2700.0,3300.0,GENERAL_FAME,scripts/zones/Kazham/npcs/Nuh_Celodehki.lua|scripts/zones/Lower_Jeuno/npcs/Ghebi_Damomohe.lua,1,1,1,0,0
4458,LOAF_OF_GOBLIN_BREAD,1,2,1,0,2,2,0,1,270.0,330.0,GENERAL|GENERAL_FAME,scripts/zones/Lower_Jeuno/npcs/Pawkrix.lua|scripts/zones/Rabao/npcs/Scamplix.lua,1,1,1,0,0
4459,NEBIMONITE_BAKE,1,1,1,0,1,1,1,1,1620.0,1980.0,NATION,scripts/zones/Windurst_Waters/npcs/Ness_Rugetomal.lua,1,1,1,0,0
4466,SPICY_CRACKER,1,1,1,0,1,1,1,1,450.0,450.0,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua,1,1,1,0,0
4467,GARLIC_CRACKER,1,1,1,0,1,1,0,1,3.0,4.0,GENERAL_FAME,scripts/zones/Lower_Jeuno/npcs/Ghebi_Damomohe.lua,1,1,1,0,0
4468,BUNCH_OF_PAMAMAS,1,2,1,0,1,1,0,1,72.0,88.0,GENERAL_FAME,scripts/globals/shop.lua|scripts/zones/Kazham/npcs/Ghemi_Sinterilo.lua,1,1,1,0,0
4488,JACK_O_LANTERN,1,1,1,0,1,1,1,1,1000.0,1000.0,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua,1,1,1,0,0
4490,PICKLED_HERRING,1,2,1,0,2,2,1,1,432.0,528.0,GENERAL_FAME|NATION,scripts/zones/Bastok_Mines/npcs/Griselda.lua|scripts/zones/Selbina/npcs/Dohdjuma.lua,1,1,1,0,0
4491,WATERMELON,1,2,1,0,2,2,1,1,180.0,220.0,GENERAL_FAME|GLOBAL_SHOP_STOCK,scripts/globals/shop.lua|scripts/zones/Rabao/npcs/Scamplix.lua,1,1,1,0,0
4492,BOWL_OF_PULS,1,2,1,0,2,2,2,1,540.0,660.0,NATION,scripts/zones/Southern_San_dOria/npcs/Shilah.lua|scripts/zones/Windurst_Waters/npcs/Taajiji.lua,1,1,1,0,0
4493,CUP_OF_WINDURSTIAN_TEA,1,1,1,0,1,1,1,1,180.0,220.0,NATION,scripts/zones/Windurst_Waters/npcs/Taajiji.lua,1,1,1,0,0
4494,POT_OF_SAN_DORIAN_TEA,1,1,1,0,1,1,1,1,2494.0,3049.0,NATION,scripts/zones/Southern_San_dOria/npcs/Shilah.lua,1,1,1,0,0
4495,CHUNK_OF_GOBLIN_CHOCOLATE,1,1,1,0,1,1,0,1,35.0,35.0,GENERAL,scripts/zones/Lower_Jeuno/npcs/Pawkrix.lua,1,1,1,0,0
4499,LOAF_OF_IRON_BREAD,1,5,1,0,5,5,4,1,90.0,110.0,GENERAL|NATION,scripts/zones/Bastok_Mines/npcs/Griselda.lua|scripts/zones/Metalworks/npcs/Tomasa.lua|scripts/zones/Port_Bastok/npcs/Melloa.lua|scripts/zones/Port_Bastok/npcs/Sawyer.lua|scripts/zones/Upper_Jeuno/npcs/Glyke.lua,1,1,1,0,0
4503,BUNCH_OF_BUBURIMU_GRAPES,1,1,0,1,0,0,0,0,,,,scripts/globals/shop.lua,0,0,0,0,0
4505,HANDFUL_OF_SUNFLOWER_SEEDS,1,1,0,1,0,0,0,0,,,,scripts/globals/shop.lua,0,0,0,0,0
4506,MUTTON_TORTILLA,1,1,1,0,1,1,1,1,5103.0,6237.0,NATION,scripts/zones/Windurst_Waters/npcs/Taajiji.lua,1,1,1,0,0
4509,FLASK_OF_DISTILLED_WATER,1,21,1,0,21,21,11,1,10.0,13.0,GENERAL|GENERAL_FAME|GLOBAL_SHOP_STOCK|NATION,scripts/globals/shop.lua|scripts/zones/Aht_Urhgan_Whitegate/npcs/Gavrie.lua|scripts/zones/Bastok_Mines/npcs/Griselda.lua|scripts/zones/Kazham/npcs/Pahya_Lolohoiv.lua|scripts/zones/Lower_Jeuno/npcs/Yoskolo.lua|scripts/zones/Metalworks/npcs/Tomasa.lua|scripts/zones/Mhaura/npcs/Pikini-Mikini.lua|scripts/zones/Northern_San_dOria/npcs/Boncort.lua|scripts/zones/Port_Bastok/npcs/Melloa.lua|scripts/zones/Port_Bastok/npcs/Sawyer.lua|scripts/zones/Port_Jeuno/npcs/Leyla.lua|scripts/zones/Port_San_dOria/npcs/Croumangue.lua|scripts/zones/Rabao/npcs/Scamplix.lua|scripts/zones/Selbina/npcs/Dohdjuma.lua|scripts/zones/Southern_San_dOria/npcs/Benaige.lua|scripts/zones/Southern_San_dOria/npcs/Shilah.lua|scripts/zones/Tavnazian_Safehold/npcs/Komalata.lua|scripts/zones/Upper_Jeuno/npcs/Leillaine.lua|scripts/zones/Windurst_Waters/npcs/Ness_Rugetomal.lua|scripts/zones/Windurst_Waters/npcs/Taajiji.lua|scripts/zones/Windurst_Woods/npcs/Wije_Tiren.lua,1,1,1,0,0
4510,ACORN_COOKIE,1,2,1,0,2,2,2,1,21.0,26.0,GLOBAL_SHOP_STOCK|NATION,scripts/globals/shop.lua|scripts/zones/Windurst_Waters/npcs/Ness_Rugetomal.lua,1,1,1,0,0
4533,BOWL_OF_DELICIOUS_PULS,1,1,1,0,1,1,1,1,1080.0,1320.0,NATION,scripts/zones/Southern_San_dOria/npcs/Shilah.lua,1,1,1,0,0
4535,BOILED_CRAYFISH,1,1,1,0,1,1,1,1,360.0,440.0,NATION,scripts/zones/Port_San_dOria/npcs/Croumangue.lua,1,1,1,0,0
4536,BLACKENED_FROG,1,1,1,0,1,1,0,1,3065.0,3746.0,GENERAL_FAME,scripts/zones/Kazham/npcs/Nuh_Celodehki.lua,1,1,1,0,0
4537,ROAST_CARP,1,1,1,0,1,1,1,1,468.0,572.0,NATION,scripts/zones/Port_San_dOria/npcs/Croumangue.lua,1,1,1,0,0
4538,ROAST_PIPIRA,1,2,1,0,2,2,2,1,828.0,1012.0,GLOBAL_SHOP_STOCK|NATION,scripts/globals/shop.lua|scripts/zones/Windurst_Waters/npcs/Ness_Rugetomal.lua,1,1,1,0,0
4539,GOBLIN_PIE,1,1,1,0,1,1,0,1,650.0,650.0,GENERAL,scripts/zones/Lower_Jeuno/npcs/Pawkrix.lua,1,1,1,0,0
4543,GOBLIN_MUSHPOT,1,1,1,0,1,1,0,1,1140.0,1140.0,GENERAL,scripts/zones/Lower_Jeuno/npcs/Pawkrix.lua,1,1,1,0,0
4545,BUNCH_OF_GYSAHL_GREENS,1,9,1,0,8,8,3,1,60.0,74.0,GENERAL|GENERAL_FAME|NATION,scripts/globals/shop.lua|scripts/zones/Bastok_Mines/npcs/Neigepance.lua|scripts/zones/Kazham/npcs/Mamerie.lua|scripts/zones/Lower_Jeuno/npcs/Rhimonne.lua|scripts/zones/Port_Jeuno/npcs/Challoux.lua|scripts/zones/Rabao/npcs/Generoit.lua|scripts/zones/Southern_San_dOria/npcs/Ferdoulemiont.lua|scripts/zones/Upper_Jeuno/npcs/Mejuone.lua|scripts/zones/Windurst_Woods/npcs/Quesse.lua,1,1,1,0,0
4554,SERVING_OF_SHALLOPS_TROPICALE,1,1,1,0,1,1,1,1,11372.0,13899.0,NATION,scripts/zones/Windurst_Waters/npcs/Taajiji.lua,1,1,1,0,0
4555,WINDURST_SALAD,1,2,1,0,2,2,1,1,1674.0,2046.0,GENERAL|NATION,scripts/zones/Upper_Jeuno/npcs/Glyke.lua|scripts/zones/Windurst_Waters/npcs/Taajiji.lua,1,1,1,0,0
4556,SERVING_OF_ICECAP_ROLANBERRY,1,2,1,0,2,2,1,1,5544.0,5544.0,GENERAL|GLOBAL_SHOP_STOCK,scripts/globals/shop.lua|scripts/zones/Lower_Jeuno/npcs/Yoskolo.lua,1,1,1,0,0
4558,BOTTLE_OF_YAGUDO_DRINK,1,1,1,0,1,1,1,1,2000.0,2000.0,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua,1,1,1,0,0
4559,SERVING_OF_HERB_QUUS,1,2,1,0,2,2,0,1,4485.0,5482.0,GENERAL|GENERAL_FAME,scripts/zones/Selbina/npcs/Dohdjuma.lua|scripts/zones/Upper_Jeuno/npcs/Glyke.lua,1,1,1,0,0
4560,BOWL_OF_VEGETABLE_SOUP,1,2,1,0,2,2,2,1,1355.0,1656.0,NATION,scripts/zones/Port_San_dOria/npcs/Croumangue.lua|scripts/zones/Southern_San_dOria/npcs/Shilah.lua,1,1,1,0,0
4570,BIRD_EGG,1,3,1,0,3,3,3,1,49.0,61.0,NATION,scripts/zones/Port_Bastok/npcs/Denvihr.lua|scripts/zones/Port_San_dOria/npcs/Albinie.lua|scripts/zones/Port_Windurst/npcs/Uli_Pehkowa.lua,1,1,1,0,0
4571,CLUMP_OF_BEAUGREENS,1,1,0,1,0,0,0,0,,,,scripts/globals/shop.lua,0,0,0,0,0
4572,SERVING_OF_BEAUGREEN_SAUTE,1,2,1,0,2,2,2,1,1633.0,1996.0,NATION,scripts/zones/Southern_San_dOria/npcs/Shilah.lua|scripts/zones/Windurst_Waters/npcs/Taajiji.lua,1,1,1,0,0
4578,SAUSAGE,1,3,1,0,3,3,3,1,140.0,171.0,NATION,scripts/zones/Metalworks/npcs/Tomasa.lua|scripts/zones/Port_Bastok/npcs/Melloa.lua|scripts/zones/Port_Bastok/npcs/Sawyer.lua,1,1,1,0,0
4591,LOAF_OF_PUMPERNICKEL,1,2,1,0,2,2,2,1,143.0,176.0,NATION,scripts/zones/Port_Bastok/npcs/Melloa.lua|scripts/zones/Port_Bastok/npcs/Sawyer.lua,1,1,1,0,0
4609,SCROLL_OF_CURE,1,3,1,0,3,3,3,1,60.0,74.0,NATION,scripts/zones/Bastok_Markets/npcs/Sororo.lua|scripts/zones/Port_San_dOria/npcs/Regine.lua|scripts/zones/Port_Windurst/npcs/Kususu.lua,1,1,1,0,0
4610,SCROLL_OF_CURE_II,1,4,1,0,4,4,3,1,585.0,715.0,GENERAL_FAME|NATION,scripts/zones/Bastok_Markets/npcs/Sororo.lua|scripts/zones/Port_San_dOria/npcs/Regine.lua|scripts/zones/Port_Windurst/npcs/Kususu.lua|scripts/zones/Selbina/npcs/Quelpia.lua,1,1,1,0,0
4611,SCROLL_OF_CURE_III,1,2,1,0,2,2,1,1,3261.0,3986.0,GENERAL_FAME|NATION,scripts/zones/Selbina/npcs/Quelpia.lua|scripts/zones/Windurst_Waters/npcs/Shohrun-Tuhrun.lua,1,1,1,0,0
4612,SCROLL_OF_CURE_IV,1,2,1,0,2,2,0,1,23400.0,23400.0,GENERAL,scripts/zones/Al_Zahbi/npcs/Zafif.lua|scripts/zones/Lower_Jeuno/npcs/Hasim.lua,1,1,1,0,0
4614,SCROLL_OF_CURE_VI,1,1,1,0,1,1,0,1,138069.0,168751.0,GENERAL_FAME,scripts/zones/Rabao/npcs/Brave_Ox.lua,1,1,1,0,0
4615,SCROLL_OF_CURAGA,1,3,1,0,3,3,3,1,1363.0,1666.0,NATION,scripts/zones/Bastok_Markets/npcs/Sororo.lua|scripts/zones/Port_San_dOria/npcs/Regine.lua|scripts/zones/Port_Windurst/npcs/Kususu.lua,1,1,1,0,0
4616,SCROLL_OF_CURAGA_II,1,3,1,0,3,3,0,1,10080.0,12320.0,GENERAL|GENERAL_FAME,scripts/zones/Al_Zahbi/npcs/Zafif.lua|scripts/zones/Lower_Jeuno/npcs/Hasim.lua|scripts/zones/Selbina/npcs/Quelpia.lua,1,1,1,0,0
4617,SCROLL_OF_CURAGA_III,1,2,1,0,2,2,0,1,19932.0,19932.0,GENERAL,scripts/zones/Al_Zahbi/npcs/Zafif.lua|scripts/zones/Lower_Jeuno/npcs/Hasim.lua,1,1,1,0,0
4620,SCROLL_OF_RAISE,1,2,1,0,2,2,1,1,5178.0,6329.0,GENERAL_FAME|NATION,scripts/zones/Selbina/npcs/Quelpia.lua|scripts/zones/Windurst_Waters/npcs/Shohrun-Tuhrun.lua,1,1,1,0,0
4622,SCROLL_OF_POISONA,1,3,1,0,3,3,3,1,180.0,220.0,NATION,scripts/zones/Bastok_Markets/npcs/Sororo.lua|scripts/zones/Port_San_dOria/npcs/Regine.lua|scripts/zones/Port_Windurst/npcs/Kususu.lua,1,1,1,0,0
4623,SCROLL_OF_PARALYNA,1,3,1,0,3,3,3,1,324.0,396.0,NATION,scripts/zones/Bastok_Markets/npcs/Sororo.lua|scripts/zones/Port_San_dOria/npcs/Regine.lua|scripts/zones/Port_Windurst/npcs/Kususu.lua,1,1,1,0,0
4624,SCROLL_OF_BLINDNA,1,3,1,0,3,3,3,1,990.0,1210.0,NATION,scripts/zones/Bastok_Markets/npcs/Sororo.lua|scripts/zones/Port_San_dOria/npcs/Regine.lua|scripts/zones/Port_Windurst/npcs/Kususu.lua,1,1,1,0,0
4625,SCROLL_OF_SILENA,1,2,1,0,2,2,0,1,2330.0,2330.0,GENERAL,scripts/zones/Al_Zahbi/npcs/Zafif.lua|scripts/zones/Lower_Jeuno/npcs/Hasim.lua,1,1,1,0,0
